"Season","Name","Team","Age","AVG","OBP","SLG","OPS","AB","H","R","HR","RBI","SB","Off","WAR","playerid"
"2019","Ketel Marte","ARI","25",".329",".389",".592",".981","569","187","97","32","92","10","45.5","7.0","13613"
"1973","Joe Morgan","CIN","29",".290",".406",".493",".899","576","167","116","26","82","67","53.0","9.5","1009179"
"1973","Davey Johnson","ATL","30",".270",".370",".546",".916","559","151","84","43","99","5","35.1","5.3","1006440"
"1995","Chuck Knoblauch","MIN","26",".333",".424",".487",".911","538","179","107","11","63","46","33.1","6.4","609"
"1996","Roberto Alomar","BAL","28",".328",".411",".527",".938","588","193","132","22","94","17","34.3","5.2","860"
"1997","Craig Biggio","HOU","31",".309",".415",".501",".916","619","191","146","22","81","47","50.3","9.3","549"
"1974","Rod Carew","MIN","28",".364",".433",".446",".879","599","218","86","3","55","38","41.7","6.6","1001942"
"1977","Joe Morgan","CIN","33",".288",".417",".478",".895","521","150","113","22","78","49","41.1","5.8","1009179"
"1993","Roberto Alomar","TOR","25",".326",".408",".492",".900","589","192","109","17","93","55","40.5","5.7","860"
"2002","Jeff Kent","SFG","34",".313",".368",".565",".933","623","195","102","37","108","5","41.3","6.7","1119"
"2001","Bret Boone","SEA","32",".331",".372",".578",".950","623","206","118","37","141","5","41.2","7.8","1067"
"2017","Jose Ramirez","CLE","24",".318",".374",".583",".957","585","186","107","29","83","17","36.9","6.5","13510"
"1990","Ryne Sandberg","CHC","30",".306",".354",".559",".913","615","188","116","40","100","25","35.0","6.3","1011411"
"1998","Craig Biggio","HOU","32",".325",".403",".503",".906","646","210","123","20","88","50","48.9","6.5","549"
"1999","Jay Bell","ARI","33",".289",".374",".557",".931","589","170","132","38","112","7","26.2","4.7","48"
"2009","Chase Utley","PHI","30",".282",".397",".508",".905","571","161","112","31","93","23","46.8","8.2","1679"
"2012","Robinson Cano","NYY","29",".313",".379",".550",".929","627","196","105","33","94","3","36.6","7.3","3269"
"2003","Marcus Giles","ATL","25",".316",".390",".526",".917","551","174","101","21","69","14","37.1","6.7","89"
"1995","Craig Biggio","HOU","29",".302",".406",".483",".889","553","167","123","22","77","33","40.8","6.2","549"
"1994","Craig Biggio","HOU","28",".318",".411",".483",".893","437","139","88","6","56","39","34.8","4.4","549"
"1973","Rod Carew","MIN","27",".350",".411",".471",".881","580","203","98","6","62","41","34.8","6.3","1001942"
"1991","Julio Franco","TEX","32",".341",".408",".474",".882","589","201","108","15","78","36","39.3","5.9","87"
"1972","Joe Morgan","CIN","28",".292",".417",".435",".851","552","161","122","16","73","58","43.2","8.7","1009179"
"2016","DJ LeMahieu","COL","27",".348",".416",".495",".911","552","192","104","11","66","11","23.5","4.4","9874"
"2000","Jose Vidro","MON","25",".330",".379",".540",".918","606","200","101","24","97","5","25.4","4.3","802"
"1992","Ryne Sandberg","CHC","32",".304",".371",".510",".881","612","186","100","26","87","17","36.7","7.4","1011411"
"2010","Robinson Cano","NYY","27",".319",".381",".534",".914","626","200","103","29","109","3","35.7","6.4","3269"
"2016","Jose Altuve","HOU","26",".338",".396",".531",".928","640","216","108","24","96","30","45.1","6.8","5417"
"1979","Bobby Grich","CAL","30",".294",".365",".537",".903","534","157","78","30","101","1","31.0","5.6","1005033"
"1984","Ryne Sandberg","CHC","24",".314",".367",".520",".887","636","200","114","19","84","32","36.4","8.0","1011411"
"1991","Lou Whitaker","DET","34",".279",".391",".489",".881","470","131","94","23","78","4","27.7","6.1","1013846"
"2008","Chase Utley","PHI","29",".292",".380",".535",".915","607","177","113","33","104","14","37.6","8.2","1679"
"2005","Chase Utley","PHI","26",".291",".376",".540",".915","543","158","93","28","105","16","31.8","7.2","1679"
"1993","Tony Phillips","DET","34",".313",".443",".398",".841","566","177","113","7","57","16","30.0","5.2","1010300"
"2006","Chase Utley","PHI","27",".309",".379",".527",".906","658","203","131","32","102","15","39.7","7.2","1679"
"2005","Brian Roberts","BAL","27",".314",".387",".515",".903","561","176","92","18","73","27","34.8","6.8","166"
"1998","Jeff Kent","SFG","30",".297",".359",".555",".914","526","156","94","31","128","9","29.1","4.2","1119"
"1969","Rod Carew","MIN","23",".332",".386",".467",".853","458","152","79","8","56","19","22.9","5.0","1001942"
"2007","Melvin Upton Jr.","TBD","22",".300",".386",".508",".894","474","142","86","24","82","22","28.6","4.5","5015"
"2008","Ian Kinsler","TEX","26",".319",".375",".517",".892","518","165","102","18","71","26","31.2","4.8","6195"
"2020","Brandon Lowe","TBR","25",".269",".362",".554",".916","193","52","36","14","37","3","16.8","2.4","18882"
"2017","Daniel Murphy","WSN","32",".322",".384",".543",".928","534","172","94","23","93","2","24.5","4.4","4316"
"1969","Mike Andrews","BOS","25",".293",".390",".455",".844","464","136","79","15","59","1","20.6","3.8","1000258"
"1999","Edgardo Alfonzo","NYM","25",".304",".385",".502",".886","628","191","123","27","108","9","27.9","5.9","859"
"1993","Robby Thompson","SFG","31",".312",".375",".496",".870","494","154","85","19","65","10","27.4","6.1","1013023"
"2013","Robinson Cano","NYY","30",".314",".383",".516",".899","605","190","81","27","107","7","29.1","5.9","3269"
"1980","Willie Randolph","NYY","25",".294",".427",".407",".834","513","151","99","7","46","30","33.8","6.5","1010694"
"2003","Bret Boone","SEA","34",".294",".366",".535",".902","622","183","111","35","117","16","38.2","7.4","1067"
"1991","Ryne Sandberg","CHC","31",".291",".379",".485",".865","585","170","104","26","100","22","31.5","6.4","1011411"
"2002","Mark Bellhorn","CHC","27",".258",".374",".512",".886","445","115","86","27","56","7","25.2","3.9","264"
"2010","Dan Uggla","FLA","30",".287",".369",".508",".877","589","169","100","33","105","4","28.3","4.6","3442"
"1992","Lou Whitaker","DET","35",".278",".386",".461",".847","453","126","77","19","71","6","22.6","4.4","1013846"
"2013","Matt Carpenter","STL","27",".318",".392",".481",".873","626","199","126","11","78","3","41.7","7.2","8090"
"2004","Mark Loretta","SDP","32",".335",".391",".495",".886","620","208","108","16","76","5","34.6","5.8","1383"
"1978","Bill Madlock","SFG","27",".309",".378",".481",".859","447","138","76","15","44","16","25.0","4.4","1007957"
"2005","Jeff Kent","LAD","37",".289",".377",".512",".889","553","160","100","29","105","6","20.8","3.6","1119"
"1985","Ryne Sandberg","CHC","25",".305",".364",".504",".868","609","186","113","26","83","54","33.6","5.9","1011411"
"1985","Toby Harrah","TEX","36",".270",".432",".389",".820","396","107","65","9","44","11","21.3","4.1","1005384"
"1992","Roberto Alomar","TOR","24",".310",".405",".427",".832","571","177","105","8","76","49","33.0","6.1","860"
"2010","Kelly Johnson","ARI","28",".284",".370",".496",".865","585","166","93","26","71","13","21.3","5.3","2234"
"1989","Ryne Sandberg","CHC","29",".290",".356",".497",".853","606","176","104","30","76","15","29.1","5.7","1011411"
"2006","Ray Durham","SFG","34",".293",".360",".538",".898","498","146","79","26","93","7","17.3","3.6","230"
"1982","Joe Morgan","SFG","38",".289",".400",".438",".838","463","134","68","14","61","24","29.7","5.2","1009179"
"1999","Chuck Knoblauch","NYY","30",".292",".393",".454",".848","603","176","120","18","68","28","24.1","3.3","609"
"2008","Dustin Pedroia","BOS","24",".326",".376",".493",".869","653","213","118","17","83","20","26.4","6.4","8370"
"2006","Robinson Cano","NYY","23",".342",".365",".525",".890","482","165","62","15","78","5","14.0","2.4","3269"
"2002","Jose Vidro","MON","27",".315",".378",".490",".868","604","190","103","19","96","2","26.9","4.3","802"
"2007","Jeff Kent","LAD","39",".302",".375",".500",".875","494","149","78","20","79","1","18.0","2.8","1119"
"1997","John Valentin","BOS","30",".306",".372",".499",".871","575","176","95","18","77","7","19.1","4.3","1375"
"2003","Jose Vidro","MON","28",".310",".397",".470",".866","509","158","77","15","65","3","15.6","3.2","802"
"1989","Julio Franco","TEX","30",".316",".386",".462",".848","548","173","80","13","92","21","27.8","5.5","87"
"2002","Junior Spivey","ARI","27",".301",".389",".476",".865","538","162","103","16","78","11","20.7","4.3","74"
"1999","Jeff Kent","SFG","31",".290",".366",".511",".877","511","148","86","23","101","13","17.8","3.6","1119"
"2012","Aaron Hill","ARI","30",".302",".360",".522",".882","609","184","93","26","85","14","26.6","5.0","6104"
"2008","Dan Uggla","FLA","28",".260",".360",".514",".874","531","138","97","32","92","5","19.1","4.2","3442"
"2016","Matt Carpenter","STL","30",".271",".380",".505",".885","473","128","81","21","68","0","22.0","3.2","8090"
"2011","Dustin Pedroia","BOS","27",".307",".387",".474",".861","635","195","102","21","91","26","30.0","7.9","8370"
"1999","Randy Velarde","- - -","36",".317",".390",".455",".845","631","200","105","16","76","24","19.7","6.1","942"
"1998","Jose Offerman","KCR","29",".315",".403",".438",".841","607","191","102","7","66","45","23.4","4.6","205"
"2019","DJ LeMahieu","NYY","30",".327",".375",".518",".893","602","197","109","26","102","5","29.0","5.3","9874"
"2009","Robinson Cano","NYY","26",".320",".352",".520",".871","637","204","103","25","85","5","13.4","3.7","3269"
"2011","Robinson Cano","NYY","28",".302",".349",".533",".882","623","188","104","28","118","8","27.3","5.2","3269"
"2008","Mark DeRosa","CHC","33",".285",".376",".481",".857","505","144","103","21","87","6","20.2","4.2","1392"
"2019","Jose Altuve","HOU","29",".298",".353",".550",".903","500","149","89","31","74","6","22.3","3.6","5417"
"2002","Alfonso Soriano","NYY","26",".300",".332",".547",".880","696","209","128","39","102","41","35.8","5.6","847"
"1994","Lou Whitaker","DET","37",".301",".377",".491",".867","322","97","67","12","43","2","10.6","2.1","1013846"
"1992","Bip Roberts","CIN","28",".323",".393",".432",".826","532","172","92","4","45","44","26.3","4.8","1011023"
"1993","Craig Biggio","HOU","27",".287",".373",".474",".847","610","175","98","21","64","15","23.8","4.7","549"
"2019","Max Muncy","LAD","28",".251",".374",".515",".889","487","122","101","35","98","4","31.3","4.8","13301"
"1979","Davey Lopes","LAD","34",".265",".372",".464",".836","582","154","109","28","73","44","34.6","4.6","1007750"
"1994","Bret Boone","CIN","25",".320",".368",".491",".858","381","122","59","12","68","3","12.0","1.5","1067"
"2007","Placido Polanco","DET","31",".341",".388",".458",".846","587","200","105","9","67","7","20.9","5.3","1176"
"2001","Jeff Kent","SFG","33",".298",".369",".507",".877","607","181","84","22","106","7","23.9","4.9","1119"
"2016","Jean Segura","ARI","26",".319",".368",".499",".867","637","203","102","20","64","33","27.4","5.0","5933"
"1987","Willie Randolph","NYY","32",".305",".411",".414",".825","449","137","96","7","67","11","20.0","4.7","1010694"
"2000","Roberto Alomar","CLE","32",".310",".378",".475",".853","610","189","111","19","89","39","18.9","5.0","860"
"1979","Paul Molitor","MIL","22",".322",".372",".469",".842","584","188","88","9","62","33","23.1","5.1","1009040"
"1998","Tony Fernandez","TOR","36",".321",".387",".459",".846","486","156","71","9","72","13","13.5","2.5","1004002"
"2016","Robinson Cano","SEA","33",".298",".350",".533",".882","655","195","107","39","103","0","31.3","6.3","3269"
"1983","Lou Whitaker","DET","26",".320",".380",".457",".837","643","206","94","12","72","17","25.0","6.0","1013846"
"1974","Bobby Grich","BAL","25",".263",".376",".431",".807","582","153","92","19","82","17","29.3","6.8","1005033"
"2000","Luis Castillo","FLA","24",".334",".418",".388",".806","539","180","101","2","17","62","18.4","3.8","513"
"2016","Brian Dozier","MIN","29",".268",".340",".546",".886","615","165","104","42","99","18","31.5","6.3","9810"
"1994","Chuck Knoblauch","MIN","25",".312",".381",".461",".841","445","139","85","5","51","35","15.7","3.7","609"
"1986","Steve Sax","LAD","26",".332",".390",".441",".830","633","210","91","6","56","40","30.5","4.5","1011481"
"2010","Chase Utley","PHI","31",".275",".387",".445",".832","425","117","75","16","65","13","23.1","5.2","1679"
"2004","Jeff Kent","HOU","36",".289",".348",".531",".880","540","156","96","27","107","7","14.3","4.2","1119"
"1994","Roberto Alomar","TOR","26",".306",".386",".452",".838","392","120","78","8","38","19","11.3","2.0","860"
"1999","Craig Biggio","HOU","33",".294",".386",".457",".843","639","188","123","16","73","28","19.1","4.9","549"
"2001","Jose Vidro","MON","26",".319",".371",".486",".856","486","155","82","15","59","4","12.6","2.5","802"
"1991","Willie Randolph","MIL","36",".327",".424",".374",".798","431","141","60","0","54","4","18.6","4.0","1010694"
"1976","Bobby Grich","BAL","27",".266",".373",".417",".790","518","138","93","13","54","14","29.0","5.7","1005033"
"2003","Jeff Kent","HOU","35",".297",".351",".509",".860","505","150","77","22","93","6","14.2","3.3","1119"
"1974","Jorge Orta","CHW","23",".316",".365",".440",".805","525","166","73","10","67","9","19.4","3.6","1009853"
"2010","Rickie Weeks Jr.","MIL","27",".269",".366",".464",".830","651","175","112","29","83","11","30.6","5.9","1849"
"1982","Bobby Grich","CAL","33",".261",".371",".449",".819","506","132","74","19","65","3","19.0","4.3","1005033"
"1989","Lou Whitaker","DET","32",".251",".361",".462",".822","509","128","77","28","85","6","21.7","5.1","1013846"
"2018","Javier Baez","CHC","25",".290",".326",".554",".881","606","176","101","34","111","21","28.5","5.4","12979"
"1975","Jorge Orta","CHW","24",".304",".363",".450",".813","542","165","64","11","83","16","17.8","2.8","1009853"
"1975","Bobby Grich","BAL","26",".260",".389",".399",".787","524","136","81","13","57","14","23.6","6.9","1005033"
"1999","Jose Offerman","BOS","30",".294",".391",".435",".826","586","172","107","8","69","18","10.0","2.8","205"
"1996","Eric Young","COL","29",".324",".393",".421",".814","568","184","113","8","74","53","0.7","2.8","716"
"2012","Ben Zobrist","TBR","31",".270",".377",".471",".848","560","151","88","20","74","14","24.8","5.7","7435"
"2003","Alfonso Soriano","NYY","27",".290",".338",".525",".863","682","198","114","38","91","35","29.0","5.1","847"
"2001","Craig Biggio","HOU","35",".292",".382",".455",".838","617","180","118","20","70","7","14.6","2.8","549"
"2005","Placido Polanco","- - -","29",".331",".383",".447",".830","501","166","84","9","56","4","16.9","5.4","1176"
"1998","Todd Walker","MIN","25",".316",".372",".473",".845","528","167","85","12","62","19","11.3","0.9","359"
"2007","Kelly Johnson","ATL","25",".276",".375",".457",".831","521","144","91","16","68","9","17.2","3.4","2234"
"1997","Damion Easley","DET","27",".264",".362",".471",".833","527","139","97","22","72","28","13.0","2.4","464"
"2004","Ray Durham","SFG","32",".282",".364",".484",".848","471","133","95","17","65","10","15.8","3.1","230"
"1994","Carlos Baerga","CLE","25",".314",".333",".525",".858","442","139","81","19","80","8","9.7","2.2","175"
"2011","Ian Kinsler","TEX","29",".255",".355",".477",".832","620","158","121","32","77","30","28.1","7.3","6195"
"1993","Carlos Baerga","CLE","24",".321",".355",".486",".840","624","200","105","21","114","15","19.8","4.4","175"
"2007","Dustin Pedroia","BOS","23",".317",".380",".442",".823","520","165","86","8","50","7","12.8","3.7","8370"
"2008","Brian Roberts","BAL","30",".296",".378",".450",".828","611","181","107","9","57","40","22.3","4.8","166"
"1998","Fernando Vina","MIL","29",".311",".386",".427",".813","637","198","101","7","45","22","15.0","3.1","1189"
"2018","Jose Altuve","HOU","28",".316",".386",".451",".837","534","169","84","13","61","17","29.7","4.9","5417"
"1978","Don Money","MIL","31",".293",".361",".440",".801","518","152","88","14","54","3","19.5","4.4","1009052"
"2014","Jose Altuve","HOU","24",".341",".377",".453",".830","660","225","85","7","59","56","33.3","5.2","5417"
"2002","Ray Durham","- - -","30",".289",".374",".450",".825","564","163","114","15","70","26","24.8","3.5","230"
"1980","Paul Molitor","MIL","23",".304",".372",".438",".809","450","137","81","9","37","34","18.9","3.7","1009040"
