"Season","Name","Team","Age","AVG","OBP","SLG","OPS","AB","H","R","HR","RBI","SB","Off","WAR","playerid"
"1992","Paul Molitor","MIL","35",".320",".389",".461",".851","609","195","89","12","89","31","32.9","4.3","1009040"
"2012","Billy Butler","KCR","26",".313",".373",".510",".882","614","192","72","29","107","2","19.9","2.7","7399"
"1980","Joe Charboneau","CLE","25",".289",".358",".488",".846","453","131","76","23","87","2","18.0","2.4","1002156"
"1991","Jack Clark","BOS","35",".249",".374",".466",".840","481","120","75","28","87","0","19.1","2.4","1002288"
"2000","Brad Fullmer","TOR","25",".295",".340",".558",".898","482","142","76","32","104","3","12.8","1.6","13"
"1994","Geronimo Berroa","OAK","29",".306",".379",".485",".864","340","104","55","13","65","7","14.5","2.3","1000900"
"1993","Danny Tartabull","NYY","30",".250",".363",".503",".866","513","128","87","31","102","0","23.2","2.9","1012829"
"1998","Frank Thomas","CHW","30",".265",".381",".480",".861","585","155","109","29","109","7","25.1","3.0","255"
"1985","Mike Young","BAL","25",".273",".348",".513",".861","450","123","72","28","81","1","18.8","3.3","1014386"
"2012","Joe Mauer","MIN","29",".319",".416",".446",".861","545","174","81","10","85","8","27.2","4.6","1857"
"1978","Rico Carty","- - -","38",".282",".348",".502",".850","528","149","70","31","99","1","22.6","2.8","1002025"
"1991","Cecil Fielder","DET","27",".261",".347",".513",".860","624","163","102","44","133","0","26.8","3.8","1004026"
"1992","Mickey Tettleton","DET","31",".238",".379",".469",".848","525","125","82","32","83","0","22.2","5.0","1012939"
"1978","Reggie Jackson","NYY","32",".274",".356",".477",".834","511","140","82","27","97","14","23.5","3.3","1006308"
"1975","Jim Rice","BOS","22",".309",".350",".491",".841","564","174","92","22","102","10","17.8","2.9","1010897"
"2008","Vladimir Guerrero","LAA","33",".303",".365",".521",".886","541","164","85","27","91","5","14.7","1.9","778"
"1996","Geronimo Berroa","OAK","31",".290",".344",".532",".876","586","170","101","36","106","0","15.9","2.8","1000900"
"1974","Oscar Gamble","CLE","24",".291",".363",".469",".833","454","132","74","19","59","5","19.1","2.2","1004473"
"1983","Greg Luzinski","CHW","32",".255",".352",".502",".854","502","128","73","32","95","2","21.2","2.7","1007855"
"2002","Raul Ibanez","KCR","30",".294",".346",".537",".883","497","146","70","24","103","5","13.9","2.3","607"
"1984","Andre Thornton","CLE","34",".271",".366",".484",".850","587","159","91","33","99","6","24.2","3.0","1013037"
"2007","Frank Thomas","TOR","39",".277",".377",".480",".857","531","147","63","26","95","0","13.2","1.8","255"
"2016","Edwin Encarnacion","TOR","33",".263",".357",".529",".886","601","158","99","42","127","2","28.2","4.0","2151"
"1976","Rico Carty","CLE","36",".310",".379",".442",".821","552","171","67","13","83","1","27.0","3.3","1002025"
"2017","Edwin Encarnacion","CLE","34",".258",".377",".504",".881","554","143","96","38","107","2","16.7","2.3","2151"
"2008","Jack Cust","OAK","29",".231",".375",".476",".851","481","111","77","33","77","0","23.4","2.1","1564"
"1996","Paul Molitor","MIN","39",".341",".390",".468",".858","660","225","99","9","113","18","15.3","2.5","1009040"
"1983","Don Baylor","NYY","34",".303",".361",".494",".856","534","162","82","21","85","17","24.8","3.1","1000700"
"1988","Paul Molitor","MIL","31",".312",".384",".452",".836","609","190","115","13","60","41","30.4","5.3","1009040"
"2000","Greg Vaughn","TBD","34",".254",".365",".499",".864","461","117","83","28","74","8","13.2","2.2","1233"
"1977","Leroy Stanton","SEA","31",".275",".341",".511",".852","454","125","56","27","90","0","17.2","2.7","1012420"
"1999","Paul Konerko","CHW","23",".294",".352",".511",".862","513","151","71","24","81","1","13.0","1.9","242"
"1991","Harold Baines","OAK","32",".295",".383",".473",".857","488","144","76","20","90","0","22.8","2.5","1000434"
"1982","Greg Luzinski","CHW","31",".292",".386",".451",".837","583","170","87","18","102","1","22.7","2.9","1007855"
"1981","Ken Singleton","BAL","34",".278",".380",".435",".816","363","101","48","13","49","0","17.8","1.8","1012011"
"2012","Paul Konerko","CHW","36",".298",".371",".486",".857","533","159","66","26","75","0","16.3","2.1","242"
"2008","Jim Thome","CHW","37",".245",".362",".503",".865","503","123","93","34","90","1","10.8","1.7","409"
"1999","Mo Vaughn","ANA","31",".281",".358",".508",".866","524","147","63","33","108","0","12.0","1.9","899"
"1988","Eddie Murray","BAL","32",".284",".361",".474",".836","603","171","75","28","84","5","26.3","3.6","1009386"
"2016","Carlos Santana","CLE","30",".259",".366",".498",".865","582","151","89","34","87","5","23.4","3.3","2396"
"2014","Nelson Cruz","BAL","33",".271",".333",".525",".859","613","166","87","40","108","4","22.9","3.9","2434"
"1986","Larry Parrish","TEX","32",".276",".347",".509",".856","464","128","67","28","94","3","16.4","2.3","1010020"
"1993","Greg Vaughn","MIL","27",".267",".369",".482",".850","569","152","97","30","97","10","19.1","5.0","1233"
"2011","Michael Young","TEX","34",".338",".380",".474",".854","631","213","88","11","106","6","22.3","3.2","1286"
"2014","David Ortiz","BOS","38",".263",".355",".517",".873","518","136","59","35","104","0","15.8","2.2","745"
"2011","Victor Martinez","DET","32",".330",".380",".470",".850","540","178","76","12","103","1","12.3","1.8","393"
"2003","Rafael Palmeiro","TEX","38",".260",".359",".508",".867","561","146","92","38","112","2","14.2","2.7","1266"
"2007","Gary Sheffield","DET","38",".265",".378",".462",".839","494","131","107","25","75","22","21.9","3.0","114"
"1983","Hal McRae","KCR","37",".311",".372",".462",".833","589","183","84","12","82","2","21.0","2.7","1008687"
"2013","Adam Lind","TOR","29",".288",".357",".497",".854","465","134","67","23","67","1","12.7","1.6","8027"
"1988","Jack Clark","NYY","32",".242",".381",".433",".815","496","120","81","27","93","3","21.5","2.8","1002288"
"1985","Reggie Jackson","CAL","39",".252",".360",".487",".847","460","116","64","27","85","1","18.1","1.5","1006308"
"1974","Frank Robinson","- - -","38",".245",".367",".453",".820","477","117","81","22","68","5","25.1","3.0","1011066"
"1982","Richie Zisk","SEA","33",".292",".354",".477",".831","503","147","61","21","62","2","15.6","2.0","1014455"
"1992","Chili Davis","MIN","32",".288",".386",".439",".825","444","128","63","12","66","4","14.7","1.7","1003041"
"1989","Danny Tartabull","KCR","26",".268",".369",".440",".809","441","118","54","18","62","4","17.8","2.2","1012829"
"1984","Don Baylor","NYY","35",".262",".341",".489",".830","493","129","84","27","89","1","19.5","2.5","1000700"
"1998","Mike Stanley","- - -","35",".256",".364",".481",".845","497","127","74","29","79","3","13.2","1.9","1012416"
"1983","Ken Singleton","BAL","36",".276",".393",".436",".829","507","140","52","18","84","0","19.9","2.5","1012011"
"1997","Geronimo Berroa","- - -","32",".283",".369",".467",".836","561","159","88","26","90","4","15.8","0.8","1000900"
"2018","Khris Davis","OAK","30",".247",".326",".549",".874","576","142","98","48","123","0","23.6","2.7","9112"
"2005","Mike Sweeney","KCR","31",".300",".347",".517",".864","470","141","63","21","83","3","12.6","1.7","634"
"1990","Alvin Davis","SEA","29",".283",".387",".429",".816","494","140","63","17","68","0","16.9","2.7","1003033"
"2003","Tim Salmon","ANA","34",".275",".374",".464",".838","528","145","78","19","72","3","19.0","2.3","32"
"1996","Bobby Bonilla","BAL","33",".287",".363",".491",".853","595","171","107","28","116","1","10.1","1.0","1001168"
"2013","Carlos Santana","CLE","27",".268",".377",".455",".832","541","145","75","20","74","3","21.6","2.3","2396"
"2015","Kendrys Morales","KCR","32",".290",".362",".485",".847","569","165","81","22","106","0","14.7","2.1","8610"
"2010","Vladimir Guerrero","TEX","35",".300",".345",".496",".841","593","178","83","29","115","4","2.3","1.1","778"
"1996","Carlos Delgado","TOR","24",".270",".353",".490",".843","488","132","68","25","92","0","8.2","1.6","1297"
"1983","Andre Thornton","CLE","33",".281",".383",".439",".822","508","143","78","17","77","4","17.1","2.1","1013037"
"1980","Hal McRae","KCR","34",".297",".342",".483",".825","489","145","73","14","83","10","15.0","2.1","1008687"
"2002","Ray Durham","- - -","30",".289",".374",".450",".825","564","163","114","15","70","26","24.8","3.5","230"
"2020","Michael Brantley","HOU","33",".300",".364",".476",".840","170","51","24","5","22","2","6.5","1.3","4106"
"1979","Lamar Johnson","CHW","28",".309",".363",".449",".812","479","148","60","12","74","8","13.9","2.1","1006481"
"2007","Travis Hafner","CLE","30",".266",".385",".451",".837","545","145","80","24","100","1","15.0","2.2","1573"
"1998","David Justice","CLE","32",".280",".363",".476",".839","540","151","94","21","88","9","10.8","1.7","923"
"2002","Frank Thomas","CHW","34",".252",".361",".472",".834","523","132","77","28","92","3","8.3","1.4","255"
"1988","Brian Downing","CAL","37",".242",".362",".442",".805","484","117","80","25","64","3","17.9","2.5","1003451"
"2015","Jose Abreu","CHW","28",".290",".347",".502",".850","613","178","88","30","101","0","22.9","3.3","15676"
"2015","Alex Rodriguez","NYY","39",".250",".356",".486",".842","523","131","83","33","86","4","20.2","2.7","1274"
"2018","Nelson Cruz","SEA","37",".256",".342",".509",".850","519","133","70","37","97","1","18.4","2.5","2434"
"1994","Harold Baines","BAL","35",".294",".356",".485",".840","326","96","44","16","54","0","6.0","0.8","1000434"
"1997","Harold Baines","- - -","38",".301",".375",".458",".832","452","136","55","16","67","0","11.2","1.6","1000434"
"2015","Prince Fielder","TEX","31",".305",".378",".463",".841","613","187","78","23","98","0","15.1","2.0","4613"
"1987","Harold Baines","CHW","28",".293",".352",".479",".831","505","148","59","20","93","0","13.1","1.7","1000434"
"1976","Jim Rice","BOS","23",".282",".315",".482",".797","581","164","75","25","85","8","14.1","2.4","1010897"
"2019","Luke Voit","NYY","28",".263",".378",".464",".842","429","113","72","21","62","0","12.7","1.7","14811"
"1977","Ron Fairly","TOR","38",".279",".362",".465",".827","458","128","60","19","64","0","10.7","2.0","1003907"
"2018","Giancarlo Stanton","NYY","28",".266",".343",".509",".852","617","164","102","38","100","5","23.8","4.3","4949"
"1997","Reggie Jefferson","BOS","28",".319",".358",".470",".828","489","156","74","13","67","1","7.6","1.1","1006381"
"1994","Danny Tartabull","NYY","31",".256",".360",".464",".823","399","102","68","19","67","1","8.0","0.7","1012829"
"2016","Carlos Beltran","- - -","39",".295",".337",".513",".850","552","163","73","29","93","1","12.8","2.4","589"
"2002","Scott Hatteberg","OAK","32",".280",".375",".433",".808","492","138","58","15","61","0","16.0","3.2","916"
"2016","Mark Trumbo","BAL","30",".256",".316",".533",".850","613","157","94","47","108","2","18.7","2.2","6876"
"2010","Hideki Matsui","LAA","36",".274",".361",".459",".820","482","132","55","21","84","0","11.8","1.5","1659"
"2002","Shannon Stewart","TOR","28",".303",".371",".442",".813","577","175","103","10","45","14","15.7","3.2","1322"
"1984","Dave Kingman","OAK","35",".268",".321",".505",".826","549","147","68","35","118","2","18.8","2.4","1006939"
"2000","Mark Quinn","KCR","26",".294",".342",".488",".830","500","147","76","20","78","5","1.1","1.5","621"
"1996","Cecil Fielder","- - -","32",".252",".350",".484",".834","591","149","85","39","117","2","5.8","1.5","1004026"
"1978","Don Baylor","CAL","29",".255",".332",".472",".804","591","151","103","34","99","22","21.2","2.2","1000700"
"2009","Luke Scott","BAL","31",".258",".340",".488",".828","449","116","61","25","77","0","8.2","1.3","3469"
"2018","Shin-Soo Choo","TEX","35",".264",".377",".434",".810","560","148","83","21","62","6","13.6","2.3","3174"
"1986","Darrell Evans","DET","39",".241",".356",".442",".798","507","122","78","29","85","3","14.8","3.8","1003864"
"1996","Mickey Tettleton","TEX","35",".246",".366",".450",".816","491","121","78","24","83","2","1.3","0.8","1012939"
"1982","Carl Yastrzemski","BOS","42",".275",".358",".431",".789","459","126","53","16","72","0","7.9","1.5","1014326"
"1999","Chili Davis","NYY","39",".269",".366",".445",".812","476","128","59","19","78","4","7.0","1.1","1003041"
"1998","Jose Canseco","TOR","33",".237",".318",".518",".836","583","138","98","46","107","29","6.9","1.3","1001918"
"1995","Cecil Fielder","DET","31",".243",".346",".472",".818","494","120","70","31","82","0","5.7","0.7","1004026"
"1992","Albert Belle","CLE","25",".260",".320",".477",".797","585","152","81","34","112","8","15.9","2.0","1000802"
"1993","Julio Franco","TEX","34",".289",".360",".438",".798","532","154","85","14","84","9","12.6","1.7","87"
"1984","Larry Parrish","TEX","30",".285",".336",".465",".801","613","175","72","22","101","2","14.0","2.1","1010020"
"2019","Shin-Soo Choo","TEX","36",".265",".371",".455",".826","563","149","93","24","61","15","13.8","1.7","3174"
