"Season","Name","Team","Age","AVG","OBP","SLG","OPS","AB","H","R","HR","RBI","SB","Off","WAR","playerid"
"2004","Alex Cintron","ARI","25",".262",".301",".363",".665","564","148","56","4","49","3","-27.3","-1.0","50"
"2014","Adeiny Hechavarria","MIA","25",".276",".308",".356",".664","536","148","53","1","34","7","-11.8","0.4","10459"
"1990","Ozzie Guillen","CHW","26",".279",".312",".341",".653","516","144","61","1","58","13","-18.2","2.1","1005125"
"1988","Walt Weiss","OAK","24",".250",".312",".321",".633","452","113","44","3","39","4","-9.9","2.8","1013748"
"1987","Alfredo Griffin","OAK","29",".263",".306",".348",".654","494","130","69","3","60","26","-15.6","1.1","1005036"
"1971","Chris Speier","SFG","21",".235",".307",".323",".630","601","141","74","8","46","4","-16.6","2.3","1012316"
"2015","Andrelton Simmons","ATL","25",".265",".321",".338",".660","535","142","60","4","44","5","-12.3","3.1","10847"
"1980","Frank Taveras","NYM","30",".279",".308",".327",".635","562","157","65","0","25","32","-13.9","-0.5","1012852"
"1974","Dave Chalk","CAL","23",".252",".304",".316",".620","465","117","44","5","31","10","-9.3","0.8","1002114"
"1981","U L Washington","KCR","27",".227",".310",".307",".616","339","77","40","2","29","10","-9.8","1.2","1013659"
"2011","Ian Desmond","WSN","25",".253",".298",".358",".656","584","148","65","8","49","25","-12.3","1.0","6885"
"1984","Craig Reynolds","HOU","31",".260",".286",".364",".651","527","137","61","6","60","7","-9.2","2.2","1010867"
"1976","Chris Speier","SFG","26",".226",".311",".297",".608","495","112","51","3","40","2","-15.7","0.4","1012316"
"1973","Bert Campaneris","OAK","31",".250",".308",".318",".626","601","150","89","4","46","34","-9.5","4.3","1001868"
"2020","Jorge Polanco","MIN","26",".258",".304",".354",".658","209","54","22","4","19","4","-6.3","0.8","13152"
"1997","Greg Gagne","LAD","35",".251",".298",".354",".652","514","129","49","9","57","2","-19.1","0.2","1004427"
"2013","Zack Cozart","CIN","27",".254",".284",".381",".665","567","144","74","12","63","0","-14.4","1.5","2616"
"1983","Ivan DeJesus","PHI","30",".254",".323",".336",".659","497","126","60","4","45","11","-14.8","0.7","1003150"
"2017","Tim Anderson","CHW","24",".257",".276",".402",".679","587","151","72","17","56","15","-12.2","0.1","15172"
"1978","Rick Burleson","BOS","27",".248",".295",".339",".633","626","155","75","5","49","8","-24.4","1.7","1001696"
"2015","Starlin Castro","CHC","25",".265",".296",".375",".671","547","145","52","11","69","5","-16.4","0.6","4579"
"2000","Rey Sanchez","KCR","32",".273",".314",".322",".637","509","139","68","1","38","7","-32.0","1.7","213"
"1978","Ozzie Smith","SDP","23",".258",".311",".312",".623","590","152","69","1","46","40","-8.3","2.7","1012186"
"2003","Jack Wilson","PIT","25",".256",".303",".353",".656","558","143","58","9","62","5","-22.1","1.1","1017"
"2004","Alex Gonzalez","FLA","27",".232",".270",".419",".689","561","130","67","23","79","3","-23.8","1.0","520"
"2008","Bobby Crosby","OAK","28",".237",".296",".349",".645","556","132","66","7","61","7","-17.1","1.3","1818"
"2002","Deivi Cruz","SDP","29",".263",".294",".366",".660","514","135","49","7","47","2","-23.3","-0.5","1025"
"1983","Johnnie LeMaster","SFG","29",".240",".317",".307",".624","534","128","81","6","30","39","-14.5","0.5","1007513"
"1977","Bill Almon","SDP","24",".261",".303",".336",".639","613","160","75","2","43","20","-17.0","0.9","1000174"
"1985","Ozzie Guillen","CHW","21",".273",".291",".358",".650","491","134","71","1","33","7","-17.5","1.6","1005125"
"2004","Craig Counsell","MIL","33",".241",".330",".315",".645","473","114","59","2","23","17","-19.8","1.3","52"
"1995","Royce Clayton","SFG","25",".244",".298",".342",".640","509","124","56","5","58","24","-19.0","2.4","226"
"1977","Frank Taveras","PIT","27",".252",".306",".331",".637","544","137","72","1","29","70","-13.9","2.0","1012852"
"2005","Jack Wilson","PIT","27",".257",".299",".363",".662","587","151","60","8","52","7","-23.3","1.9","1017"
"1987","Ozzie Guillen","CHW","23",".279",".303",".354",".656","560","156","64","2","51","25","-20.4","3.6","1005125"
"2012","Mike Aviles","BOS","31",".250",".282",".381",".663","512","128","57","13","60","14","-13.2","1.5","5986"
"2001","Tony Womack","ARI","31",".266",".307",".345",".652","481","128","66","3","30","28","-20.8","1.0","78"
"2005","Adam Everett","HOU","28",".248",".290",".364",".654","549","136","58","11","54","21","-17.6","2.2","1430"
"1983","Alfredo Griffin","TOR","25",".250",".289",".348",".637","528","132","62","4","47","8","-22.7","-0.1","1005036"
"1979","Larry Bowa","PHI","33",".241",".316",".313",".629","540","130","74","0","31","20","-20.7","1.3","1001243"
"1989","Alvaro Espinoza","NYY","27",".282",".301",".332",".633","503","142","51","0","41","3","-14.3","1.2","1003828"
"2010","Erick Aybar","LAA","26",".253",".306",".330",".636","534","135","69","5","29","22","-12.7","1.2","4082"
"2007","Julio Lugo","BOS","31",".237",".294",".349",".643","570","135","71","8","73","33","-23.6","0.4","565"
"1979","Frank Taveras","- - -","29",".262",".298",".335",".633","680","178","93","1","34","44","-20.1","0.3","1012852"
"1973","Don Kessinger","CHC","30",".262",".327",".310",".637","577","151","52","0","43","6","-24.9","0.5","1006877"
"1973","Roger Metzger","HOU","25",".250",".299",".322",".622","580","145","67","1","35","10","-16.5","0.8","1008812"
"1988","Dick Schofield","CAL","25",".239",".303",".317",".620","527","126","61","6","34","20","-12.7","2.4","1011602"
"1993","Omar Vizquel","SEA","26",".255",".319",".298",".618","560","143","68","2","31","12","-27.1","1.7","411"
"1979","Rodney Scott","MON","25",".238",".319",".294",".613","562","134","69","3","42","39","-16.2","0.8","1011693"
"1974","Roger Metzger","HOU","26",".253",".297",".320",".617","572","145","66","0","30","9","-17.2","0.7","1008812"
"2002","Jack Wilson","PIT","24",".252",".306",".332",".638","527","133","77","4","47","5","-16.7","0.4","1017"
"1996","Mike Bordick","OAK","30",".240",".307",".318",".625","525","126","46","5","54","5","-30.7","-0.3","129"
"1984","Dave Concepcion","CIN","36",".245",".307",".320",".628","531","130","46","4","58","22","-16.3","-0.9","1002494"
"1978","Dave Chalk","CAL","27",".253",".318",".285",".603","470","119","42","1","34","5","-14.6","0.4","1002114"
"2016","Freddy Galvis","PHI","26",".241",".274",".399",".673","584","141","61","20","67","17","-19.3","2.3","6609"
"2012","Yunel Escobar","TOR","29",".253",".300",".344",".644","558","141","58","9","51","5","-20.0","1.3","4191"
"1994","Jose Vizcaino","NYM","26",".256",".310",".324",".635","410","105","47","3","33","1","-22.6","-1.2","577"
"1969","Don Money","PHI","22",".229",".296",".327",".622","450","103","41","6","42","1","-15.4","1.8","1009052"
"1983","U L Washington","KCR","29",".236",".298",".320",".618","547","129","76","5","41","40","-14.4","0.7","1013659"
"2015","Freddy Galvis","PHI","25",".263",".302",".343",".645","559","147","63","7","50","10","-12.2","1.6","6609"
"1998","Alex Gonzalez","TOR","25",".239",".281",".361",".642","568","136","70","13","51","21","-27.3","0.3","281"
"2016","Jose Iglesias","DET","26",".255",".306",".336",".643","467","119","57","4","32","7","-14.5","2.2","10231"
"2015","Jimmy Rollins","LAD","36",".224",".285",".358",".643","517","116","71","13","41","12","-15.2","0.4","971"
"1985","Mariano Duncan","LAD","22",".244",".293",".340",".633","562","137","74","6","39","38","-9.8","1.2","1003554"
"1974","Mark Belanger","BAL","30",".225",".298",".300",".598","493","111","54","5","36","17","-11.9","3.8","1000786"
"1980","Tim Foli","PIT","29",".265",".296",".327",".623","495","131","61","3","38","11","-18.8","1.4","1004202"
"1974","Ed Brinkman","DET","32",".221",".266",".347",".613","502","111","55","14","54","2","-17.3","1.7","1001438"
"1990","Garry Templeton","SDP","34",".248",".280",".362",".642","505","125","45","9","59","1","-19.8","0.6","1012909"
"1980","Alfredo Griffin","TOR","22",".254",".283",".349",".632","653","166","63","2","41","18","-33.2","-0.3","1005036"
"2012","Alexei Ramirez","CHW","30",".265",".287",".364",".651","593","157","59","9","73","20","-17.6","2.0","5133"
"1976","Bucky Dent","CHW","24",".246",".300",".302",".603","562","138","44","2","52","3","-17.3","0.3","1003212"
"1991","Alvaro Espinoza","NYY","29",".256",".282",".344",".626","480","123","51","5","33","4","-16.5","1.3","1003828"
"2009","Edgar Renteria","SFG","32",".250",".307",".328",".635","460","115","50","5","48","7","-22.9","-0.1","1178"
"1993","Felix Fermin","CLE","29",".263",".303",".317",".619","480","126","48","2","45","4","-21.3","-1.8","1003991"
"2018","Miguel Rojas","MIA","29",".252",".297",".346",".643","488","123","44","11","53","6","-18.8","1.0","7802"
"1999","Rey Ordonez","NYM","28",".258",".319",".317",".636","520","134","49","1","60","8","-30.7","3.0","889"
"1989","Kevin Elster","NYM","24",".231",".283",".360",".643","458","106","52","10","55","4","-11.3","2.2","1003758"
"1979","Craig Reynolds","HOU","26",".265",".292",".333",".625","555","147","63","0","39","12","-16.3","2.1","1010867"
"2011","Alex Gonzalez","ATL","34",".241",".270",".372",".642","564","136","59","15","56","2","-19.9","0.5","520"
"1991","Dickie Thon","PHI","33",".252",".283",".351",".634","539","136","44","9","44","11","-16.7","0.7","1013033"
"2003","Jose Hernandez","- - -","33",".225",".287",".347",".634","519","117","58","13","57","2","-31.8","-1.5","688"
"2019","Brandon Crawford","SFG","32",".228",".304",".350",".654","500","114","58","11","59","3","-21.0","0.3","5343"
"1982","Ivan DeJesus","PHI","29",".239",".309",".313",".623","536","128","53","3","59","14","-17.7","1.0","1003150"
"1984","Rafael Ramirez","ATL","26",".266",".295",".327",".621","591","157","51","2","48","14","-26.3","0.3","1010673"
"2011","Yuniesky Betancourt","MIL","29",".252",".271",".381",".652","556","140","51","13","68","4","-19.2","-0.2","8585"
"1996","Gary DiSarcina","CAL","28",".256",".286",".347",".633","536","137","62","5","48","2","-32.7","0.5","1003322"
"1975","Freddie Patek","KCR","30",".228",".291",".308",".599","483","110","58","5","45","32","-15.4","1.0","1010052"
"2015","Erick Aybar","LAA","31",".270",".301",".338",".639","597","161","74","3","44","15","-13.3","0.9","4082"
"1969","Bert Campaneris","OAK","27",".260",".302",".305",".608","547","142","71","2","25","62","-7.6","2.9","1001868"
"2007","Tony Pena","KCR","26",".267",".284",".356",".640","509","136","58","2","47","5","-27.1","1.3","2240"
"2013","Starlin Castro","CHC","23",".245",".284",".347",".631","666","163","59","10","44","9","-24.6","0.0","4579"
"1972","Larry Bowa","PHI","26",".250",".291",".320",".611","579","145","67","1","31","17","-19.4","1.6","1001243"
"2011","Alcides Escobar","KCR","24",".254",".290",".343",".633","548","139","69","4","46","26","-18.5","1.9","6310"
"1989","Garry Templeton","SDP","33",".255",".286",".354",".639","506","129","43","6","40","1","-14.7","1.0","1012909"
"2003","Deivi Cruz","BAL","30",".250",".269",".378",".647","548","137","61","14","65","1","-23.7","0.7","1025"
"1994","Gary DiSarcina","CAL","26",".260",".294",".329",".623","389","101","53","3","33","3","-24.7","1.0","1003322"
"1973","Ed Brinkman","DET","31",".237",".284",".324",".609","515","122","55","7","40","0","-20.9","0.1","1001438"
"2011","Jason Bartlett","SDP","31",".245",".308",".307",".615","554","136","61","2","40","23","-14.1","1.2","8219"
"2015","Alexei Ramirez","CHW","33",".249",".285",".357",".642","583","145","54","10","62","17","-23.5","0.1","5133"
"1972","Derrel Thomas","SDP","21",".230",".290",".310",".600","500","115","48","5","36","9","-14.8","-0.6","1012971"
"2001","Rey Sanchez","- - -","33",".281",".300",".336",".637","544","153","56","0","37","11","-27.4","2.6","213"
"2014","Derek Jeter","NYY","40",".256",".304",".313",".617","581","149","47","4","50","10","-16.9","0.2","826"
"1971","Bert Campaneris","OAK","29",".251",".287",".323",".611","569","143","80","5","47","34","-10.4","2.8","1001868"
"1980","Larry Bowa","PHI","34",".267",".300",".322",".622","540","144","57","2","39","21","-17.9","0.4","1001243"
"1998","Desi Relaford","PHI","24",".245",".293",".338",".631","494","121","45","5","41","9","-26.7","-0.6","1096"
"1994","Royce Clayton","SFG","24",".236",".295",".327",".623","385","91","38","3","30","23","-15.6","2.2","226"
"1991","Ozzie Guillen","CHW","27",".273",".284",".340",".624","524","143","52","3","49","21","-20.1","1.5","1005125"
"1969","Larry Brown","CLE","29",".239",".304",".294",".598","469","112","48","4","24","5","-19.7","-0.7","1001536"
"1986","Spike Owen","- - -","25",".231",".300",".309",".608","528","122","67","1","45","4","-26.0","-0.4","1009924"
"1973","Bill Russell","LAD","24",".265",".301",".337",".638","615","163","55","4","56","15","-19.5","2.3","1011311"
"2006","Adam Everett","HOU","29",".239",".290",".352",".642","514","123","52","6","59","9","-27.7","2.2","1430"
"1980","Ozzie Smith","SDP","25",".230",".313",".276",".589","609","140","67","0","35","57","-13.1","4.0","1012186"
"1972","Bert Campaneris","OAK","30",".240",".278",".325",".603","625","150","85","8","32","52","-4.9","4.1","1001868"
"2016","Alcides Escobar","KCR","29",".261",".292",".350",".642","637","166","57","7","55","17","-26.5","0.5","6310"
"1996","Ozzie Guillen","CHW","32",".263",".273",".367",".640","499","131","62","4","45","6","-30.1","-1.7","1005125"
"1969","Freddie Patek","PIT","24",".239",".318",".296",".614","460","110","48","5","32","15","-16.7","-0.1","1010052"
"1985","Alfredo Griffin","OAK","27",".270",".290",".332",".622","614","166","75","2","64","24","-18.9","0.7","1005036"
"1982","Garry Templeton","SDP","26",".247",".279",".352",".631","563","139","76","6","64","27","-17.2","1.6","1012909"
"2002","Juan Uribe","COL","23",".240",".286",".341",".627","566","136","69","6","49","9","-40.4","-1.6","454"
"1990","Eric Yelding","HOU","25",".254",".305",".297",".602","511","130","69","1","28","64","-15.6","0.7","1014335"
"2003","Royce Clayton","MIL","33",".228",".301",".333",".634","483","110","49","11","39","5","-31.6","-0.8","226"
"2007","Omar Vizquel","SFG","40",".246",".305",".316",".621","513","126","54","4","51","14","-28.7","2.0","411"
"1988","Andres Thomas","ATL","24",".252",".268",".360",".628","606","153","54","13","68","7","-20.2","-1.2","1012962"
"2017","Dansby Swanson","ATL","23",".232",".312",".324",".636","488","113","59","6","51","3","-24.0","-0.2","18314"
"1988","Jose Uribe","SFG","29",".252",".301",".318",".620","493","124","47","3","35","14","-13.9","1.0","1013300"
"1976","Robin Yount","MIL","20",".252",".292",".301",".593","638","161","59","2","54","16","-21.5","1.1","1014396"
"1988","Shawon Dunston","CHC","25",".249",".271",".357",".627","575","143","69","9","56","30","-18.1","0.3","1401"
"1982","Larry Bowa","CHC","36",".246",".302",".305",".606","499","123","50","0","29","8","-21.2","-1.1","1001243"
"1989","Rafael Ramirez","HOU","31",".246",".283",".324",".607","537","132","46","6","54","3","-14.5","-0.5","1010673"
"1975","Larvell Blanks","ATL","25",".234",".292",".293",".585","471","110","49","3","38","4","-25.5","-1.6","1001051"
"1988","Ozzie Guillen","CHW","24",".261",".294",".314",".608","566","148","58","0","39","25","-22.1","2.8","1005125"
"1982","Todd Cruz","SEA","26",".230",".246",".376",".622","492","113","44","16","57","2","-26.6","0.1","1002844"
"2009","Yuniesky Betancourt","- - -","27",".245",".274",".351",".625","470","115","40","6","49","3","-31.3","-2.4","8585"
"2014","Andrelton Simmons","ATL","24",".244",".286",".331",".617","540","132","44","7","46","4","-22.0","1.7","10847"
"1972","Bud Harrelson","NYM","28",".215",".313",".266",".578","418","90","54","1","24","12","-14.5","0.2","1005387"
"2017","Jose Peraza","CIN","23",".259",".297",".324",".622","487","126","50","5","37","23","-23.2","-0.3","13593"
"1981","Chris Speier","MON","31",".225",".310",".290",".600","307","69","33","2","25","1","-12.9","0.3","1012316"
"1971","Roger Metzger","HOU","23",".235",".294",".299",".593","562","132","64","0","26","15","-19.0","0.6","1008812"
"1975","Frank Duffy","CLE","28",".243",".283",".303",".586","482","117","44","1","47","10","-21.7","2.2","1003532"
"1984","Garry Templeton","SDP","28",".258",".312",".320",".633","493","127","40","2","35","8","-17.0","0.9","1012909"
"1995","Benji Gil","TEX","22",".219",".266",".347",".613","415","91","36","9","46","2","-29.0","0.6","14"
"1971","Luis Aparicio","BOS","37",".232",".284",".303",".587","491","114","56","4","45","6","-22.8","-0.8","1000278"
"1979","Pepe Frias","ATL","30",".259",".290",".320",".610","475","123","41","1","44","3","-26.6","-1.0","1004346"
"1986","Rafael Ramirez","ATL","28",".240",".273",".335",".608","496","119","57","8","33","19","-24.4","-0.3","1010673"
"2014","Jean Segura","MIL","24",".246",".289",".326",".614","513","126","61","5","31","20","-18.9","0.1","5933"
"1989","Alfredo Griffin","LAD","31",".247",".287",".308",".596","506","125","49","0","29","10","-16.5","0.8","1005036"
"1976","Dave Chalk","CAL","25",".217",".308",".253",".561","438","95","39","0","33","0","-14.0","1.3","1002114"
"1974","Frank Duffy","CLE","27",".233",".272",".310",".582","549","128","62","8","48","7","-23.3","1.7","1003532"
"2015","Alcides Escobar","KCR","28",".257",".293",".320",".614","612","157","76","3","47","17","-21.1","1.5","6310"
"1971","Larry Bowa","PHI","25",".249",".293",".292",".586","650","162","74","0","25","28","-25.4","2.3","1001243"
"1997","Ozzie Guillen","CHW","33",".245",".275",".337",".612","490","120","59","4","52","5","-27.8","-2.0","1005125"
"2010","Alcides Escobar","MIL","23",".235",".288",".326",".614","506","119","57","4","41","10","-21.2","0.4","6310"
"1997","Mike Bordick","BAL","31",".236",".283",".318",".601","509","120","55","7","46","0","-31.0","1.1","129"
"1976","Larry Bowa","PHI","30",".248",".283",".301",".584","624","155","71","0","49","30","-25.0","1.2","1001243"
"1981","Johnnie LeMaster","SFG","27",".253",".306",".287",".593","324","82","27","0","28","3","-14.1","-0.1","1007513"
"1981","Tim Foli","PIT","30",".247",".285",".297",".582","316","78","32","0","20","7","-15.5","-0.6","1004202"
"1992","Gary DiSarcina","CAL","24",".247",".283",".301",".584","518","128","48","3","42","9","-24.2","1.1","1003322"
"1986","Steve Jeltz","PHI","27",".219",".320",".262",".581","439","96","44","0","36","6","-23.0","0.3","1006387"
"2019","Orlando Arcia","MIL","24",".223",".283",".350",".633","494","110","51","15","59","8","-26.8","-0.4","13185"
"2017","Alcides Escobar","KCR","30",".250",".272",".357",".629","599","150","71","6","54","4","-26.6","0.1","6310"
"1985","Rafael Ramirez","ATL","27",".248",".272",".333",".604","568","141","54","5","58","2","-29.2","-0.5","1010673"
"1988","Rafael Santana","NYY","30",".240",".289",".294",".583","480","115","50","4","38","1","-21.5","-0.6","1011441"
"2015","Jean Segura","MIL","25",".257",".281",".336",".616","560","144","57","6","50","25","-21.8","0.1","5933"
"1973","Mark Belanger","BAL","29",".226",".302",".262",".564","470","106","60","0","27","13","-20.1","3.3","1000786"
"1970","Bobby Wine","MON","31",".232",".287",".303",".590","501","116","40","3","51","0","-29.9","-0.1","1014124"
"2001","Rey Ordonez","NYM","30",".247",".299",".336",".635","461","114","31","3","44","3","-26.8","0.0","889"
"1975","Mark Belanger","BAL","31",".226",".286",".276",".562","442","100","44","3","27","16","-17.2","4.3","1000786"
"1985","Bob Meacham","NYY","24",".218",".302",".266",".568","481","105","70","1","47","25","-22.4","0.1","1008701"
"1975","Tim Foli","MON","24",".238",".284",".294",".578","572","136","64","1","29","13","-30.5","0.5","1004202"
"1970","Roberto Pena","- - -","33",".241",".283",".306",".589","474","114","40","3","45","4","-24.7","-0.4","1010152"
"1985","Jose Uribe","SFG","26",".237",".285",".315",".601","476","113","46","3","26","8","-18.3","0.5","1013300"
"2020","Jonathan Villar","- - -","29",".232",".301",".292",".593","185","43","13","2","15","16","-8.2","-0.3","10071"
"1981","Rafael Ramirez","ATL","23",".218",".276",".303",".579","307","67","30","2","20","7","-15.0","0.2","1010673"
"1989","Felix Fermin","CLE","25",".238",".302",".260",".562","484","115","50","0","21","6","-24.5","1.3","1003991"
"1997","Gary DiSarcina","ANA","29",".246",".271",".326",".597","549","135","52","4","47","7","-36.8","-0.1","1003322"
"1983","Dave Concepcion","CIN","35",".233",".303",".280",".583","528","123","54","1","47","14","-29.3","0.6","1002494"
"1971","Gene Michael","NYY","33",".224",".299",".276",".576","456","102","36","3","35","3","-18.8","1.0","1008837"
"1970","Mark Belanger","BAL","26",".218",".303",".259",".562","459","100","53","1","36","13","-22.1","1.1","1000786"
"1975","Roger Metzger","HOU","27",".227",".289",".296",".584","450","102","54","2","26","4","-21.8","1.2","1008812"
"1986","Jose Uribe","SFG","27",".223",".315",".280",".596","453","101","46","3","43","22","-21.0","1.9","1013300"
"2003","Ramon Santiago","DET","23",".225",".292",".284",".576","444","100","41","2","29","10","-23.3","-1.3","1417"
"2016","Alexei Ramirez","- - -","34",".241",".277",".333",".610","478","115","38","6","48","8","-25.9","-1.6","5133"
"1974","Enzo Hernandez","SDP","25",".232",".285",".277",".562","512","119","55","0","34","37","-19.3","-0.4","1005700"
"1995","Kevin Stocker","PHI","25",".218",".304",".274",".578","412","90","42","1","32","6","-28.0","-1.4","1012549"
"1989","Ozzie Guillen","CHW","25",".253",".270",".318",".588","597","151","63","1","54","36","-26.7","1.7","1005125"
"2006","Ronny Cedeno","CHC","23",".245",".271",".339",".610","534","131","51","6","41","8","-39.9","-1.8","2179"
"1985","Rafael Santana","NYM","27",".257",".295",".302",".597","529","136","41","1","29","1","-22.6","-0.1","1011441"
"1970","Larry Bowa","PHI","24",".250",".277",".303",".580","547","137","50","0","34","24","-31.9","-0.9","1001243"
"2020","Erik Gonzalez","PIT","28",".227",".255",".359",".614","181","41","14","3","20","2","-9.3","0.1","13369"
"1982","Alfredo Griffin","TOR","24",".241",".269",".314",".583","539","130","57","1","48","10","-32.9","-0.8","1005036"
"1971","Ed Brinkman","DET","29",".228",".293",".275",".568","527","120","40","1","37","1","-27.7","0.5","1001438"
"1981","Ozzie Smith","SDP","26",".222",".294",".256",".549","450","100","53","0","21","22","-19.3","0.7","1012186"
"1999","Mike Caruso","CHW","22",".250",".280",".297",".577","529","132","60","2","35","12","-44.9","-2.7","595"
"2018","Alcides Escobar","KCR","31",".231",".279",".313",".593","485","112","54","4","34","8","-23.6","-0.3","6310"
"1982","Tim Foli","CAL","31",".252",".273",".308",".581","480","121","46","3","56","2","-27.5","0.5","1004202"
"1969","Jackie Hernandez","KCR","28",".222",".278",".282",".560","504","112","54","4","40","17","-25.2","-0.9","1005703"
"1971","Enzo Hernandez","SDP","22",".222",".295",".250",".545","549","122","58","0","12","21","-22.3","-0.2","1005700"
"2003","Cesar Izturis","LAD","23",".251",".282",".315",".597","558","140","47","1","40","10","-32.3","-0.2","656"
"1972","Tim Foli","MON","21",".241",".280",".281",".561","540","130","45","2","35","11","-27.2","0.8","1004202"
"1984","Curtis Wilkerson","TEX","23",".248",".282",".279",".561","484","120","47","1","26","12","-27.7","-1.1","1013951"
"1986","Garry Templeton","SDP","30",".247",".296",".308",".603","510","126","42","2","44","10","-26.2","-0.7","1012909"
"1972","Freddie Patek","KCR","27",".212",".280",".276",".556","518","110","59","0","32","33","-15.8","2.7","1010052"
"1972","Roger Metzger","HOU","24",".222",".288",".259",".547","641","142","84","2","38","23","-28.0","-0.3","1008812"
"1976","Roger Metzger","HOU","28",".210",".286",".270",".556","481","101","37","0","29","1","-22.7","0.8","1008812"
"2006","Angel Berroa","KCR","28",".234",".259",".333",".592","474","111","45","9","54","3","-35.6","-1.5","591"
"1996","Rey Ordonez","NYM","25",".257",".289",".303",".592","502","129","51","1","30","1","-33.6","0.2","889"
"2006","Clint Barmes","COL","27",".220",".264",".335",".598","478","105","57","7","56","5","-39.4","-0.7","1830"
"1982","Glenn Hoffman","BOS","23",".209",".262",".311",".573","469","98","53","7","49","0","-32.5","-1.2","1005905"
"1986","Ozzie Guillen","CHW","22",".250",".265",".311",".576","547","137","58","2","47","8","-34.5","1.3","1005125"
"2016","Adeiny Hechavarria","MIA","27",".236",".283",".311",".594","508","120","52","3","38","1","-25.6","0.4","10459"
"2020","Javier Baez","CHC","27",".203",".238",".360",".599","222","45","27","8","24","3","-13.3","0.0","12979"
"1972","Leo Cardenas","CAL","33",".223",".272",".283",".555","551","123","25","6","42","1","-18.3","1.2","1001938"
"1973","Mike Tyson","STL","23",".243",".279",".299",".577","469","114","48","1","33","2","-28.1","-0.9","1013258"
"2014","Zack Cozart","CIN","28",".221",".268",".300",".568","506","112","48","4","38","7","-23.8","1.3","2616"
"1998","Rey Ordonez","NYM","27",".246",".278",".299",".577","505","124","46","1","42","3","-36.5","-1.5","889"
"1978","Doug Flynn","NYM","27",".237",".277",".289",".567","532","126","37","0","36","3","-28.4","-1.3","1004182"
"1974","Craig Robinson","ATL","25",".230",".280",".265",".545","452","104","52","0","29","11","-29.1","-0.4","1011058"
"1972","Rick Auerbach","MIL","22",".218",".277",".269",".546","554","121","50","2","30","24","-20.9","0.1","1000362"
"1987","Garry Templeton","SDP","31",".222",".281",".296",".577","510","113","42","5","48","14","-33.7","0.7","1012909"
"1972","Marty Perez","ATL","25",".228",".276",".265",".541","479","109","33","1","28","0","-29.6","-2.0","1010182"
"2013","Adeiny Hechavarria","MIA","24",".227",".267",".298",".565","543","123","30","3","42","11","-34.0","-1.3","10459"
"1979","Tom Veryzer","CLE","26",".220",".279",".254",".533","449","99","41","0","34","2","-33.5","-0.4","1013418"
"2010","Cesar Izturis","BAL","30",".230",".277",".268",".545","473","109","42","1","28","11","-32.8","-0.3","656"
"2002","Neifi Perez","KCR","29",".236",".260",".303",".564","554","131","65","3","37","8","-43.6","-2.9","620"
"2013","Alcides Escobar","KCR","26",".234",".259",".300",".559","607","142","57","4","52","22","-28.8","1.0","6310"
"1972","Ed Brinkman","DET","30",".203",".259",".279",".538","516","105","42","6","49","0","-27.2","0.4","1001438"
"1981","Ivan DeJesus","CHC","28",".194",".276",".233",".509","403","78","49","0","13","21","-27.7","-1.3","1003150"
"1981","Alfredo Griffin","TOR","23",".209",".243",".289",".531","388","81","30","0","21","8","-27.8","-1.7","1005036"
"1989","Andres Thomas","ATL","25",".213",".228",".316",".544","554","118","41","13","57","3","-35.8","-1.2","1012962"
"1979","Ozzie Smith","SDP","24",".211",".260",".262",".522","587","124","77","0","27","28","-37.4","0.7","1012186"
"1969","Hal Lanier","SFG","26",".228",".263",".251",".514","495","113","37","0","35","0","-34.9","0.7","1007324"
"1973","Tim Johnson","MIL","23",".213",".259",".243",".502","465","99","39","0","32","6","-34.3","-1.7","1006506"
