"Season","Name","Team","Age","AVG","OBP","SLG","OPS","AB","H","R","HR","RBI","SB","Off","WAR","playerid"
"2002","Todd Zeile","COL","36",".273",".353",".425",".778","506","138","61","18","87","1","-12.6","-0.3","457"
"2019","Eduardo Escobar","ARI","30",".269",".320",".511",".831","636","171","94","35","118","5","10.5","3.6","6153"
"1994","Charlie Hayes","COL","29",".288",".348",".433",".780","423","122","46","10","50","3","-7.9","0.9","1005525"
"1999","Troy Glaus","ANA","22",".240",".331",".450",".781","551","132","85","29","79","5","-2.7","2.4","15"
"2018","Jurickson Profar","TEX","25",".254",".335",".458",".793","524","133","82","20","77","10","8.8","2.8","10815"
"2017","Nicholas Castellanos","DET","25",".272",".320",".490",".811","614","167","73","26","101","4","7.2","1.5","11737"
"1977","Butch Hobson","BOS","25",".265",".300",".489",".789","593","157","77","30","112","5","0.7","1.5","1005872"
"1974","Dan Driessen","CIN","22",".281",".347",".400",".747","470","132","63","7","56","10","7.3","2.0","1003501"
"1979","Buddy Bell","TEX","27",".299",".327",".451",".778","670","200","89","18","101","5","6.4","6.7","1000799"
"1974","Doug Rader","HOU","29",".257",".334",".415",".749","533","137","61","17","78","7","9.6","3.6","1010638"
"1993","Jeff King","PIT","28",".295",".356",".406",".762","611","180","82","9","98","8","3.8","3.5","1006931"
"2007","Ryan Zimmerman","WSN","22",".266",".330",".458",".788","653","174","99","24","91","4","4.3","4.5","4220"
"2005","Joe Randa","- - -","35",".276",".335",".452",".787","555","153","71","17","68","0","7.3","2.0","623"
"1997","Matt Williams","CLE","31",".263",".307",".488",".795","596","157","86","32","105","12","1.2","4.1","77"
"1973","Don Money","MIL","26",".284",".347",".401",".748","556","158","75","11","61","22","11.1","2.7","1009052"
"1971","Brooks Robinson","BAL","34",".272",".341",".413",".754","589","160","67","20","92","0","9.8","5.8","1011055"
"2005","Eric Chavez","OAK","27",".269",".329",".466",".794","625","168","92","27","101","6","15.0","5.2","906"
"1969","Bill Melton","CHW","23",".255",".326",".433",".759","556","142","67","23","87","1","5.6","1.9","1008754"
"1977","Doug DeCinces","BAL","26",".259",".339",".433",".772","522","135","63","19","69","8","10.0","4.2","1003123"
"1985","Paul Molitor","MIL","28",".297",".356",".408",".764","576","171","93","10","48","21","9.3","3.5","1009040"
"2006","Eric Chavez","OAK","28",".241",".351",".435",".786","485","117","74","22","72","3","0.7","3.4","906"
"1983","Tim Wallach","MON","25",".269",".335",".434",".769","581","156","54","19","70","0","9.5","2.8","1013554"
"2014","Lonnie Chisenhall","CLE","25",".280",".343",".427",".770","478","134","62","13","59","3","10.6","1.6","7571"
"2002","Shea Hillenbrand","BOS","26",".293",".330",".459",".789","634","186","94","18","83","4","4.1","2.2","196"
"1994","Scott Cooper","BOS","26",".282",".333",".453",".786","369","104","49","13","53","0","-3.8","2.0","1002600"
"1975","Graig Nettles","NYY","30",".267",".322",".430",".753","581","155","71","21","91","1","8.1","4.6","1009517"
"2007","Casey Blake","CLE","33",".270",".339",".437",".776","588","159","81","18","78","4","6.8","2.9","719"
"2007","Kevin Kouzmanoff","SDP","25",".275",".329",".457",".786","484","133","57","18","74","1","5.9","2.2","5995"
"1970","Brooks Robinson","BAL","33",".276",".335",".429",".764","608","168","84","18","94","1","8.1","3.9","1011055"
"1981","Dave Stapleton","BOS","27",".285",".325",".423",".747","355","101","45","10","42","0","3.0","1.4","1012423"
"2020","J.D. Davis","NYM","27",".247",".371",".389",".761","190","47","26","6","19","0","2.1","0.5","16219"
"2000","Joe Randa","KCR","30",".304",".343",".438",".781","612","186","88","15","106","6","-9.3","2.1","623"
"2011","Ryan Roberts","ARI","30",".249",".341",".427",".768","482","120","86","19","65","18","7.5","3.6","5653"
"1979","Carney Lansford","CAL","22",".287",".329",".436",".764","654","188","114","19","79","20","7.6","3.4","1007331"
"2005","Garrett Atkins","COL","25",".287",".347",".426",".773","519","149","62","13","89","0","-7.3","1.9","1790"
"2006","Adrian Beltre","SEA","27",".268",".328",".465",".792","620","166","88","25","89","11","3.7","4.6","639"
"1987","Terry Pendleton","STL","26",".286",".360",".412",".772","583","167","82","12","96","19","3.8","2.7","1010157"
"2014","Matt Carpenter","STL","28",".272",".375",".375",".750","595","162","99","8","59","5","13.2","3.4","8090"
"2008","Garrett Atkins","COL","28",".286",".328",".452",".780","611","175","86","21","99","1","-4.4","0.1","1790"
"1998","Robin Ventura","CHW","30",".263",".349",".436",".785","590","155","84","21","91","1","1.2","5.8","854"
"2001","Mike Lowell","FLA","27",".283",".340",".448",".789","551","156","65","18","100","1","4.2","3.3","527"
"1995","Terry Pendleton","FLA","34",".290",".339",".439",".778","513","149","70","14","78","1","1.1","2.3","1010157"
"1974","Ron Cey","LAD","26",".262",".349",".397",".746","577","151","88","18","97","1","9.8","5.0","1002108"
"2008","Mark Reynolds","ARI","24",".239",".320",".458",".779","539","129","87","28","97","11","1.0","1.2","7619"
"1971","Bob Bailey","MON","28",".251",".359",".382",".741","545","137","65","14","83","13","7.6","3.0","1000420"
"2017","Asdrubal Cabrera","NYM","31",".280",".351",".434",".785","479","134","66","14","59","3","-0.9","1.4","4962"
"1969","Deron Johnson","PHI","30",".255",".333",".419",".752","475","121","51","17","80","4","6.3","0.9","1006444"
"2020","Kyle Seager","SEA","32",".241",".355",".433",".788","203","49","35","9","40","5","7.2","1.5","9785"
"1999","Adrian Beltre","LAD","20",".275",".352",".428",".780","538","148","84","15","67","18","0.8","3.4","639"
"1982","Roy Smalley","- - -","29",".255",".345",".413",".758","499","127","57","20","67","0","6.4","2.9","1012078"
"1989","Tim Wallach","MON","31",".277",".341",".419",".760","573","159","76","13","77","3","9.2","4.0","1013554"
"1993","Wade Boggs","NYY","35",".302",".378",".363",".740","560","169","83","2","59","0","4.3","3.3","1001124"
"1986","Mike Pagliarulo","NYY","26",".238",".316",".464",".780","504","120","71","28","71","4","6.6","2.9","1009959"
"2004","Ryan Freel","CIN","28",".277",".375",".368",".743","505","140","74","3","28","37","4.1","2.6","1207"
"2002","Jose Valentin","CHW","32",".249",".311",".479",".790","474","118","70","25","75","3","2.1","3.5","256"
"2003","Aaron Boone","- - -","30",".267",".327",".453",".780","592","158","92","24","96","23","4.3","2.1","311"
"2015","Adrian Beltre","TEX","36",".287",".334",".453",".788","567","163","83","18","83","1","10.6","4.3","639"
"2004","Chone Figgins","ANA","26",".296",".350",".419",".770","577","171","83","5","60","34","9.1","3.5","1580"
"2003","Aramis Ramirez","- - -","25",".272",".324",".465",".788","607","165","75","27","106","2","-3.2","2.1","1002"
"2013","Kyle Seager","SEA","25",".260",".338",".426",".764","615","160","79","22","69","9","15.5","4.2","9785"
"2020","Rafael Devers","BOS","23",".263",".310",".483",".793","232","61","32","11","43","0","3.7","0.5","17350"
"2001","Robin Ventura","NYM","33",".237",".359",".419",".778","456","108","70","21","61","2","1.9","2.7","854"
"1970","Graig Nettles","CLE","25",".235",".336",".404",".741","549","129","81","26","62","3","2.6","4.8","1009517"
"1989","Kevin Seitzer","KCR","27",".281",".387",".337",".723","597","168","78","4","48","17","8.5","2.3","1011730"
"1984","Ron Cey","CHC","36",".240",".324",".442",".766","505","121","71","25","97","3","2.9","1.6","1002108"
"1977","Phil Garner","PIT","28",".260",".325",".441",".766","585","152","99","17","77","32","5.5","3.5","1004541"
"1999","Aaron Boone","CIN","26",".280",".330",".445",".775","472","132","56","14","72","17","-5.2","2.4","311"
"2003","Wes Helms","MIL","27",".261",".330",".450",".780","476","124","56","23","67","0","0.5","0.9","94"
"1988","Steve Buechele","TEX","26",".250",".342",".404",".746","503","126","68","16","58","2","4.5","3.7","1001630"
"2010","Michael Young","TEX","33",".284",".330",".444",".774","656","186","99","21","91","4","1.6","2.5","1286"
"1978","Eric Soderholm","CHW","29",".258",".318",".431",".749","457","118","57","20","67","2","4.7","2.6","1012260"
"1983","Toby Harrah","CLE","34",".266",".363",".365",".728","526","140","81","9","53","16","3.7","2.4","1005384"
"1970","Bob Oliver","KCR","27",".260",".309",".451",".760","612","159","83","27","99","3","4.5","1.8","1009774"
"1970","Doug Rader","HOU","25",".252",".322",".436",".758","576","145","90","25","87","3","1.9","3.5","1010638"
"1993","Dave Magadan","- - -","30",".273",".378",".356",".734","455","124","49","5","50","2","1.8","2.0","1007961"
"2016","Martin Prado","MIA","32",".305",".359",".417",".775","600","183","70","8","75","2","8.0","3.8","3312"
"1991","Travis Fryman","DET","22",".259",".309",".447",".756","557","144","65","21","91","12","4.6","3.4","385"
"2008","Adrian Beltre","SEA","29",".266",".327",".457",".784","556","148","74","25","77","8","5.0","3.9","639"
"1984","Doug DeCinces","CAL","33",".269",".327",".431",".758","547","147","77","20","82","4","6.4","2.6","1003123"
"1998","Jose Hernandez","CHC","28",".254",".311",".471",".782","488","124","76","23","75","4","-1.9","2.2","688"
"1995","Travis Fryman","DET","26",".275",".347",".409",".756","567","156","79","15","81","4","-3.4","3.5","385"
"2012","Pedro Alvarez","PIT","25",".244",".317",".467",".784","525","128","64","30","85","1","9.9","2.5","2495"
"1985","Bill Madlock","- - -","34",".275",".345",".402",".747","513","141","69","12","56","10","8.1","2.2","1007957"
"2019","Manny Machado","SDP","26",".256",".334",".462",".796","587","150","81","32","85","5","5.5","3.1","11493"
"1979","Dan Meyer","SEA","26",".278",".317",".459",".776","525","146","72","20","74","11","0.3","0.9","1008824"
"1979","Richie Hebner","NYM","31",".268",".354",".393",".747","473","127","54","10","79","3","5.9","2.2","1005571"
"1974","Bill Melton","CHW","28",".242",".326",".404",".730","495","120","63","21","63","3","5.1","2.0","1008754"
"2009","Adam Kennedy","OAK","33",".289",".348",".410",".758","529","153","65","11","63","20","3.2","1.5","19"
"1991","Carlos Baerga","CLE","22",".288",".346",".398",".744","593","171","80","11","69","3","5.0","2.7","175"
"2002","Joe Randa","KCR","32",".282",".341",".426",".768","549","155","63","11","80","2","-4.5","2.1","623"
"2017","Todd Frazier","- - -","31",".213",".344",".428",".772","474","101","74","27","76","4","4.7","3.2","785"
"2015","Kyle Seager","SEA","27",".266",".328",".451",".779","623","166","85","26","74","6","9.1","3.8","9785"
"2012","Chris Johnson","- - -","27",".281",".326",".451",".777","488","137","48","15","76","5","0.9","1.4","1191"
"2019","Jose Ramirez","CLE","26",".255",".327",".479",".806","482","123","68","23","83","24","10.4","3.4","13510"
"1986","Carney Lansford","OAK","29",".284",".332",".421",".753","591","168","80","19","72","16","8.4","3.0","1007331"
"1988","Kevin Mitchell","SFG","26",".251",".319",".442",".760","505","127","60","19","80","5","10.6","2.6","1009004"
"2004","Pedro Feliz","SFG","29",".276",".305",".485",".790","503","139","72","22","84","5","-2.0","1.7","1112"
"1986","Ken Oberkfell","ATL","30",".270",".373",".360",".733","503","136","62","5","48","7","1.0","2.9","1009677"
"1981","Graig Nettles","NYY","36",".244",".333",".398",".731","349","85","46","15","46","0","5.5","2.3","1009517"
"1986","Bob Brenly","SFG","32",".246",".350",".403",".752","472","116","60","16","62","10","7.7","2.8","1001386"
"2014","Aramis Ramirez","MIL","36",".285",".330",".427",".757","494","141","47","15","66","3","-0.5","1.7","1002"
"1990","Tony Phillips","DET","31",".251",".364",".351",".715","573","144","97","8","55","19","6.2","4.4","1010300"
"1986","Jim Presley","SEA","24",".265",".303",".463",".766","616","163","83","27","107","0","-0.7","2.1","1010523"
"1987","Gary Gaetti","MIN","28",".257",".303",".485",".788","584","150","95","31","109","10","-2.8","2.4","1004422"
"1979","Darrell Evans","SFG","32",".253",".356",".391",".748","562","142","68","17","70","6","4.6","2.5","1003864"
"1984","Hubie Brooks","NYM","27",".283",".341",".417",".758","561","159","61","16","73","6","7.7","2.5","1001472"
"2018","Brian Anderson","MIA","25",".273",".357",".400",".757","590","161","87","11","65","2","10.2","3.4","18289"
"1996","Travis Fryman","DET","27",".268",".329",".437",".766","616","165","90","22","100","4","-9.8","2.1","385"
"2020","Jean Segura","PHI","30",".266",".347",".422",".769","192","51","28","7","25","2","0.9","1.0","5933"
"2004","Edgardo Alfonzo","SFG","30",".289",".350",".407",".757","519","150","66","11","77","1","-2.1","1.4","859"
"2002","David Bell","SFG","29",".261",".333",".429",".762","552","144","82","20","73","1","2.6","3.1","1108"
"1969","Joe Foy","KCR","26",".262",".354",".370",".724","519","136","72","11","71","37","5.5","1.6","1004286"
"2007","Melvin Mora","BAL","35",".274",".341",".418",".759","467","128","67","14","58","9","-4.4","2.2","157"
"2000","Robin Ventura","NYM","32",".232",".338",".439",".777","469","109","61","24","84","3","-5.1","1.9","854"
"2007","Jose Bautista","PIT","26",".254",".339",".414",".753","532","135","75","15","63","6","-7.1","0.7","1887"
"1975","Bill Melton","CHW","29",".240",".347",".359",".706","512","123","62","15","70","5","2.2","1.5","1008754"
"1978","Phil Garner","PIT","29",".261",".345",".400",".745","528","138","66","10","66","27","3.4","2.6","1004541"
"2017","Josh Harrison","PIT","29",".272",".339",".432",".771","486","132","66","16","47","12","4.8","2.6","8202"
"1982","Ron Cey","LAD","34",".254",".323",".428",".751","556","141","62","24","79","3","8.2","3.6","1002108"
"2003","Eric Hinske","TOR","25",".243",".329",".437",".765","449","109","74","12","63","12","4.8","1.4","1305"
"1976","Jorge Orta","CHW","25",".274",".316",".410",".726","636","174","74","14","72","24","9.0","1.8","1009853"
"2020","Eugenio Suarez","CIN","28",".202",".312",".470",".781","198","40","29","15","38","2","1.7","1.1","12552"
"1980","Roy Howell","TOR","26",".269",".335",".413",".748","528","142","51","10","57","0","-1.1","2.1","1006104"
"2003","Sean Burroughs","SDP","22",".286",".352",".402",".755","517","148","62","7","58","7","2.9","2.7","1021"
"1983","Paul Molitor","MIL","26",".270",".333",".410",".743","608","164","95","15","47","41","11.4","4.4","1009040"
"2003","Shea Hillenbrand","- - -","27",".280",".314",".468",".782","515","144","60","20","97","1","-5.9","-0.1","196"
"1997","Travis Fryman","DET","28",".274",".326",".440",".766","595","163","90","22","102","16","-2.4","3.1","385"
"2015","Matt Duffy","SFG","24",".295",".334",".428",".762","573","169","77","12","77","12","13.8","4.4","13836"
"2019","Asdrubal Cabrera","- - -","33",".260",".342",".441",".783","447","116","69","18","91","4","-5.3","1.9","4962"
"2013","Pablo Sandoval","SFG","26",".278",".341",".417",".758","525","146","52","14","79","0","4.9","2.0","5409"
"2014","Trevor Plouffe","MIN","28",".258",".328",".423",".751","520","134","69","14","80","2","6.2","3.4","7462"
"1995","Charlie Hayes","PHI","30",".276",".340",".406",".746","529","146","58","11","85","5","-1.6","2.3","1005525"
"1998","Shane Andrews","MON","26",".238",".314",".455",".769","492","117","48","25","69","1","-4.1","1.9","1588"
"1987","Mike Pagliarulo","NYY","27",".234",".305",".479",".784","522","122","76","32","87","1","-0.7","2.0","1009959"
"2003","Scott Spiezio","ANA","30",".265",".326",".453",".779","521","138","69","16","83","6","1.6","1.5","37"
"1981","Luis Salazar","SDP","25",".303",".329",".403",".732","400","121","37","3","38","11","4.7","1.1","1011378"
"1985","Brook Jacoby","CLE","25",".274",".324",".426",".749","606","166","72","20","87","2","0.3","1.6","1006318"
"2006","Brandon Inge","DET","29",".253",".313",".463",".776","542","137","83","27","83","7","-1.4","4.2","470"
"1993","Scott Cooper","BOS","25",".279",".355",".397",".752","526","147","67","9","63","5","-2.7","2.9","1002600"
"2005","Chone Figgins","LAA","27",".290",".352",".397",".749","642","186","113","8","57","62","11.9","2.7","1580"
"1979","Steve Ontiveros","CHC","27",".285",".362",".370",".732","519","148","58","4","57","0","-4.4","0.9","1009825"
"1973","Graig Nettles","NYY","28",".234",".334",".386",".720","552","129","65","22","81","0","6.5","5.3","1009517"
"1998","Matt Williams","ARI","32",".267",".327",".439",".766","510","136","72","20","71","5","-2.9","2.3","77"
"1992","Dean Palmer","TEX","23",".229",".311",".420",".731","541","124","74","26","72","10","4.6","1.3","482"
"1994","Dean Palmer","TEX","25",".246",".302",".465",".767","342","84","50","19","59","3","-5.7","-0.4","482"
"1983","Buddy Bell","TEX","31",".277",".332",".411",".743","618","171","75","14","66","3","2.0","4.2","1000799"
"1988","Howard Johnson","NYM","27",".230",".343",".422",".765","495","114","85","24","68","23","13.2","2.9","1006462"
"1989","Jeff Blauser","ATL","23",".270",".325",".410",".735","456","123","63","12","46","5","2.6","0.9","1001062"
"2012","Jordan Pacheco","COL","26",".309",".341",".421",".762","475","147","51","5","54","7","-7.3","-0.2","2677"
"1974","Brooks Robinson","BAL","37",".288",".353",".374",".728","553","159","46","7","59","2","8.6","5.0","1011055"
"1988","Jack Howell","CAL","26",".254",".323",".422",".745","500","127","59","16","63","2","2.9","1.3","1006099"
"1987","Keith Moreland","CHC","33",".266",".309",".465",".775","563","150","63","27","88","3","-6.1","1.3","1009161"
"1976","Doug Rader","SDP","31",".257",".335",".378",".712","471","121","45","9","55","3","4.9","3.4","1010638"
"2014","Conor Gillaspie","CHW","26",".282",".336",".416",".752","464","131","50","7","57","0","4.7","1.7","9009"
"2013","Pedro Alvarez","PIT","26",".233",".296",".473",".770","558","130","70","36","100","2","8.1","2.8","2495"
"1985","Tim Wallach","MON","27",".260",".310",".450",".759","569","148","70","22","81","9","5.2","5.1","1013554"
"1972","Doug Rader","HOU","27",".237",".309",".425",".734","553","131","70","22","90","5","5.5","3.6","1010638"
"1993","Chris Sabo","CIN","31",".259",".315",".440",".755","552","143","86","21","82","6","-2.0","1.4","1011357"
"2013","Chase Headley","SDP","29",".250",".347",".400",".747","520","130","59","13","50","8","5.9","3.4","4720"
"1977","Enos Cabell","HOU","27",".282",".313",".438",".751","625","176","101","16","68","42","5.6","2.5","1001804"
"1978","Toby Harrah","TEX","29",".229",".349",".360",".709","450","103","56","12","59","31","6.1","3.6","1005384"
"2001","Jay Bell","ARI","35",".248",".349",".400",".749","428","106","59","13","46","0","-5.2","0.9","48"
"2010","Mark Reynolds","ARI","26",".198",".320",".433",".753","499","99","79","32","85","7","-4.5","1.6","7619"
"1990","Howard Johnson","NYM","29",".244",".319",".434",".753","590","144","89","23","90","34","8.4","3.0","1006462"
"2020","Maikel Franco","KCR","27",".278",".321",".457",".778","223","62","23","8","38","1","1.1","1.3","12179"
"1972","Graig Nettles","CLE","27",".253",".325",".395",".720","557","141","65","17","70","2","6.3","4.0","1009517"
"2019","Vladimir Guerrero Jr.","TOR","20",".272",".339",".433",".772","464","126","52","15","69","0","-3.4","0.4","19611"
"2017","Chase Headley","NYY","33",".273",".352",".406",".758","512","140","77","12","61","9","4.6","2.0","4720"
"1989","Craig Worthington","BAL","24",".247",".334",".384",".718","497","123","57","15","70","1","4.0","1.5","1014261"
"1997","Ron Coomer","MIN","30",".298",".324",".438",".761","523","156","63","13","85","4","-6.1","1.3","816"
"2018","Mike Moustakas","- - -","29",".251",".315",".459",".774","573","144","66","28","95","4","1.9","2.4","4892"
"1982","Ray Knight","HOU","29",".294",".344",".402",".746","609","179","72","6","70","2","8.8","2.6","1007043"
"2004","Joe Randa","KCR","34",".287",".343",".408",".751","485","139","65","8","56","0","-5.3","3.3","623"
"2003","Vinny Castilla","ATL","35",".277",".310",".461",".771","542","150","65","22","76","1","-6.8","1.9","84"
"1995","Ed Sprague","TOR","27",".244",".333",".407",".740","521","127","77","18","74","0","-6.0","0.9","1012356"
"2013","Martin Prado","ARI","29",".282",".333",".417",".750","609","172","70","14","82","3","-6.1","1.2","3312"
"1992","Gregg Jefferies","KCR","24",".285",".329",".404",".733","604","172","66","10","75","19","1.1","2.1","1006379"
"1981","Ken Oberkfell","STL","25",".293",".353",".372",".725","376","110","43","2","45","13","2.5","2.4","1009677"
"2012","Hanley Ramirez","- - -","28",".257",".322",".437",".759","604","155","79","24","92","21","6.1","2.9","8001"
"2001","Vinny Castilla","- - -","33",".260",".308",".467",".775","538","140","69","25","91","1","-6.5","2.2","84"
"2009","Mark DeRosa","- - -","34",".250",".319",".433",".752","515","129","78","23","78","3","0.2","1.8","1392"
"2012","Kevin Youkilis","- - -","33",".235",".336",".409",".745","438","103","72","19","60","0","-1.5","1.8","1935"
"2011","Alberto Callaspo","LAA","28",".288",".366",".375",".740","475","137","54","6","46","8","5.8","3.6","3336"
"1992","Todd Zeile","STL","26",".257",".352",".364",".717","439","113","51","7","48","7","1.8","1.9","457"
"1971","Tommy Harper","MIL","30",".258",".333",".385",".717","585","151","79","14","52","25","7.9","1.2","1005383"
"1977","Sal Bando","MIL","33",".250",".336",".395",".731","580","145","65","17","82","4","1.3","3.2","1000505"
"2017","Manny Machado","BAL","24",".259",".310",".471",".782","630","163","81","33","95","9","-3.6","2.4","11493"
"1973","Ron Cey","LAD","25",".245",".338",".385",".723","507","124","60","15","80","1","4.5","4.4","1002108"
"1993","Mike Lansing","MON","25",".287",".352",".369",".721","491","141","64","3","45","23","1.3","2.7","1007334"
"1980","Bill Madlock","PIT","29",".277",".341",".399",".739","494","137","62","10","53","16","-0.4","1.2","1007957"
"1997","Dean Palmer","- - -","28",".256",".310",".445",".754","542","139","70","23","86","2","-8.1","1.7","482"
"2004","Chad Tracy","ARI","24",".285",".343",".407",".750","481","137","45","8","53","2","-9.6","1.6","1888"
"1990","Kevin Seitzer","KCR","28",".275",".346",".370",".716","622","171","91","6","38","7","2.2","2.8","1011730"
"2005","Brandon Inge","DET","28",".261",".330",".419",".749","616","161","75","16","72","7","1.0","3.2","470"
"1975","Larry Parrish","MON","21",".274",".314",".410",".724","532","146","50","10","65","4","-4.1","1.6","1010020"
"2016","Yunel Escobar","LAA","33",".304",".355",".391",".745","517","157","68","5","39","0","-0.9","1.7","4191"
"2015","Evan Longoria","TBR","29",".270",".328",".435",".764","604","163","74","21","73","3","7.9","3.8","9368"
"1998","Fernando Tatis","- - -","23",".276",".329",".415",".744","532","147","69","11","58","13","-6.4","0.8","798"
"2017","Kyle Seager","SEA","29",".249",".323",".450",".773","578","144","72","27","88","2","4.3","3.5","9785"
"1978","Buddy Bell","CLE","26",".282",".328",".392",".720","556","157","71","6","62","1","0.9","3.7","1000799"
"2017","David Freese","PIT","34",".263",".368",".371",".739","426","112","44","10","52","0","-4.2","1.8","9549"
"2002","Tony Batista","BAL","28",".244",".309",".457",".766","615","150","90","31","87","5","-0.3","0.9","124"
"1973","Buddy Bell","CLE","21",".268",".325",".393",".718","631","169","86","14","59","7","-3.9","3.6","1000799"
"2016","Todd Frazier","CHW","30",".225",".302",".464",".767","590","133","89","40","98","15","4.6","2.8","785"
"2002","Aaron Boone","CIN","29",".241",".314",".439",".753","606","146","83","26","87","32","0.4","2.8","311"
"2005","Hank Blalock","TEX","24",".263",".318",".431",".749","647","170","80","25","92","1","-9.7","0.2","1419"
"1975","Sal Bando","OAK","31",".230",".337",".356",".693","562","129","64","15","78","7","6.0","3.8","1000505"
"1974","Ron Hunt","- - -","33",".263",".372",".298",".670","426","112","67","0","26","2","-3.7","1.7","1006212"
"1988","Chris Sabo","CIN","26",".271",".314",".414",".728","538","146","74","11","44","46","7.8","4.8","1011357"
"2013","Manny Machado","BAL","20",".283",".314",".432",".746","667","189","88","14","71","6","0.3","5.0","11493"
"1980","Len Randle","CHC","31",".276",".343",".370",".713","489","135","67","5","39","19","-4.1","0.8","1010693"
"1974","Graig Nettles","NYY","29",".246",".316",".403",".718","566","139","74","22","75","1","4.6","4.4","1009517"
"2015","Daniel Murphy","NYM","30",".281",".322",".449",".770","499","140","56","14","73","2","5.2","2.2","4316"
"1980","Tom Brookens","DET","26",".275",".315",".418",".734","509","140","64","10","66","13","-4.3","2.1","1001476"
"2015","Yangervis Solarte","SDP","27",".270",".320",".428",".748","526","142","63","14","63","1","1.2","1.8","5352"
"1978","Enos Cabell","HOU","28",".295",".321",".398",".720","660","195","92","7","71","33","8.0","2.4","1001804"
"2004","Ty Wigginton","- - -","26",".261",".324",".433",".757","494","129","63","17","66","7","-4.7","0.8","1491"
"1972","Ken McMullen","CAL","30",".269",".335",".369",".704","472","127","36","9","34","1","9.3","3.5","1008650"
"2014","Martin Prado","- - -","30",".282",".321",".412",".733","536","151","62","12","58","3","-1.0","1.5","3312"
"1975","Dave Chalk","CAL","24",".273",".353",".345",".698","513","140","59","3","56","6","1.5","3.5","1002114"
"2009","Andy LaRoche","PIT","25",".258",".330",".401",".731","524","135","64","12","64","3","-5.2","2.2","6444"
"2006","Melvin Mora","BAL","34",".274",".342",".391",".733","624","171","96","16","83","11","-2.6","1.2","157"
"2016","Eduardo Nunez","- - -","29",".288",".325",".432",".758","553","159","73","16","67","40","3.3","2.9","6848"
"1978","Butch Hobson","BOS","26",".250",".312",".408",".720","512","128","65","17","80","1","-3.9","0.5","1005872"
"1994","Scott Leius","MIN","28",".246",".318",".417",".735","350","86","57","14","49","2","-7.8","0.5","1007505"
"1975","Buddy Bell","CLE","23",".271",".332",".376",".708","553","150","66","10","59","6","-0.6","2.5","1000799"
"1997","Cal Ripken","BAL","36",".270",".331",".402",".733","615","166","79","17","84","1","-6.3","1.6","1010978"
"2018","Matt Duffy","TBR","27",".294",".361",".366",".727","503","148","59","4","44","12","1.1","2.5","13836"
"1975","Richie Hebner","PIT","27",".246",".319",".392",".711","472","116","65","15","57","0","-0.8","0.6","1005571"
"2014","Pablo Sandoval","SFG","27",".279",".324",".415",".739","588","164","68","16","73","0","2.5","3.2","5409"
"1969","Coco Laboy","MON","29",".258",".308",".409",".717","562","145","53","18","83","0","-2.0","2.6","1007231"
"1980","Doug DeCinces","BAL","29",".249",".319",".403",".722","489","122","64","16","64","11","-0.1","3.8","1003123"
"2002","Placido Polanco","- - -","26",".288",".330",".403",".733","548","158","75","9","49","5","-2.0","2.9","1176"
"1991","Gregg Jefferies","NYM","23",".272",".336",".374",".711","486","132","59","9","62","26","5.9","1.7","1006379"
"2019","Evan Longoria","SFG","33",".254",".325",".437",".762","453","115","59","20","69","3","-1.3","1.9","9368"
"1979","Graig Nettles","NYY","34",".253",".325",".401",".726","521","132","71","20","73","1","-2.6","2.8","1009517"
"1973","Bob Oliver","CAL","30",".265",".311",".412",".722","544","144","51","18","89","1","3.4","1.6","1009774"
"1998","Russ Davis","SEA","28",".259",".305",".442",".747","502","130","68","20","82","4","-8.3","-0.4","1003076"
"2010","Placido Polanco","PHI","34",".298",".339",".386",".726","554","165","76","6","52","5","-0.6","3.6","1176"
"2006","Nick Punto","MIN","28",".290",".352",".373",".725","459","133","73","1","45","17","-0.9","3.6","1429"
"1972","Rico Petrocelli","BOS","29",".240",".339",".363",".702","521","125","62","15","75","0","2.5","2.4","1010245"
"1973","Doug Rader","HOU","28",".254",".310",".409",".719","574","146","79","21","89","4","0.2","2.1","1010638"
"1983","Gary Gaetti","MIN","24",".245",".309",".414",".724","584","143","81","21","78","7","-4.3","2.7","1004422"
"1969","George Scott","BOS","25",".253",".331",".384",".716","549","139","63","16","52","4","-6.0","1.4","1011682"
"2010","Aramis Ramirez","CHC","32",".241",".294",".452",".745","465","112","61","25","83","0","-9.8","0.0","1002"
"2006","David Bell","- - -","33",".270",".337",".399",".736","504","136","60","10","63","3","-7.3","1.4","1108"
"2013","David Freese","STL","30",".262",".340",".381",".721","462","121","53","9","60","1","-4.1","0.4","9549"
"1998","Cal Ripken","BAL","37",".271",".331",".389",".721","601","163","65","14","61","0","-7.6","1.6","1010978"
"1976","Buddy Bell","CLE","24",".281",".329",".366",".695","604","170","75","7","60","3","1.4","3.6","1000799"
"1994","Steve Buechele","CHC","32",".242",".325",".404",".729","339","82","33","14","52","1","-4.6","-0.2","1001630"
"1972","Sal Bando","OAK","28",".236",".341",".368",".709","535","126","64","15","77","3","9.9","4.6","1000505"
"2010","Casey Blake","LAD","36",".248",".320",".407",".727","509","126","56","17","64","0","2.0","2.9","719"
"2009","Mark Teahen","KCR","27",".271",".325",".408",".734","524","142","69","12","50","8","-9.3","-0.5","4511"
"2015","Trevor Plouffe","MIN","29",".244",".307",".435",".742","573","140","74","22","86","2","-1.3","2.6","7462"
