"Season","Name","Team","Age","AVG","OBP","SLG","OPS","AB","H","R","HR","RBI","SB","Off","WAR","playerid"
"1997","Bobby Bonilla","FLA","34",".297",".378",".468",".846","562","167","77","17","96","6","18.6","2.6","1001168"
"1990","Kelly Gruber","TOR","28",".274",".330",".512",".842","592","162","92","31","118","14","24.5","4.3","1005107"
"1974","Bill Madlock","CHC","23",".313",".374",".442",".815","453","142","65","9","54","11","11.4","2.3","1007957"
"1995","Kevin Seitzer","MIL","33",".311",".395",".421",".815","492","153","56","5","69","2","11.3","2.5","1011730"
"1989","Paul Molitor","MIL","32",".315",".379",".439",".818","615","194","84","11","56","27","24.8","5.1","1009040"
"2011","Evan Longoria","TBR","25",".244",".355",".495",".850","483","118","78","31","99","3","24.6","6.3","9368"
"1987","Howard Johnson","NYM","26",".265",".364",".504",".868","554","147","93","36","99","32","25.8","4.3","1006462"
"2006","Troy Glaus","TOR","29",".252",".355",".513",".868","540","136","105","38","104","3","15.2","3.4","15"
"1983","Bill Madlock","PIT","32",".323",".386",".444",".830","473","153","68","12","68","3","16.5","2.4","1007957"
"1971","Rico Petrocelli","BOS","28",".251",".354",".461",".815","553","139","82","28","89","2","18.5","5.0","1010245"
"1989","Carney Lansford","OAK","32",".336",".398",".405",".803","551","185","81","2","52","37","26.6","4.4","1007331"
"2016","Manny Machado","BAL","23",".294",".343",".533",".876","640","188","105","37","96","0","25.7","6.3","11493"
"2010","David Wright","NYM","27",".283",".354",".503",".856","587","166","87","29","103","19","21.6","3.4","3787"
"2009","David Wright","NYM","26",".307",".390",".447",".837","535","164","88","10","72","27","20.4","3.2","3787"
"2011","Kevin Youkilis","BOS","32",".258",".373",".459",".833","431","111","68","17","80","3","16.3","3.5","1935"
"1988","Bobby Bonilla","PIT","25",".274",".366",".476",".842","584","160","87","24","100","3","27.1","5.1","1001168"
"1978","Sal Bando","MIL","34",".285",".371",".439",".810","540","154","85","17","78","3","21.3","5.6","1000505"
"1970","Bill Melton","CHW","24",".263",".340",".488",".828","514","135","74","33","96","2","14.4","2.5","1008754"
"1993","Gary Sheffield","- - -","24",".294",".361",".476",".837","494","145","67","20","73","17","17.1","0.6","114"
"2012","David Freese","STL","29",".293",".372",".467",".839","501","147","70","20","79","3","14.9","3.7","9549"
"2007","Chone Figgins","LAA","29",".330",".393",".432",".825","442","146","81","3","58","41","24.3","4.0","1580"
"2014","Josh Harrison","PIT","26",".315",".347",".490",".837","520","164","77","13","52","18","26.2","4.8","8202"
"1999","Dean Palmer","DET","30",".263",".339",".518",".857","560","147","92","38","100","3","9.6","1.5","482"
"1971","Paul Schaal","KCR","28",".274",".387",".412",".799","548","150","80","11","63","7","21.1","4.2","1011502"
"2002","Eric Hinske","TOR","24",".279",".365",".481",".845","566","158","99","24","84","13","21.7","4.8","1305"
"1987","Tim Wallach","MON","29",".298",".343",".514",".858","593","177","89","26","123","9","17.6","4.1","1013554"
"2010","Alex Rodriguez","NYY","34",".270",".341",".506",".847","522","141","74","30","125","4","17.6","4.0","1274"
"1977","Steve Ontiveros","CHC","25",".299",".390",".423",".813","546","163","54","10","68","3","10.4","3.2","1009825"
"2003","Eric Chavez","OAK","25",".282",".350",".514",".864","588","166","94","29","101","8","20.4","4.1","906"
"2006","Freddy Sanchez","PIT","28",".344",".378",".473",".851","582","200","85","6","85","3","18.8","4.6","1624"
"1990","Bip Roberts","SDP","26",".309",".375",".433",".809","556","172","104","9","44","46","22.9","5.0","1011023"
"1982","Paul Molitor","MIL","25",".302",".366",".450",".816","666","201","136","19","71","41","32.1","5.6","1009040"
"1976","Graig Nettles","NYY","31",".254",".328",".475",".803","583","148","88","32","93","11","24.9","8.1","1009517"
"1971","Earl Williams","ATL","22",".260",".324",".491",".815","497","129","64","33","87","0","13.6","3.0","1013995"
"2001","Eric Chavez","OAK","23",".288",".338",".540",".878","552","159","91","32","114","8","20.1","5.5","906"
"2004","Aubrey Huff","TBD","27",".297",".360",".493",".853","600","178","92","29","104","5","18.8","4.5","1213"
"1998","Travis Fryman","CLE","29",".287",".340",".504",".845","557","160","74","28","96","10","10.0","2.6","385"
"2019","Yuli Gurriel","HOU","35",".298",".343",".541",".884","564","168","85","31","104","5","22.7","3.3","19198"
"2017","Joey Gallo","TEX","23",".209",".333",".537",".869","449","94","85","41","80","7","17.0","2.7","14128"
"2002","Eric Chavez","OAK","24",".275",".348",".513",".860","585","161","87","34","109","8","22.6","5.7","906"
"1991","Robin Ventura","CHW","23",".284",".367",".442",".810","606","172","92","23","100","2","21.8","5.4","854"
"1981","Bob Horner","ATL","23",".277",".345",".460",".805","300","83","42","15","42","2","8.3","1.8","1006026"
"1970","Don Money","PHI","23",".295",".361",".463",".824","447","132","66","14","66","4","10.0","2.6","1009052"
"1975","George Brett","KCR","22",".308",".353",".456",".809","634","195","84","11","90","13","17.4","5.4","1001400"
"1999","Todd Zeile","TEX","33",".293",".354",".488",".842","588","172","80","24","98","1","7.1","2.5","457"
"1970","George Scott","BOS","26",".296",".355",".467",".821","480","142","50","16","63","4","8.4","2.0","1011682"
"2016","Kyle Seager","SEA","28",".278",".359",".499",".859","597","166","89","30","99","3","25.2","5.2","9785"
"2004","Hank Blalock","TEX","23",".276",".355",".500",".855","624","172","107","32","110","2","11.0","4.1","1419"
"1973","Richie Hebner","PIT","25",".271",".346",".477",".823","509","138","73","25","74","0","17.9","3.3","1005571"
"1991","Tony Phillips","DET","32",".284",".371",".438",".809","564","160","87","17","72","10","18.2","4.8","1010300"
"1999","Joe Randa","KCR","29",".314",".363",".473",".836","628","197","92","16","84","5","6.0","2.4","623"
"1992","Robin Ventura","CHW","24",".282",".375",".431",".806","592","167","85","16","93","2","21.0","6.1","854"
"1992","Terry Pendleton","ATL","31",".311",".345",".473",".818","640","199","98","21","105","5","20.8","5.1","1010157"
"2004","Vinny Castilla","COL","36",".271",".332",".535",".867","583","158","93","35","131","0","1.9","2.5","84"
"2000","Adrian Beltre","LAD","21",".290",".360",".475",".835","510","148","71","20","85","12","13.0","3.9","639"
"1996","Jason Giambi","OAK","25",".291",".355",".481",".836","536","156","84","20","79","0","9.4","1.2","818"
"1990","Chris Sabo","CIN","28",".270",".343",".476",".819","567","153","95","25","71","25","16.5","4.1","1011357"
"1993","Dave Hollins","PHI","27",".273",".372",".442",".814","543","148","104","18","93","2","14.0","3.1","1391"
"1985","Bob Horner","ATL","27",".267",".333",".499",".832","483","129","61","27","89","1","14.3","1.8","1006026"
"2004","Casey Blake","CLE","30",".271",".354",".486",".839","587","159","93","28","88","5","15.2","3.4","719"
"2000","Eric Chavez","OAK","22",".277",".355",".495",".850","501","139","89","26","86","2","9.0","2.0","906"
"1973","Bill Melton","CHW","27",".277",".363",".439",".802","560","155","83","20","87","4","16.9","4.1","1008754"
"2018","Miguel Andujar","NYY","23",".297",".328",".527",".855","573","170","83","27","92","2","22.2","2.8","15878"
"2017","Travis Shaw","MIL","27",".273",".349",".513",".862","538","147","84","31","101","10","13.9","3.5","11982"
"1984","Pedro Guerrero","LAD","28",".303",".358",".462",".819","535","162","85","16","72","9","20.3","2.3","1005120"
"2014","Anthony Rendon","WSN","24",".287",".351",".473",".824","613","176","111","21","83","17","29.8","6.4","12861"
"2001","Corey Koskie","MIN","28",".276",".362",".488",".850","562","155","100","26","103","27","17.9","5.8","738"
"1969","Richie Hebner","PIT","21",".301",".380",".420",".801","459","138","72","8","47","4","16.2","3.5","1005571"
"2004","Chipper Jones","ATL","32",".248",".362",".485",".847","472","117","69","30","96","2","12.9","3.3","97"
"2013","Evan Longoria","TBR","27",".269",".343",".498",".842","614","165","91","32","88","1","22.6","5.5","9368"
"1995","Gary Gaetti","KCR","36",".261",".329",".518",".846","514","134","76","35","96","3","7.5","3.3","1004422"
"1997","Todd Zeile","LAD","31",".268",".365",".459",".824","575","154","89","31","90","8","17.4","2.5","457"
"2009","Scott Rolen","- - -","34",".305",".368",".455",".823","475","145","76","11","67","5","16.3","4.1","970"
"2019","Hunter Dozier","KCR","27",".279",".348",".522",".870","523","146","75","26","84","2","15.4","2.9","15117"
"1981","Doug DeCinces","BAL","30",".263",".341",".454",".795","346","91","49","13","55","0","12.0","2.7","1003123"
"1988","Kevin Seitzer","KCR","26",".304",".388",".406",".794","559","170","90","5","60","10","17.2","4.2","1011730"
"1977","Pete Rose","CIN","36",".311",".377",".432",".809","655","204","95","9","64","16","18.4","3.6","1011217"
"1979","Ray Knight","CIN","26",".318",".360",".454",".814","551","175","64","10","79","4","15.0","3.5","1007043"
"1998","Dean Palmer","KCR","29",".278",".333",".510",".844","572","159","84","34","119","8","9.8","1.9","482"
"1977","Graig Nettles","NYY","32",".255",".333",".496",".829","589","150","99","37","107","2","18.3","5.4","1009517"
"2009","Martin Prado","ATL","25",".307",".358",".464",".822","450","138","64","11","49","1","8.1","2.5","3312"
"1996","B.J. Surhoff","BAL","31",".292",".352",".482",".834","537","157","74","21","82","0","6.1","3.0","117"
"2005","Bill Hall","MIL","25",".291",".342",".495",".837","501","146","69","17","62","18","13.3","3.4","1605"
"1978","Graig Nettles","NYY","33",".276",".343",".460",".803","587","162","81","27","93","1","19.7","6.0","1009517"
"1982","Buddy Bell","TEX","30",".296",".376",".426",".803","537","159","62","13","67","5","16.1","5.3","1000799"
"1986","Buddy Bell","CIN","34",".278",".362",".445",".807","568","158","89","20","75","2","12.7","3.4","1000799"
"1993","Robin Ventura","CHW","25",".262",".379",".433",".812","554","145","85","22","94","1","14.4","5.5","854"
"2002","Robin Ventura","NYY","34",".247",".368",".458",".826","465","115","68","27","93","3","13.2","3.7","854"
"1978","George Brett","KCR","25",".294",".342",".467",".809","510","150","79","9","62","23","16.5","4.8","1001400"
"2009","Casey Blake","LAD","35",".280",".363",".468",".832","485","136","84","18","79","3","14.5","4.5","719"
"2001","Jeff Cirillo","COL","31",".313",".364",".473",".838","528","165","72","17","83","12","-2.0","3.9","1073"
"2009","Chone Figgins","LAA","31",".298",".395",".393",".789","615","183","114","5","54","42","21.6","6.6","1580"
"2005","Melvin Mora","BAL","33",".283",".348",".474",".821","593","168","86","27","88","7","13.2","4.2","157"
"1987","Bobby Bonilla","PIT","24",".300",".351",".481",".832","466","140","58","15","77","3","9.6","2.8","1001168"
"1994","Ken Caminiti","HOU","31",".283",".352",".495",".847","406","115","63","18","75","4","10.7","3.9","1001863"
"1978","Mike Schmidt","PHI","28",".251",".364",".435",".798","513","129","93","21","78","19","16.3","5.5","1011586"
"1993","Dean Palmer","TEX","24",".245",".321",".503",".824","519","127","88","33","96","11","11.0","1.8","482"
"1987","Kevin Mitchell","- - -","25",".280",".350",".474",".824","464","130","68","22","70","9","12.4","3.8","1009004"
"2002","Corey Koskie","MIN","29",".267",".368",".447",".815","490","131","71","15","69","10","9.0","5.1","738"
"1982","Carney Lansford","BOS","25",".301",".359",".444",".803","482","145","65","11","63","9","9.4","1.9","1007331"
"2017","Eugenio Suarez","CIN","25",".260",".367",".461",".828","534","139","87","26","82","4","11.5","3.9","12552"
"2008","Melvin Mora","BAL","36",".285",".342",".483",".826","513","146","77","23","104","3","10.6","3.1","157"
"1990","Wade Boggs","BOS","32",".302",".386",".418",".804","619","187","89","6","63","0","14.4","3.2","1001124"
"2016","Jonathan Villar","MIL","25",".285",".369",".457",".826","589","168","92","19","63","62","19.9","3.0","10071"
"1994","Jerry Browne","FLA","28",".295",".392",".398",".790","329","97","42","3","30","3","7.3","2.7","1001525"
"1971","Graig Nettles","CLE","26",".261",".350",".435",".785","598","156","78","28","86","7","14.9","7.4","1009517"
"1986","Jim Morrison","PIT","33",".274",".334",".482",".816","537","147","58","23","88","9","14.2","3.1","1009212"
"1980","Ron Cey","LAD","32",".254",".342",".452",".794","551","140","81","28","77","2","18.5","5.2","1002108"
"2004","David Bell","PHI","31",".291",".363",".458",".821","533","155","67","18","77","1","6.0","3.6","1108"
"1997","Willie Greene","CIN","25",".253",".354",".459",".812","495","125","62","26","91","6","9.9","1.9","1005015"
"1987","Carney Lansford","OAK","30",".289",".366",".455",".821","554","160","89","19","76","27","18.1","4.7","1007331"
"1974","Sal Bando","OAK","30",".243",".352",".426",".778","498","121","84","22","103","2","19.2","4.1","1000505"
"2016","Jose Ramirez","CLE","23",".312",".363",".462",".825","565","176","84","11","76","22","22.9","4.7","13510"
"1977","Len Randle","NYM","28",".304",".383",".404",".787","513","156","78","5","27","33","13.2","4.0","1010693"
"1990","Brook Jacoby","CLE","30",".293",".365",".427",".792","553","162","77","14","75","1","13.1","3.7","1006318"
"2009","Chipper Jones","ATL","37",".264",".388",".430",".818","488","129","80","18","71","4","9.6","2.3","97"
"1995","Chipper Jones","ATL","23",".265",".353",".450",".803","524","139","87","23","86","8","8.8","2.9","97"
"2013","Chris Johnson","ATL","28",".321",".358",".457",".816","514","165","54","12","68","0","12.6","3.1","1191"
"2019","Matt Chapman","OAK","26",".249",".342",".506",".848","583","145","102","36","91","1","23.0","6.2","16505"
"1997","Jeff Cirillo","MIL","27",".288",".367",".426",".793","580","167","74","10","82","4","6.8","5.0","1073"
"1990","Tim Wallach","MON","32",".296",".339",".471",".810","626","185","69","21","98","6","12.9","3.7","1013554"
"1975","Darrell Evans","ATL","28",".243",".361",".406",".766","567","138","82","22","73","13","9.0","3.1","1003864"
"1994","Robin Ventura","CHW","26",".282",".373",".459",".832","401","113","57","18","78","3","8.0","3.0","854"
"2010","Martin Prado","ATL","26",".307",".350",".459",".809","599","184","100","15","66","5","18.3","3.8","3312"
"1976","Sal Bando","OAK","32",".240",".335",".427",".762","550","132","75","27","84","20","21.2","5.1","1000505"
"1973","Ron Santo","CHC","33",".267",".348",".440",".788","536","143","65","20","77","1","8.1","2.8","1011447"
"1995","Mike Blowers","SEA","30",".257",".335",".474",".809","439","113","59","23","96","2","5.2","1.8","1001088"
"2013","Ryan Zimmerman","WSN","28",".275",".344",".465",".809","568","156","84","26","79","6","18.3","2.8","4220"
"2015","Mike Moustakas","KCR","26",".284",".348",".470",".817","549","156","73","22","82","1","11.0","3.8","4892"
"1992","Leo Gomez","BAL","26",".265",".356",".425",".782","468","124","62","17","64","2","11.3","2.7","1004822"
"1999","Ed Sprague","PIT","31",".267",".352",".465",".817","490","131","71","22","81","3","0.4","0.4","1012356"
"1994","Todd Zeile","STL","28",".267",".348",".470",".818","415","111","62","19","75","1","6.6","2.0","457"
"2016","Justin Turner","LAD","31",".275",".339",".493",".832","556","153","79","27","90","4","18.0","5.0","5235"
"2017","Jake Lamb","ARI","26",".248",".357",".487",".844","536","133","89","30","105","6","9.7","2.5","13329"
"2006","Mark DeRosa","TEX","31",".296",".357",".456",".812","520","154","78","13","74","4","3.2","2.9","1392"
"1991","Matt Williams","SFG","25",".268",".310",".499",".809","589","158","72","34","98","5","18.1","5.0","77"
"2016","Jake Lamb","ARI","25",".249",".332",".509",".840","523","130","81","29","91","6","14.4","2.4","13329"
"1978","Pete Rose","CIN","37",".302",".362",".421",".783","655","198","103","7","52","13","15.5","3.5","1011217"
"1990","Matt Williams","SFG","24",".277",".319",".488",".807","617","171","87","33","122","7","16.1","5.0","77"
"1996","Dave Hollins","- - -","30",".262",".377",".411",".788","516","135","88","16","78","6","0.2","3.4","1391"
"2012","Ryan Zimmerman","WSN","27",".282",".346",".478",".824","578","163","93","25","95","5","17.0","4.0","4220"
"1983","Ron Cey","CHC","35",".275",".346",".460",".805","581","160","73","24","90","0","10.3","1.9","1002108"
"1997","Dave Hollins","ANA","31",".288",".363",".430",".793","572","165","101","16","85","16","8.7","2.6","1391"
"2008","Edwin Encarnacion","CIN","25",".251",".340",".466",".807","506","127","75","26","68","1","7.6","1.6","2151"
"1973","Joe Torre","STL","32",".287",".376",".403",".779","519","149","67","13","69","2","12.5","2.6","1013133"
"1981","Buddy Bell","TEX","29",".294",".364",".428",".792","360","106","44","10","64","3","11.3","5.5","1000799"
"1987","Buddy Bell","CIN","35",".284",".369",".425",".794","522","148","74","17","70","4","8.1","2.2","1000799"
"1998","Bill Mueller","SFG","27",".294",".383",".395",".778","534","157","93","9","59","3","11.2","3.1","295"
"1971","Ron Santo","CHC","31",".267",".354",".423",".778","555","148","77","21","88","4","8.9","3.4","1011447"
"1977","Ron Cey","LAD","29",".241",".347",".450",".797","564","136","77","30","110","3","12.5","4.3","1002108"
"1983","Graig Nettles","NYY","38",".266",".341",".446",".787","462","123","56","20","75","0","12.0","2.5","1009517"
"2006","Ryan Zimmerman","WSN","21",".287",".351",".471",".822","614","176","84","20","110","11","10.9","3.8","4220"
"2017","Alex Bregman","HOU","23",".284",".352",".475",".827","556","158","88","19","71","17","17.7","3.5","17678"
"2018","Travis Shaw","MIL","28",".241",".345",".480",".825","498","120","73","32","86","5","14.6","3.7","11982"
"2014","Josh Donaldson","OAK","28",".255",".342",".456",".798","608","155","93","29","98","8","20.8","5.7","5038"
"1996","Ed Sprague","TOR","28",".247",".325",".496",".821","591","146","88","36","101","0","2.3","2.9","1012356"
"2002","Mike Lowell","FLA","28",".276",".346",".471",".816","597","165","88","24","92","4","11.3","2.7","527"
"2005","Bill Mueller","BOS","34",".295",".369",".430",".799","519","153","69","10","62","0","3.0","3.5","295"
"2002","Troy Glaus","ANA","25",".250",".352",".453",".805","569","142","99","30","111","10","16.7","3.7","15"
"2000","Mike Lowell","FLA","26",".270",".344",".474",".818","508","137","73","22","91","4","5.7","2.6","527"
"2014","Todd Frazier","CIN","28",".273",".336",".459",".795","597","163","88","29","80","20","20.5","4.5","785"
"1985","Graig Nettles","SDP","40",".261",".363",".420",".784","440","115","66","15","61","0","13.8","3.0","1009517"
"2016","Evan Longoria","TBR","30",".273",".318",".521",".840","633","173","81","36","98","0","18.7","4.5","9368"
"2006","Joe Crede","CHW","28",".283",".323",".506",".828","544","154","76","30","94","0","1.5","3.9","227"
"1986","Brook Jacoby","CLE","26",".288",".350",".441",".791","583","168","83","17","80","2","10.2","3.0","1006318"
"2011","Mark Reynolds","BAL","27",".221",".323",".483",".806","534","118","84","37","86","6","10.3","0.1","7619"
"1980","Toby Harrah","CLE","31",".267",".379",".380",".759","561","150","100","11","72","17","13.7","3.9","1005384"
"1981","Darrell Evans","SFG","34",".258",".356",".417",".773","357","92","51","12","48","2","9.5","3.0","1003864"
"1969","Ken McMullen","WAS","27",".272",".349",".425",".775","562","153","83","19","87","4","12.8","5.4","1008650"
"1979","Phil Garner","PIT","30",".293",".359",".441",".800","549","161","76","11","59","17","10.0","3.9","1004541"
"1981","Toby Harrah","CLE","32",".291",".382",".388",".770","361","105","64","5","44","12","11.1","1.4","1005384"
"2007","Edwin Encarnacion","CIN","24",".289",".356",".438",".794","502","145","66","16","76","8","6.5","1.2","2151"
"1996","Wade Boggs","NYY","38",".311",".389",".389",".778","501","156","80","2","41","1","1.8","3.1","1001124"
"1992","Ken Caminiti","HOU","29",".294",".350",".441",".790","506","149","68","13","62","10","15.3","3.8","1001863"
"2000","Tony Batista","TOR","26",".263",".307",".519",".827","620","163","96","41","114","5","-0.8","2.7","124"
"2019","Mike Moustakas","MIL","30",".254",".329",".516",".845","523","133","80","35","87","3","8.3","2.8","4892"
"1980","Darrell Evans","SFG","33",".264",".359",".414",".772","556","147","69","20","78","17","18.8","4.1","1003864"
"1985","Jim Presley","SEA","23",".275",".324",".484",".808","570","157","71","28","84","2","9.6","2.9","1010523"
"2015","Yunel Escobar","WSN","32",".314",".375",".415",".790","535","168","75","9","56","2","7.1","2.3","4191"
"1977","Doug Rader","- - -","32",".251",".348",".437",".785","483","121","66","18","67","2","9.1","2.8","1010638"
"2003","Joe Randa","KCR","33",".291",".348",".452",".800","502","146","80","16","72","1","3.3","2.4","623"
"2020","Brian Anderson","MIA","27",".255",".345",".465",".810","200","51","27","11","38","0","7.1","1.2","18289"
"1993","Todd Zeile","STL","27",".277",".352",".433",".785","571","158","82","17","103","5","9.4","1.6","457"
"1982","Darrell Evans","SFG","35",".256",".360",".419",".779","465","119","64","16","61","5","13.0","2.2","1003864"
"2011","Chipper Jones","ATL","39",".275",".344",".470",".814","455","125","56","18","70","2","7.5","1.8","97"
"1982","Cal Ripken","BAL","21",".264",".317",".475",".792","598","158","90","28","93","3","11.6","4.6","1010978"
"1972","Joe Torre","STL","31",".289",".357",".419",".776","544","157","71","11","81","3","12.1","3.4","1013133"
"2000","Dean Palmer","DET","31",".256",".338",".471",".809","524","134","73","29","102","4","3.4","0.5","482"
"1972","Dave Kingman","SFG","23",".225",".303",".462",".765","472","106","65","29","83","16","10.6","2.6","1006939"
"1989","Kelly Gruber","TOR","27",".290",".328",".448",".775","545","158","83","18","73","10","11.0","3.9","1005107"
"1981","Art Howe","HOU","34",".296",".365",".404",".770","361","107","43","3","36","1","10.3","3.2","1006092"
"2010","Casey McGehee","MIL","27",".285",".337",".464",".801","610","174","70","23","104","1","9.2","2.8","6086"
"1974","Don Money","MIL","27",".283",".346",".415",".761","629","178","85","15","65","19","17.0","4.9","1009052"
"1979","Bill Madlock","- - -","28",".298",".355",".438",".792","560","167","85","14","85","32","12.7","2.1","1007957"
"2008","Casey Blake","- - -","34",".274",".345",".463",".808","536","147","71","21","81","3","6.6","2.3","719"
"1973","Dave Roberts","SDP","22",".286",".310",".472",".782","479","137","56","21","64","11","12.1","2.8","1011032"
"1998","Edgardo Alfonzo","NYM","24",".278",".355",".427",".782","557","155","94","17","78","8","9.8","3.0","859"
"2001","Shane Halter","DET","31",".284",".344",".467",".811","450","128","53","12","65","3","8.7","2.9","468"
"1999","Greg Norton","CHW","26",".255",".358",".424",".782","436","111","62","16","50","4","-0.4","-0.5","1388"
"1988","Vance Law","CHC","31",".293",".358",".412",".770","556","163","73","11","78","1","10.6","2.0","1007409"
"2018","Johan Camargo","ATL","24",".272",".349",".457",".806","464","126","63","19","76","1","7.1","3.3","14950"
"2014","Kyle Seager","SEA","26",".268",".334",".454",".788","590","158","71","25","96","7","15.4","5.2","9785"
"2008","Jorge Cantu","FLA","26",".277",".327",".481",".808","628","174","92","29","95","6","8.4","2.6","2521"
"2018","Eduardo Escobar","- - -","29",".272",".334",".489",".824","566","154","75","23","84","2","11.7","3.5","6153"
"2006","Aubrey Huff","- - -","29",".267",".344",".469",".813","454","121","57","21","66","0","5.7","1.1","1213"
"2006","Mike Lowell","BOS","32",".284",".339",".475",".814","573","163","79","20","80","2","-2.3","2.5","527"
"1995","Jeff King","PIT","30",".265",".342",".456",".798","445","118","61","18","87","7","2.8","2.7","1006931"
"1998","Todd Zeile","- - -","32",".271",".350",".437",".787","572","155","85","19","94","4","6.0","2.3","457"
"1990","Gary Sheffield","MIL","21",".294",".350",".421",".771","487","143","67","10","67","25","11.9","2.9","114"
"1999","Vinny Castilla","COL","31",".275",".331",".478",".809","615","169","83","33","102","2","-20.8","0.6","84"
"1993","Steve Buechele","CHC","31",".272",".345",".437",".782","460","125","53","15","65","1","5.2","3.6","1001630"
"1984","Carney Lansford","OAK","27",".300",".342",".439",".781","597","179","70","14","74","9","14.4","3.7","1007331"
"2005","Shea Hillenbrand","TOR","29",".291",".343",".449",".792","594","173","91","18","82","5","7.4","2.1","196"
"2017","Mike Moustakas","KCR","28",".272",".314",".521",".835","555","151","75","38","85","0","4.3","2.0","4892"
"1986","Darnell Coles","DET","24",".273",".333",".453",".786","521","142","67","20","86","6","10.1","2.6","1002436"
"1991","Todd Zeile","STL","25",".280",".353",".412",".765","565","158","76","11","81","17","12.3","2.6","457"
"1974","Rico Petrocelli","BOS","31",".267",".336",".421",".757","454","121","53","15","76","1","6.2","2.6","1010245"
"1971","Tony Perez","CIN","29",".269",".325",".438",".764","609","164","72","25","91","4","14.8","4.9","1010188"
"1996","Todd Zeile","- - -","30",".263",".348",".436",".784","617","162","78","25","99","1","4.1","1.6","457"
"1982","Tim Wallach","MON","24",".268",".313",".471",".784","596","160","89","28","97","6","13.4","4.0","1013554"
"1978","Darrell Evans","SFG","31",".243",".360",".404",".764","547","133","82","20","78","4","11.7","4.2","1003864"
"1986","Ray Knight","NYM","33",".298",".351",".424",".775","486","145","51","11","76","2","12.2","2.7","1007043"
"1979","Butch Hobson","BOS","27",".261",".298",".496",".794","528","138","74","28","93","3","1.1","1.8","1005872"
"1977","Wayne Gross","OAK","25",".233",".352",".416",".769","485","113","66","22","63","5","11.0","2.1","1005091"
"1991","Steve Buechele","- - -","29",".262",".331",".440",".771","530","139","74","22","85","0","8.2","3.7","1001630"
"1994","Sean Berry","MON","28",".278",".347",".453",".800","320","89","43","11","41","14","4.2","0.9","1000910"
"2007","Adrian Beltre","SEA","28",".276",".319",".482",".802","595","164","87","26","99","14","6.9","2.9","639"
"2005","Jorge Cantu","TBD","23",".286",".311",".497",".808","598","171","73","28","117","1","4.5","1.1","2521"
"1989","Brook Jacoby","CLE","29",".272",".348",".416",".764","519","141","49","13","64","2","7.6","3.4","1006318"
"2011","Edwin Encarnacion","TOR","28",".272",".334",".453",".787","481","131","70","17","55","8","5.7","0.7","2151"
"2007","Ty Wigginton","- - -","29",".278",".333",".459",".792","547","152","71","22","67","3","1.6","1.0","1491"
"2009","Jorge Cantu","FLA","27",".289",".345",".443",".788","585","169","67","16","100","3","1.7","0.9","2521"
"1977","Bill Madlock","SFG","26",".302",".360",".426",".785","533","161","70","12","46","13","6.1","1.2","1007957"
"1986","Doug DeCinces","CAL","35",".256",".325",".459",".784","512","131","69","26","96","2","7.7","2.7","1003123"
"1974","Eric Soderholm","MIN","25",".276",".349",".392",".741","464","128","63","10","51","7","8.2","3.1","1012260"
"2008","Alex Gordon","KCR","24",".260",".351",".432",".783","493","128","72","16","59","9","8.2","2.6","5209"
"1977","Buddy Bell","CLE","25",".292",".351",".426",".777","479","140","64","11","64","1","4.8","3.4","1000799"
"1998","John Valentin","BOS","31",".247",".340",".442",".782","588","145","113","23","73","4","-0.6","4.5","1375"
"1980","John Castino","MIN","25",".302",".336",".430",".766","546","165","67","13","64","7","4.0","3.8","1002062"
"2016","Anthony Rendon","WSN","26",".270",".348",".450",".797","567","153","91","20","85","12","11.4","4.3","12861"
"1994","Tony Fernandez","CIN","32",".279",".361",".426",".787","366","102","50","8","50","12","1.9","1.6","1004002"
"2015","Todd Frazier","CIN","29",".255",".309",".498",".806","619","158","82","35","89","13","12.0","4.3","785"
"2019","Brian Anderson","MIA","26",".261",".342",".468",".811","459","120","57","20","66","5","10.1","3.1","18289"
"1994","Travis Fryman","DET","25",".263",".326",".474",".801","464","122","66","18","85","2","0.0","1.9","385"
"1973","Wayne Garrett","NYM","25",".256",".348",".403",".751","504","129","76","16","58","6","9.2","4.0","1004547"
"1988","Kelly Gruber","TOR","26",".278",".328",".438",".766","569","158","75","16","81","23","11.9","5.3","1005107"
"2014","Luis Valbuena","CHC","28",".249",".341",".435",".776","478","119","68","16","51","1","11.6","3.2","4969"
"2012","Alex Rodriguez","NYY","36",".272",".353",".430",".783","463","126","74","18","57","13","9.3","2.5","1274"
"1987","Jack Howell","CAL","25",".245",".331",".461",".792","449","110","64","23","64","4","5.4","2.4","1006099"
"1978","Larry Parrish","MON","24",".277",".321",".454",".775","520","144","68","15","70","2","8.7","2.8","1010020"
"2016","Danny Valencia","OAK","31",".287",".346",".446",".792","471","135","72","17","51","1","8.8","1.5","6364"
"1983","Ken Oberkfell","STL","27",".293",".371",".385",".756","488","143","62","3","38","12","9.3","3.1","1009677"
"1981","Hubie Brooks","NYM","24",".307",".345",".411",".756","358","110","34","4","38","9","6.8","2.4","1001472"
"2007","Akinori Iwamura","TBD","28",".285",".359",".411",".770","491","140","82","7","34","12","8.0","3.1","7781"
"1996","Gary Gaetti","STL","37",".274",".326",".473",".799","522","143","71","23","80","2","4.0","2.1","1004422"
"2006","Chad Tracy","ARI","26",".281",".343",".451",".794","597","168","91","20","80","5","-0.6","1.8","1888"
