Season,Name,Team,Position,Age,AVG,OBP,SLG,OPS,AB,H,R,HR,RBI,SB,Off,WAR,playerid
1977,Ron Fairly,TOR,Designated Hitter,38,0.279,0.362,0.465,0.827,458,128,60,19,64,0,10.7,2,1003907
2018,Giancarlo Stanton,NYY,Designated Hitter,28,0.266,0.343,0.509,0.852,617,164,102,38,100,5,23.8,4.3,4949
1997,Reggie Jefferson,BOS,Designated Hitter,28,0.319,0.358,0.47,0.828,489,156,74,13,67,1,7.6,1.1,1006381
1994,Danny Tartabull,NYY,Designated Hitter,31,0.256,0.36,0.464,0.823,399,102,68,19,67,1,8,0.7,1012829
2016,Carlos Beltran,,Designated Hitter,39,0.295,0.337,0.513,0.85,552,163,73,29,93,1,12.8,2.4,589
2002,Scott Hatteberg,OAK,Designated Hitter,32,0.28,0.375,0.433,0.808,492,138,58,15,61,0,16,3.2,916
2016,Mark Trumbo,BAL,Designated Hitter,30,0.256,0.316,0.533,0.85,613,157,94,47,108,2,18.7,2.2,6876
2010,Hideki Matsui,LAA,Designated Hitter,36,0.274,0.361,0.459,0.82,482,132,55,21,84,0,11.8,1.5,1659
2002,Shannon Stewart,TOR,Designated Hitter,28,0.303,0.371,0.442,0.813,577,175,103,10,45,14,15.7,3.2,1322
1984,Dave Kingman,OAK,Designated Hitter,35,0.268,0.321,0.505,0.826,549,147,68,35,118,2,18.8,2.4,1006939
2000,Mark Quinn,KCR,Designated Hitter,26,0.294,0.342,0.488,0.83,500,147,76,20,78,5,1.1,1.5,621
1996,Cecil Fielder,,Designated Hitter,32,0.252,0.35,0.484,0.834,591,149,85,39,117,2,5.8,1.5,1004026
1978,Don Baylor,CAL,Designated Hitter,29,0.255,0.332,0.472,0.804,591,151,103,34,99,22,21.2,2.2,1000700
2009,Luke Scott,BAL,Designated Hitter,31,0.258,0.34,0.488,0.828,449,116,61,25,77,0,8.2,1.3,3469
2018,Shin-Soo Choo,TEX,Designated Hitter,35,0.264,0.377,0.434,0.81,560,148,83,21,62,6,13.6,2.3,3174
1986,Darrell Evans,DET,Designated Hitter,39,0.241,0.356,0.442,0.798,507,122,78,29,85,3,14.8,3.8,1003864
1996,Mickey Tettleton,TEX,Designated Hitter,35,0.246,0.366,0.45,0.816,491,121,78,24,83,2,1.3,0.8,1012939
1982,Carl Yastrzemski,BOS,Designated Hitter,42,0.275,0.358,0.431,0.789,459,126,53,16,72,0,7.9,1.5,1014326
1999,Chili Davis,NYY,Designated Hitter,39,0.269,0.366,0.445,0.812,476,128,59,19,78,4,7,1.1,1003041
1998,Jose Canseco,TOR,Designated Hitter,33,0.237,0.318,0.518,0.836,583,138,98,46,107,29,6.9,1.3,1001918
1995,Cecil Fielder,DET,Designated Hitter,31,0.243,0.346,0.472,0.818,494,120,70,31,82,0,5.7,0.7,1004026
1992,Albert Belle,CLE,Designated Hitter,25,0.26,0.32,0.477,0.797,585,152,81,34,112,8,15.9,2,1000802
1993,Julio Franco,TEX,Designated Hitter,34,0.289,0.36,0.438,0.798,532,154,85,14,84,9,12.6,1.7,87
1984,Larry Parrish,TEX,Designated Hitter,30,0.285,0.336,0.465,0.801,613,175,72,22,101,2,14,2.1,1010020
2019,Shin-Soo Choo,TEX,Designated Hitter,36,0.265,0.371,0.455,0.826,563,149,93,24,61,15,13.8,1.7,3174
2005,Jay Gibbons,BAL,Designated Hitter,28,0.277,0.317,0.516,0.833,488,135,72,26,79,0,8.2,2.3,141
1987,Pat Tabler,CLE,Designated Hitter,29,0.307,0.369,0.439,0.809,553,170,66,11,86,5,10.6,1.8,1012806
2011,Billy Butler,KCR,Designated Hitter,25,0.291,0.361,0.461,0.822,597,174,74,19,95,2,7.1,1.2,7399
1983,Ted Simmons,MIL,Designated Hitter,33,0.308,0.351,0.448,0.799,600,185,76,13,108,4,16.6,3.7,1011986
1995,Geronimo Berroa,OAK,Designated Hitter,30,0.278,0.351,0.451,0.801,546,152,87,22,88,7,8,1.1,1000900
1986,Mike Easler,NYY,Designated Hitter,35,0.302,0.362,0.449,0.811,490,148,64,14,78,3,12.1,1.6,1003635
1973,Orlando Cepeda,BOS,Designated Hitter,35,0.289,0.35,0.444,0.793,550,159,51,20,86,0,9.1,1.5,1002103
1986,Reggie Jackson,CAL,Designated Hitter,40,0.241,0.379,0.408,0.787,419,101,65,18,58,1,10.5,1.5,1006308
2012,Chris Davis,BAL,Designated Hitter,26,0.27,0.326,0.501,0.827,515,139,75,33,85,2,12,1.8,9272
2020,Mark Canha,OAK,Designated Hitter,31,0.246,0.387,0.408,0.795,191,47,32,5,33,4,10.5,1.7,11445
1978,Rusty Staub,DET,Designated Hitter,34,0.273,0.347,0.435,0.782,642,175,75,24,121,3,13.7,2.1,1012440
2016,Victor Martinez,DET,Designated Hitter,37,0.289,0.351,0.476,0.826,553,160,65,27,86,0,4.8,1.1,393
1974,Roy White,NYY,Designated Hitter,30,0.275,0.367,0.393,0.761,473,130,68,7,43,15,15.1,2.9,1013890
2011,Josh Willingham,OAK,Designated Hitter,32,0.246,0.332,0.477,0.81,488,120,69,29,98,4,13.8,2.1,2103
1990,Mickey Tettleton,BAL,Designated Hitter,29,0.223,0.376,0.381,0.756,444,99,68,15,51,2,12,2.9,1012939
1977,Eddie Murray,BAL,Designated Hitter,21,0.283,0.333,0.47,0.803,611,173,81,27,88,0,17.9,3,1009386
2003,Erubiel Durazo,OAK,Designated Hitter,28,0.259,0.374,0.43,0.804,537,139,92,21,77,1,11,1.6,1413
2016,Khris Davis,OAK,Designated Hitter,28,0.247,0.307,0.524,0.831,555,137,85,42,102,1,12.9,2.4,9112
1979,Carl Yastrzemski,BOS,Designated Hitter,39,0.27,0.346,0.45,0.796,518,140,69,21,87,3,3.2,2.2,1014326
1992,Cecil Fielder,DET,Designated Hitter,28,0.244,0.325,0.458,0.783,594,145,80,35,124,0,11.7,2.5,1004026
1990,Chris James,CLE,Designated Hitter,27,0.299,0.341,0.443,0.784,528,158,62,12,70,4,10.1,1.6,1006347
1989,Brian Downing,CAL,Designated Hitter,38,0.283,0.354,0.414,0.768,544,154,59,14,59,0,13.1,1.9,1003451
2020,Wilmer Flores,SFG,Designated Hitter,28,0.268,0.315,0.515,0.83,198,53,30,12,32,1,5.1,1,5827
2020,Jesus Aguilar,MIA,Designated Hitter,30,0.277,0.352,0.457,0.809,188,52,31,8,34,0,4.4,0.6,11342
1977,Rico Carty,CLE,Designated Hitter,37,0.28,0.355,0.432,0.787,461,129,50,15,80,1,8.9,1.3,1002025
2008,Jason Kubel,MIN,Designated Hitter,26,0.272,0.335,0.471,0.805,463,126,74,20,78,0,8,0.6,2161
2004,Bernie Williams,NYY,Designated Hitter,35,0.262,0.36,0.435,0.795,561,147,105,22,70,1,5.1,-0.2,857
1986,Don Baylor,BOS,Designated Hitter,37,0.238,0.344,0.439,0.783,585,139,93,31,94,3,6.5,1.3,1000700
2018,C.J. Cron,TBR,Designated Hitter,28,0.253,0.323,0.493,0.816,501,127,68,30,74,1,13.8,2.2,12546
2020,Renato Nunez,BAL,Designated Hitter,26,0.256,0.324,0.492,0.816,195,50,29,12,31,0,3.9,0.4,14503
1997,Dave Nilsson,MIL,Designated Hitter,27,0.278,0.352,0.446,0.798,554,154,71,20,81,2,2.2,1.4,1009601
1975,Billy Williams,OAK,Designated Hitter,37,0.244,0.341,0.419,0.76,520,127,68,23,81,0,14,1.7,1013975
2018,Edwin Encarnacion,CLE,Designated Hitter,35,0.246,0.336,0.474,0.81,500,123,74,32,107,3,6.1,1.1,2151
2012,Adam Dunn,CHW,Designated Hitter,32,0.204,0.333,0.468,0.8,539,110,87,41,96,2,10.5,2.1,319
1981,Reggie Jackson,NYY,Designated Hitter,35,0.237,0.33,0.428,0.758,334,79,33,15,54,0,8.2,1.2,1006308
1987,Larry Parrish,TEX,Designated Hitter,33,0.268,0.328,0.483,0.811,557,149,79,32,100,3,5.8,1.2,1010020
2014,Chris Carter,HOU,Designated Hitter,27,0.227,0.308,0.491,0.799,507,115,68,37,88,5,15,1.9,9911
1986,Roy Smalley,MIN,Designated Hitter,33,0.246,0.342,0.438,0.78,459,113,59,20,57,1,4.4,0.9,1012078
1979,Willie Horton,SEA,Designated Hitter,36,0.279,0.326,0.458,0.784,646,180,77,29,106,1,6.8,1.3,1006038
2013,Billy Butler,KCR,Designated Hitter,27,0.289,0.374,0.412,0.787,582,168,62,15,82,0,4,1,7399
1978,Richie Zisk,TEX,Designated Hitter,29,0.262,0.338,0.432,0.77,511,134,68,22,85,3,9.4,1.5,1014455
2007,Jose Vidro,SEA,Designated Hitter,32,0.314,0.381,0.394,0.775,548,172,78,6,59,0,6.7,1,802
2005,Raul Ibanez,SEA,Designated Hitter,33,0.28,0.355,0.436,0.792,614,172,92,20,89,9,12.3,2.1,607
1985,Gorman Thomas,SEA,Designated Hitter,34,0.215,0.33,0.45,0.781,484,104,76,32,87,3,7.2,1.2,1012979
1995,Paul Molitor,TOR,Designated Hitter,38,0.27,0.35,0.423,0.772,525,142,63,15,60,12,4.1,1,1009040
1977,Rusty Staub,DET,Designated Hitter,33,0.278,0.336,0.448,0.784,623,173,84,22,101,1,7.5,1.4,1012440
2011,Edwin Encarnacion,TOR,Designated Hitter,28,0.272,0.334,0.453,0.787,481,131,70,17,55,8,5.7,0.7,2151
2016,Mike Napoli,CLE,Designated Hitter,34,0.239,0.335,0.465,0.8,557,133,92,34,101,5,3.1,0.7,3057
2009,Jack Cust,OAK,Designated Hitter,30,0.24,0.356,0.417,0.773,513,123,88,25,70,4,6,0.7,1564
2009,David Ortiz,BOS,Designated Hitter,33,0.238,0.332,0.462,0.794,541,129,77,28,99,0,-2.8,0.3,745
2020,Pete Alonso,NYM,Designated Hitter,25,0.231,0.326,0.49,0.817,208,48,31,16,35,1,3.6,0.4,19251
2012,Alex Rodriguez,NYY,Designated Hitter,36,0.272,0.353,0.43,0.783,463,126,74,18,57,13,9.3,2.5,1274
1976,Lee May,BAL,Designated Hitter,33,0.258,0.312,0.447,0.759,530,137,61,25,109,4,16.1,2.7,1008303
2013,Kendrys Morales,SEA,Designated Hitter,30,0.277,0.336,0.449,0.785,602,167,64,23,80,0,6.9,1.2,8610
1981,Don Baylor,CAL,Designated Hitter,32,0.239,0.322,0.427,0.749,377,90,52,17,66,3,8.3,1.3,1000700
2017,Corey Dickerson,TBR,Designated Hitter,28,0.282,0.325,0.49,0.815,588,166,84,27,62,4,12.3,2.6,10762
2020,Franmil Reyes,CLE,Designated Hitter,24,0.275,0.344,0.45,0.795,211,58,27,9,34,0,2,0.6,14566
2020,Colin Moran,PIT,Designated Hitter,27,0.247,0.325,0.472,0.797,178,44,28,10,23,0,0.4,0.5,16909
1990,Dave Parker,MIL,Designated Hitter,39,0.289,0.33,0.451,0.781,610,176,71,21,92,4,8.5,1.2,1010000
2014,Albert Pujols,LAA,Designated Hitter,34,0.272,0.324,0.466,0.79,633,172,89,28,105,5,10.4,2.7,1177
1997,Paul Molitor,MIN,Designated Hitter,40,0.305,0.351,0.435,0.786,538,164,63,10,89,11,-0.2,0.7,1009040
1988,Gene Larkin,MIN,Designated Hitter,25,0.267,0.368,0.382,0.75,505,135,56,8,70,3,5,1.3,1007347
2013,Victor Martinez,DET,Designated Hitter,34,0.301,0.355,0.43,0.785,605,182,68,14,83,0,0.9,0.8,393
2005,Dmitri Young,DET,Designated Hitter,31,0.271,0.325,0.471,0.796,469,127,61,21,72,1,5.6,1.5,505
2017,Shin-Soo Choo,TEX,Designated Hitter,34,0.261,0.357,0.423,0.78,544,142,96,22,78,12,0,0.5,3174
2016,Kendrys Morales,KCR,Designated Hitter,33,0.263,0.327,0.468,0.795,558,147,65,30,93,0,3.7,0.9,8610
1981,Al Oliver,TEX,Designated Hitter,34,0.309,0.348,0.411,0.759,421,130,53,4,55,3,9.1,1.3,1009773
2012,Kendrys Morales,LAA,Designated Hitter,29,0.273,0.32,0.467,0.787,484,132,61,22,73,0,8,1.5,8610
2007,Aubrey Huff,BAL,Designated Hitter,30,0.28,0.337,0.442,0.778,550,154,68,15,72,1,3,0.8,1213
1993,Dave Winfield,MIN,Designated Hitter,41,0.271,0.325,0.442,0.767,547,148,72,21,76,2,1.7,0.3,1014127
2019,Franmil Reyes,,Designated Hitter,23,0.249,0.31,0.512,0.822,494,123,69,37,81,0,3.5,1,14566
2020,Vladimir Guerrero Jr.,TOR,Designated Hitter,21,0.262,0.329,0.462,0.791,221,58,34,9,33,1,2.6,0.2,19611
2010,Johnny Damon,DET,Designated Hitter,36,0.271,0.355,0.401,0.756,539,146,81,8,51,11,11.6,2.4,185
1977,Don Baylor,CAL,Designated Hitter,28,0.251,0.334,0.433,0.768,561,141,87,25,75,26,10.1,0.8,1000700
1978,Hal McRae,KCR,Designated Hitter,32,0.273,0.329,0.429,0.757,623,170,90,16,72,17,7.8,1.3,1008687
1973,Carlos May,CHW,Designated Hitter,25,0.268,0.334,0.412,0.747,553,148,62,20,96,8,5,1.3,1008291
2013,Chris Carter,HOU,Designated Hitter,26,0.223,0.32,0.451,0.77,506,113,64,29,82,2,6.1,0.5,9911
2020,Willson Contreras,CHC,Designated Hitter,28,0.243,0.356,0.407,0.763,189,46,37,7,26,1,2.1,1.6,11609
1977,Willie Horton,,Designated Hitter,34,0.289,0.337,0.43,0.767,523,151,55,15,75,2,4.2,0.8,1006038
1985,Don Baylor,NYY,Designated Hitter,36,0.231,0.33,0.43,0.76,477,110,70,23,91,0,4.4,0.8,1000700
1973,Tony Oliva,MIN,Designated Hitter,34,0.291,0.345,0.41,0.754,571,166,63,16,92,2,3.6,0.9,1009772
1974,Al Kaline,DET,Designated Hitter,39,0.262,0.337,0.389,0.726,558,146,71,13,64,2,3.7,0.8,1006678
1993,Chili Davis,CAL,Designated Hitter,33,0.243,0.327,0.44,0.767,573,139,74,27,112,4,2.3,0.7,1003041
1978,Bruce Bochte,SEA,Designated Hitter,27,0.263,0.342,0.395,0.737,486,128,58,11,51,3,3.4,0.9,1001106
1988,Harold Baines,CHW,Designated Hitter,29,0.277,0.347,0.411,0.758,599,166,55,13,81,0,6.2,1.3,1000434
1990,Dwight Evans,BOS,Designated Hitter,38,0.249,0.349,0.391,0.74,445,111,66,13,63,3,1,0.4,1003865
1995,Ruben Sierra,,Designated Hitter,29,0.263,0.323,0.449,0.772,479,126,73,19,86,5,-1.6,-1,1099
1982,Don Baylor,CAL,Designated Hitter,33,0.263,0.329,0.424,0.754,608,160,80,24,93,10,4.9,1,1000700
2014,Adam Dunn,,Designated Hitter,34,0.219,0.337,0.415,0.752,429,94,49,22,64,1,4.4,0.4,319
2007,Johnny Damon,NYY,Designated Hitter,33,0.27,0.351,0.396,0.747,533,144,93,12,63,27,6.3,2.4,185
2015,Albert Pujols,LAA,Designated Hitter,35,0.244,0.307,0.48,0.787,602,147,85,40,95,5,5.9,1.6,1177
1978,Gary Alexander,,Designated Hitter,25,0.225,0.304,0.444,0.748,498,112,57,27,84,0,3.6,1.8,1000123
2019,Daniel Vogelbach,SEA,Designated Hitter,26,0.208,0.341,0.439,0.78,462,96,73,30,76,0,7.6,1.6,14130
1982,Ken Singleton,BAL,Designated Hitter,35,0.251,0.349,0.381,0.731,561,141,71,14,77,0,4.1,0.9,1012011
2012,Ryan Doumit,MIN,Designated Hitter,31,0.275,0.32,0.461,0.781,484,133,56,18,75,0,0.3,-1.2,2113
2002,Randall Simon,DET,Designated Hitter,27,0.301,0.32,0.459,0.779,482,145,51,19,82,0,-2.3,-0.8,497
1997,Julio Franco,,Designated Hitter,38,0.27,0.369,0.36,0.73,430,116,68,7,44,15,-3,0.5,87
2013,Adam Dunn,CHW,Designated Hitter,33,0.219,0.32,0.442,0.762,525,115,60,34,86,1,3.3,0.4,319
1973,Tommy Davis,BAL,Designated Hitter,34,0.306,0.341,0.391,0.732,552,169,53,7,89,11,7.3,1.4,1003084
1975,Willie Horton,DET,Designated Hitter,32,0.275,0.319,0.421,0.74,615,169,62,25,92,1,-0.1,0.4,1006038
2016,Albert Pujols,LAA,Designated Hitter,36,0.268,0.323,0.457,0.78,593,159,71,31,119,4,1.5,0.8,1177
1988,Jim Rice,BOS,Designated Hitter,35,0.264,0.33,0.406,0.736,485,128,57,15,72,1,1.8,0.7,1010897
2005,Eric Hinske,TOR,Designated Hitter,27,0.262,0.333,0.43,0.763,477,125,79,15,68,8,2.3,1.1,1305
2012,Justin Morneau,MIN,Designated Hitter,31,0.267,0.333,0.44,0.773,505,135,63,19,77,1,-1.2,0.1,1737
2002,Marty Cordova,BAL,Designated Hitter,32,0.253,0.325,0.434,0.759,458,116,55,18,64,1,-3,0.7,132
1980,Lamar Johnson,CHW,Designated Hitter,29,0.277,0.331,0.409,0.74,541,150,51,13,81,2,0.3,1.4,1006481
1981,Hal McRae,KCR,Designated Hitter,35,0.272,0.33,0.396,0.726,389,106,38,7,36,3,2.7,0.4,1008687
2001,Greg Vaughn,TBD,Designated Hitter,35,0.233,0.333,0.433,0.766,485,113,74,24,82,11,-0.2,1.1,1233
1991,Kevin Maas,NYY,Designated Hitter,26,0.22,0.333,0.39,0.723,500,110,69,23,63,5,2.3,0.7,1007895
1988,Darrell Evans,DET,Designated Hitter,41,0.208,0.337,0.38,0.717,437,91,48,22,64,1,2.9,1.1,1003864
2000,Brian Daubach,BOS,Designated Hitter,28,0.248,0.315,0.448,0.764,495,123,55,21,76,1,-8.9,0.6,186
1985,Ted Simmons,MIL,Designated Hitter,35,0.273,0.342,0.402,0.743,528,144,60,12,76,1,1.7,1,1011986
1989,Gene Larkin,MIN,Designated Hitter,26,0.267,0.353,0.368,0.721,446,119,61,6,46,5,1,0.5,1007347
1985,Mike Easler,BOS,Designated Hitter,34,0.262,0.325,0.412,0.737,568,149,71,16,74,0,-1,0.5,1003635
1994,Dave Nilsson,MIL,Designated Hitter,24,0.275,0.326,0.451,0.777,397,109,51,12,69,1,-4.8,0.4,1009601
1973,Deron Johnson,,Designated Hitter,34,0.24,0.326,0.4,0.726,500,120,64,20,86,0,5.2,0.8,1006444
2010,Jason Kubel,MIN,Designated Hitter,28,0.249,0.323,0.427,0.75,518,129,68,21,92,0,-6.7,-0.7,2161
2000,Matt Stairs,OAK,Designated Hitter,32,0.227,0.333,0.414,0.747,476,108,74,21,81,5,-7.1,-0.4,1384
1999,Todd Walker,MIN,Designated Hitter,26,0.279,0.343,0.397,0.74,531,148,62,6,46,18,-11.8,-0.3,359
2020,Andrew McCutchen,PHI,Designated Hitter,33,0.253,0.324,0.433,0.757,217,55,32,10,34,4,-0.6,-0.2,9847
2008,Garret Anderson,LAA,Designated Hitter,36,0.293,0.325,0.433,0.758,557,163,66,15,84,7,-4.1,1.4,2
2016,Joe Mauer,MIN,Designated Hitter,33,0.261,0.363,0.389,0.752,494,129,68,11,49,2,-0.7,1,1857
2011,Johnny Damon,TBR,Designated Hitter,37,0.261,0.326,0.418,0.743,582,152,79,16,73,19,8.3,1.5,185
2001,Brad Fullmer,TOR,Designated Hitter,26,0.274,0.326,0.444,0.771,522,143,71,18,83,5,-3.1,0.2,13
1992,Harold Baines,OAK,Designated Hitter,33,0.253,0.331,0.391,0.723,478,121,58,16,76,1,3.9,0.5,1000434
1976,Tom Grieve,TEX,Designated Hitter,28,0.255,0.301,0.418,0.718,546,139,57,20,81,4,5.4,1.4,1005035
1992,George Brett,KCR,Designated Hitter,39,0.285,0.33,0.397,0.727,592,169,55,7,61,8,-1.2,0.3,1001400
2006,Shea Hillenbrand,,Designated Hitter,30,0.277,0.313,0.451,0.764,530,147,73,21,68,1,-10.1,-0.1,196
1975,Tony Oliva,MIN,Designated Hitter,36,0.27,0.344,0.378,0.722,455,123,46,13,58,0,-1.4,0.2,1009772
1989,Dave Parker,OAK,Designated Hitter,38,0.264,0.308,0.432,0.741,553,146,56,22,97,0,5,1,1010000
2019,Renato Nunez,BAL,Designated Hitter,25,0.244,0.311,0.46,0.771,541,132,72,31,90,1,0.6,0.7,14503
1996,Eddie Murray,,Designated Hitter,40,0.26,0.327,0.417,0.743,566,147,69,22,79,4,-12.5,-0.4,1009386
2020,Miguel Cabrera,DET,Designated Hitter,37,0.25,0.329,0.417,0.746,204,51,28,10,35,1,-1.6,0.3,1744
1981,Tony Perez,BOS,Designated Hitter,39,0.252,0.31,0.395,0.705,306,77,35,9,39,0,-0.3,0.6,1010188
1993,George Brett,KCR,Designated Hitter,40,0.266,0.312,0.434,0.746,560,149,69,19,75,7,-6.2,-0.2,1001400
1989,Jeffrey Leonard,SEA,Designated Hitter,33,0.254,0.301,0.42,0.722,566,144,69,24,93,6,-0.6,0.8,1007535
1992,Tino Martinez,SEA,Designated Hitter,24,0.257,0.316,0.411,0.727,460,118,53,16,66,2,-0.9,0.9,1168
2010,Jose Guillen,,Designated Hitter,34,0.258,0.314,0.416,0.73,524,135,55,19,77,1,-9.9,0.1,57
1991,George Brett,KCR,Designated Hitter,38,0.255,0.327,0.402,0.729,505,129,77,10,61,2,-1.3,0.3,1001400
2011,Bobby Abreu,LAA,Designated Hitter,37,0.253,0.353,0.365,0.717,502,127,54,8,60,21,2,0.2,945
2014,Shin-Soo Choo,TEX,Designated Hitter,31,0.242,0.34,0.374,0.714,455,110,58,13,40,3,2.1,0.4,3174
1998,Hal Morris,KCR,Designated Hitter,33,0.309,0.35,0.381,0.731,472,146,50,1,40,1,-8.6,0.2,1009209
2005,Carl Everett,CHW,Designated Hitter,34,0.251,0.311,0.435,0.745,490,123,58,23,87,4,-7.9,-0.2,1249
1978,Lamar Johnson,CHW,Designated Hitter,27,0.273,0.329,0.376,0.705,498,136,52,8,72,6,-1.8,1.1,1006481
1981,Carl Yastrzemski,BOS,Designated Hitter,41,0.246,0.338,0.355,0.693,338,83,36,7,53,0,-1.4,0.5,1014326
2017,Ryon Healy,OAK,Designated Hitter,25,0.271,0.302,0.451,0.754,576,156,66,25,78,0,-0.8,0.3,15447
1985,Dave Kingman,OAK,Designated Hitter,36,0.238,0.309,0.417,0.726,592,141,66,30,91,3,1.1,0.7,1006939
1975,Hank Aaron,MIL,Designated Hitter,41,0.234,0.332,0.355,0.687,465,109,45,12,60,0,-1.6,0.1,1000001
1995,Greg Vaughn,MIL,Designated Hitter,29,0.224,0.317,0.408,0.725,392,88,67,17,59,10,-9,-0.5,1233
2017,Kendrys Morales,TOR,Designated Hitter,34,0.25,0.308,0.445,0.753,557,139,67,28,85,0,-10.8,-0.6,8610
2011,Vladimir Guerrero,BAL,Designated Hitter,36,0.29,0.317,0.416,0.733,562,163,60,13,63,2,-10.2,-0.6,778
2013,Josh Hamilton,LAA,Designated Hitter,32,0.25,0.307,0.432,0.739,576,144,73,21,79,4,5.7,1.3,1875
2008,Jose Guillen,KCR,Designated Hitter,32,0.264,0.3,0.438,0.738,598,158,66,20,97,2,-14.5,-0.8,57
2018,Joe Mauer,MIN,Designated Hitter,35,0.282,0.351,0.379,0.729,486,137,64,6,48,0,-0.4,1.1,1857
2006,Garret Anderson,LAA,Designated Hitter,34,0.28,0.323,0.433,0.756,543,152,63,17,85,1,-8.5,0.1,2
1974,Alex Johnson,,Designated Hitter,31,0.287,0.331,0.362,0.693,481,138,60,5,43,20,1.2,1.1,1006418
2016,Corey Dickerson,TBR,Designated Hitter,27,0.245,0.293,0.469,0.761,510,125,57,24,70,0,-0.1,1.1,10762
2019,Miguel Cabrera,DET,Designated Hitter,36,0.282,0.346,0.398,0.744,493,139,41,12,59,0,-9.4,-0.4,1744
1979,Rico Carty,TOR,Designated Hitter,39,0.256,0.322,0.39,0.713,461,118,48,12,55,3,-6.9,-0.4,1002025
2005,Lew Ford,MIN,Designated Hitter,28,0.264,0.338,0.377,0.716,522,138,70,7,53,13,-1,1.5,1724
2017,Hanley Ramirez,BOS,Designated Hitter,33,0.242,0.32,0.429,0.75,496,120,58,23,62,1,-10.6,-0.5,8001
1974,Tommy Davis,BAL,Designated Hitter,35,0.289,0.325,0.377,0.702,626,181,67,11,84,6,3.1,0.8,1003084
1990,George Bell,TOR,Designated Hitter,30,0.265,0.303,0.422,0.724,562,149,67,21,86,3,-3,1.1,1000808
2015,Evan Gattis,HOU,Designated Hitter,28,0.246,0.285,0.463,0.748,566,139,66,27,88,0,-0.5,0.3,11003
2004,Edgar Martinez,SEA,Designated Hitter,41,0.263,0.342,0.385,0.727,486,128,45,12,63,1,-10.2,-0.5,1086
1985,Andre Thornton,CLE,Designated Hitter,35,0.236,0.304,0.408,0.711,461,109,49,22,88,3,-5.2,-0.2,1013037
1992,George Bell,CHW,Designated Hitter,32,0.255,0.294,0.418,0.712,627,160,74,25,112,5,-1.8,0.4,1000808
2005,Garret Anderson,LAA,Designated Hitter,33,0.283,0.308,0.435,0.743,575,163,68,17,96,1,-6.2,-0.2,2
1977,Lee May,BAL,Designated Hitter,34,0.253,0.296,0.426,0.722,585,148,75,27,99,2,-0.6,0.5,1008303
1998,Paul Molitor,MIN,Designated Hitter,41,0.281,0.335,0.382,0.718,502,141,75,4,69,9,-12.2,-0.8,1009040
1973,Alex Johnson,TEX,Designated Hitter,30,0.287,0.322,0.377,0.698,624,179,62,8,68,10,-2.9,0.2,1006418
1984,Reggie Jackson,CAL,Designated Hitter,38,0.223,0.3,0.406,0.706,525,117,67,25,81,8,-3.5,0,1006308
1975,Deron Johnson,,Designated Hitter,36,0.239,0.298,0.388,0.686,565,135,68,19,75,0,-5.8,-0.1,1006444
1978,Lee May,BAL,Designated Hitter,35,0.246,0.286,0.414,0.7,556,137,56,25,80,5,-0.9,0.3,1008303
2015,Billy Butler,OAK,Designated Hitter,29,0.251,0.323,0.39,0.713,538,135,63,15,65,0,-12.7,-0.8,7399
1994,Eddie Murray,CLE,Designated Hitter,38,0.254,0.302,0.425,0.727,433,110,57,17,76,8,-12.1,-0.7,1009386
2013,Ryan Doumit,MIN,Designated Hitter,32,0.247,0.314,0.396,0.71,485,120,49,14,55,1,-4.9,-1.4,2113
2014,Billy Butler,KCR,Designated Hitter,28,0.271,0.323,0.379,0.702,549,149,57,9,66,0,-10.2,-0.5,7399
2010,Adam Lind,TOR,Designated Hitter,26,0.237,0.287,0.425,0.712,569,135,57,23,72,0,-10.3,-0.6,8027
2011,Hideki Matsui,OAK,Designated Hitter,37,0.251,0.321,0.375,0.696,517,130,58,12,72,1,-3.1,0.2,1659
2012,Delmon Young,DET,Designated Hitter,26,0.267,0.296,0.411,0.707,574,153,54,18,74,0,-13.3,-1.1,2140
1986,Cecil Cooper,MIL,Designated Hitter,36,0.258,0.31,0.373,0.682,542,140,46,12,75,1,-11.8,-0.2,1002592
1992,Luis Polonia,CAL,Designated Hitter,28,0.286,0.337,0.329,0.666,577,165,83,0,35,51,-8.1,0.2,1010427
1990,Gerald Perry,KCR,Designated Hitter,29,0.254,0.313,0.361,0.674,465,118,57,8,57,17,-5.5,-0.1,1010211
2005,Scott Hatteberg,OAK,Designated Hitter,35,0.256,0.334,0.343,0.677,464,119,52,7,59,0,-11.8,-0.9,916
2009,Aubrey Huff,,Designated Hitter,32,0.241,0.31,0.384,0.694,536,129,59,15,85,0,-22.8,-2.1,1213
1996,Ruben Sierra,,Designated Hitter,30,0.247,0.32,0.375,0.695,518,128,61,12,72,4,-23,-1.3,1099
1979,Mitchell Page,OAK,Designated Hitter,27,0.247,0.323,0.335,0.657,478,118,51,9,42,17,-13.5,-1.1,1009954
2013,Paul Konerko,CHW,Designated Hitter,37,0.244,0.313,0.355,0.669,467,114,41,12,54,0,-17.2,-1.5,242
1986,Dave Kingman,OAK,Designated Hitter,37,0.21,0.255,0.431,0.686,561,118,70,35,94,3,-10.6,-0.8,1006939
2012,Michael Young,TEX,Designated Hitter,35,0.277,0.312,0.37,0.682,611,169,79,8,67,2,-22.5,-1.5,1286
