Season,Name,Team,Position,Age,AVG,OBP,SLG,OPS,AB,H,R,HR,RBI,SB,Off,WAR,playerid
1988,Ryne Sandberg,CHC,Second Base,28,0.264,0.322,0.419,0.741,618,163,77,19,69,25,6.1,4.2,1011411
1989,Jeff Blauser,ATL,Second Base,23,0.27,0.325,0.41,0.735,456,123,63,12,46,5,2.6,0.9,1001062
1969,Ron Hunt,SFG,Second Base,28,0.262,0.361,0.341,0.702,478,125,72,3,41,9,5.1,3.5,1006212
1983,Glenn Hubbard,ATL,Second Base,25,0.263,0.334,0.402,0.737,517,136,65,12,70,3,-2.7,2.6,1006120
2004,Adam Kennedy,ANA,Second Base,28,0.278,0.351,0.406,0.757,468,130,70,10,48,15,1.8,3.4,19
1982,Willie Randolph,NYY,Second Base,27,0.28,0.368,0.349,0.717,553,155,85,3,36,16,3.7,2.2,1010694
2003,Todd Walker,BOS,Second Base,30,0.283,0.333,0.428,0.76,587,166,92,13,85,1,-1.9,0.9,359
1986,Tony Phillips,OAK,Second Base,27,0.256,0.367,0.345,0.712,441,113,76,5,52,15,3.9,4,1010300
2018,Ketel Marte,ARI,Second Base,24,0.26,0.332,0.437,0.768,520,135,68,14,59,6,2.4,2.5,13613
1980,Manny Trillo,PHI,Second Base,29,0.292,0.334,0.412,0.746,531,155,68,7,43,8,3.5,3.3,1013184
1998,Joey Cora,,Second Base,33,0.276,0.357,0.37,0.728,602,166,111,6,32,15,-5.2,1.5,1002607
2006,Brian Roberts,BAL,Second Base,28,0.286,0.347,0.41,0.757,563,161,85,10,55,36,0.2,3.1,166
1977,Willie Randolph,NYY,Second Base,22,0.274,0.347,0.387,0.734,551,151,91,4,40,13,4.7,4.2,1010694
2019,Ryan McMahon,COL,Second Base,24,0.25,0.329,0.45,0.779,480,120,70,24,83,5,-8.4,0.6,15112
2001,Jay Bell,ARI,Second Base,35,0.248,0.349,0.4,0.749,428,106,59,13,46,0,-5.2,0.9,48
2012,Marco Scutaro,,Second Base,36,0.306,0.348,0.405,0.753,620,190,87,7,74,9,-0.6,2.4,1555
2008,Jose Lopez,SEA,Second Base,24,0.297,0.322,0.443,0.764,644,191,80,17,89,6,0.3,2.2,3114
2017,Joe Panik,SFG,Second Base,26,0.288,0.347,0.421,0.768,511,147,60,10,53,4,0.8,2,11936
1989,Robby Thompson,SFG,Second Base,27,0.241,0.321,0.4,0.721,547,132,91,13,50,12,10.7,5.4,1013023
1996,Ryne Sandberg,CHC,Second Base,36,0.244,0.316,0.444,0.76,554,135,85,25,92,12,-4.1,3.1,1011411
1982,Phil Garner,HOU,Second Base,33,0.274,0.32,0.423,0.743,588,161,65,13,83,24,9,3.6,1004541
2014,Howie Kendrick,LAA,Second Base,30,0.293,0.347,0.397,0.744,617,181,85,7,75,14,11.6,4.6,4229
1981,Jerry Remy,BOS,Second Base,28,0.307,0.368,0.338,0.706,358,110,55,0,31,9,2.3,2.1,1010828
1989,Roberto Alomar,SDP,Second Base,21,0.295,0.347,0.376,0.723,623,184,82,7,56,42,9.1,3.8,860
1989,Tom Herr,PHI,Second Base,33,0.287,0.352,0.364,0.715,561,161,65,2,37,10,4.1,3,1005737
1973,Ted Sizemore,STL,Second Base,28,0.282,0.365,0.334,0.699,521,147,69,1,54,6,0.9,4,1012027
2015,DJ LeMahieu,COL,Second Base,26,0.301,0.358,0.388,0.746,564,170,85,6,61,23,-3.4,1.9,9874
1999,Todd Walker,MIN,Second Base,26,0.279,0.343,0.397,0.74,531,148,62,6,46,18,-11.8,-0.3,359
1995,Delino DeShields,LAD,Second Base,26,0.256,0.353,0.369,0.722,425,109,66,8,37,39,2.7,2.9,275
2012,Ian Kinsler,TEX,Second Base,30,0.256,0.326,0.423,0.749,655,168,105,19,72,21,3.6,2.9,6195
1981,Lou Whitaker,DET,Second Base,24,0.263,0.34,0.373,0.714,335,88,48,5,36,5,2.9,3.4,1013846
1979,Alan Bannister,CHW,Second Base,27,0.285,0.342,0.383,0.725,506,144,71,2,55,22,0.3,1.1,1000515
1988,Harold Reynolds,SEA,Second Base,27,0.283,0.34,0.383,0.723,598,169,61,4,41,35,-4.2,2.1,1010870
2009,Jose Lopez,SEA,Second Base,25,0.272,0.303,0.463,0.766,613,167,69,25,96,3,-8.1,1.8,3114
2004,Omar Infante,DET,Second Base,22,0.264,0.317,0.449,0.766,503,133,69,16,55,13,0.3,1.9,1609
2003,Adam Kennedy,ANA,Second Base,27,0.269,0.344,0.399,0.743,449,121,71,13,49,22,0,2.9,19
1986,Ryne Sandberg,CHC,Second Base,26,0.284,0.33,0.411,0.741,627,178,68,14,76,34,-0.8,3,1011411
2007,Luis Castillo,,Second Base,31,0.301,0.362,0.359,0.721,548,165,91,1,38,19,4.5,2.8,513
1999,Pokey Reese,CIN,Second Base,26,0.285,0.33,0.417,0.747,585,167,85,10,52,38,-8.1,4.3,1004
1990,Roberto Alomar,SDP,Second Base,22,0.287,0.34,0.381,0.721,586,168,80,6,60,24,1.9,3,860
2004,Luis Castillo,FLA,Second Base,28,0.291,0.373,0.348,0.72,564,164,91,2,47,21,2.4,3.2,513
2007,Mark Loretta,HOU,Second Base,35,0.287,0.352,0.372,0.724,460,132,52,4,41,1,-9.7,0.8,1383
2001,Marlon Anderson,PHI,Second Base,27,0.293,0.337,0.421,0.758,522,153,69,11,61,8,-3.4,2.6,947
2006,Jose Vidro,WSN,Second Base,31,0.289,0.348,0.395,0.744,463,134,52,7,47,1,-5,0.1,802
1986,Juan Samuel,PHI,Second Base,25,0.266,0.302,0.448,0.751,591,157,90,16,78,42,2.8,2.9,1011400
2008,Akinori Iwamura,TBR,Second Base,29,0.274,0.349,0.38,0.729,627,172,91,6,48,8,0.8,3,7781
1991,Mike Gallego,OAK,Second Base,30,0.247,0.343,0.369,0.712,482,119,67,12,49,6,1.1,3.4,1004458
2000,Jose Offerman,BOS,Second Base,31,0.255,0.354,0.359,0.713,451,115,73,9,41,0,-13.4,0.4,205
1970,Dick McAuliffe,DET,Second Base,30,0.234,0.358,0.345,0.704,530,124,73,12,50,5,-3.2,2,1008331
2017,Javier Baez,CHC,Second Base,24,0.273,0.317,0.48,0.796,469,128,75,23,75,10,2.7,2.4,12979
2012,Dan Uggla,ATL,Second Base,32,0.22,0.348,0.384,0.732,523,115,86,19,78,4,6.1,3.3,3442
2006,Luis Castillo,MIN,Second Base,30,0.296,0.358,0.37,0.728,584,173,84,3,49,25,-3.5,2.2,513
1974,Ron Hunt,,Second Base,33,0.263,0.372,0.298,0.67,426,112,67,0,26,2,-3.7,1.7,1006212
1996,Fernando Vina,MIL,Second Base,27,0.283,0.342,0.392,0.733,554,157,94,7,46,16,-13.9,1.1,1189
2002,Luis Castillo,FLA,Second Base,26,0.305,0.364,0.361,0.726,606,185,86,2,39,48,6.3,2.5,513
2013,Jedd Gyorko,SDP,Second Base,24,0.249,0.301,0.444,0.745,486,121,62,23,63,1,6,2.3,10816
1983,Jim Gantner,MIL,Second Base,30,0.282,0.329,0.401,0.73,603,170,85,11,74,5,1.4,3.5,1004483
2012,Brandon Phillips,CIN,Second Base,31,0.281,0.321,0.429,0.75,580,163,86,18,77,15,2.5,3.3,791
2015,Neil Walker,PIT,Second Base,29,0.269,0.328,0.427,0.756,543,146,69,16,71,4,7.1,2.6,7539
2015,Daniel Murphy,NYM,Second Base,30,0.281,0.322,0.449,0.77,499,140,56,14,73,2,5.2,2.2,4316
2008,Felipe Lopez,,Second Base,28,0.283,0.343,0.387,0.73,481,136,64,6,46,8,-7.3,0.4,1311
2012,Jose Altuve,HOU,Second Base,22,0.29,0.34,0.399,0.74,576,167,80,7,37,33,5.5,1.9,5417
2013,Marco Scutaro,SFG,Second Base,37,0.297,0.357,0.369,0.726,488,145,57,2,31,2,7.8,2.5,1555
2014,Chase Utley,PHI,Second Base,35,0.27,0.339,0.407,0.746,589,159,74,11,78,10,11.7,3.7,1679
2018,Rougned Odor,TEX,Second Base,24,0.253,0.326,0.424,0.751,474,120,76,18,63,12,-2.8,2.4,12282
2011,Danny Espinosa,WSN,Second Base,24,0.236,0.323,0.414,0.737,573,135,72,21,66,17,6.8,3.2,9219
2004,Tony Womack,STL,Second Base,34,0.307,0.349,0.385,0.735,553,170,91,5,38,26,3.7,2.8,78
2011,Neil Walker,PIT,Second Base,25,0.273,0.334,0.408,0.742,596,163,76,12,83,9,6.5,2.5,7539
1971,Dave Cash,PIT,Second Base,23,0.289,0.349,0.354,0.703,478,138,79,2,34,13,4,2.5,1002041
1990,Jeff Treadway,ATL,Second Base,27,0.283,0.32,0.403,0.723,474,134,56,11,59,3,-4.3,1.3,1013169
2002,Craig Biggio,HOU,Second Base,36,0.253,0.33,0.404,0.734,577,146,96,15,58,16,-5.2,1.9,549
1983,Damaso Garcia,TOR,Second Base,28,0.307,0.336,0.39,0.727,525,161,84,3,38,31,-3.9,1.1,1004498
1984,Jack Perconte,SEA,Second Base,29,0.294,0.357,0.346,0.704,612,180,93,0,31,29,1.2,2.4,1010177
1985,Juan Samuel,PHI,Second Base,24,0.264,0.303,0.436,0.739,663,175,101,19,74,53,4.3,2.7,1011400
1975,Len Randle,TEX,Second Base,26,0.276,0.341,0.359,0.7,601,166,85,4,57,16,-4.3,1.9,1010693
2018,Ozzie Albies,ATL,Second Base,21,0.261,0.305,0.452,0.757,639,167,105,24,72,14,6,3.8,16556
2008,Brandon Phillips,CIN,Second Base,27,0.261,0.312,0.442,0.754,559,146,80,21,78,23,-6.2,2.7,791
2005,Mark Grudzielanek,STL,Second Base,35,0.294,0.334,0.407,0.741,528,155,64,8,59,8,-0.9,2.8,653
2014,Daniel Murphy,NYM,Second Base,29,0.289,0.332,0.403,0.734,596,172,79,9,57,13,7.5,2.5,4316
2000,Damian Jackson,SDP,Second Base,26,0.255,0.345,0.377,0.721,470,120,68,6,37,28,-2.4,2.6,471
2006,Marcus Giles,ATL,Second Base,28,0.262,0.341,0.387,0.729,550,144,87,11,60,10,-6.7,1,89
2005,Craig Counsell,ARI,Second Base,34,0.256,0.35,0.375,0.726,578,148,85,9,42,26,-3.1,2.8,52
1994,Joey Cora,CHW,Second Base,29,0.276,0.353,0.362,0.715,312,86,55,2,30,8,-3.4,0.5,1002607
2006,Brandon Phillips,CIN,Second Base,25,0.276,0.324,0.427,0.751,536,148,65,17,75,25,-4.6,1.4,791
1976,Phil Garner,OAK,Second Base,27,0.261,0.307,0.4,0.707,555,145,54,8,74,35,7.4,2.8,1004541
1969,Horace Clarke,NYY,Second Base,29,0.285,0.339,0.367,0.706,641,183,82,4,48,33,4.5,3.8,1002287
1993,Eric Young,COL,Second Base,26,0.269,0.355,0.353,0.708,490,132,82,3,42,42,-12.3,1.6,716
1975,Rennie Stennett,PIT,Second Base,24,0.286,0.324,0.383,0.707,616,176,89,7,62,5,-1.1,4.6,1012484
1994,Jody Reed,MIL,Second Base,31,0.271,0.362,0.341,0.703,399,108,48,2,37,5,-7.9,1.5,1010771
1991,Gregg Jefferies,NYM,Second Base,23,0.272,0.336,0.374,0.711,486,132,59,9,62,26,5.9,1.7,1006379
1978,Bobby Grich,CAL,Second Base,29,0.251,0.357,0.329,0.685,487,122,68,6,42,4,2.7,3,1005033
2015,Brian Dozier,MIN,Second Base,28,0.236,0.307,0.444,0.751,628,148,101,28,77,12,4.1,3.1,9810
2006,Aaron Hill,TOR,Second Base,24,0.291,0.349,0.386,0.735,546,159,70,6,50,5,-3.8,2.5,6104
1973,Davey Lopes,LAD,Second Base,28,0.275,0.352,0.351,0.703,535,147,77,6,37,36,3.6,3.5,1007750
1989,Willie Randolph,LAD,Second Base,34,0.282,0.366,0.326,0.692,549,155,62,2,36,7,4.9,3.9,1010694
2000,Mark Grudzielanek,LAD,Second Base,30,0.279,0.335,0.389,0.724,617,172,101,7,49,12,-7,1.4,653
2018,DJ LeMahieu,COL,Second Base,29,0.276,0.321,0.428,0.749,533,147,90,15,62,6,-10.7,2.1,9874
1991,Juan Samuel,LAD,Second Base,30,0.271,0.328,0.389,0.717,594,161,74,12,58,23,5.8,2.2,1011400
1991,Chuck Knoblauch,MIN,Second Base,22,0.281,0.351,0.35,0.701,565,159,78,1,50,25,-1.2,2.1,609
2003,Eric Young,,Second Base,36,0.251,0.336,0.392,0.727,475,119,80,15,34,28,-2.6,0.8,716
1976,Roy Smalley,,Second Base,23,0.259,0.356,0.324,0.679,513,133,61,3,44,2,1.7,3,1012078
1998,Mike Lansing,COL,Second Base,30,0.276,0.325,0.411,0.736,584,161,73,12,66,10,-24.7,0.1,1007334
1997,Ray Durham,CHW,Second Base,25,0.271,0.337,0.382,0.719,634,172,106,11,53,33,-6.8,0.3,230
1977,Dave Cash,MON,Second Base,29,0.289,0.343,0.375,0.719,650,188,91,0,43,21,-3.5,2.2,1002041
1993,Chuck Knoblauch,MIN,Second Base,24,0.277,0.354,0.346,0.699,602,167,82,2,41,29,-5.2,2.6,609
2000,Bret Boone,SDP,Second Base,31,0.251,0.326,0.421,0.747,463,116,61,19,74,8,-6.2,0.3,1067
1998,Mark McLemore,TEX,Second Base,33,0.247,0.369,0.317,0.686,461,114,79,5,53,12,-10.3,1.6,1088
1983,Johnny Ray,PIT,Second Base,26,0.283,0.323,0.399,0.722,576,163,68,5,53,18,-1.2,4.4,1010727
1983,Tony Bernazard,,Second Base,26,0.265,0.332,0.385,0.716,533,141,65,8,56,23,-1.7,2.4,1000889
2015,Brock Holt,BOS,Second Base,27,0.28,0.349,0.379,0.727,454,127,56,2,45,8,4.9,2,9345
1993,Joey Cora,CHW,Second Base,28,0.268,0.351,0.349,0.699,579,155,95,2,51,20,-2.2,0.7,1002607
2001,Craig Counsell,ARI,Second Base,30,0.275,0.359,0.362,0.721,458,126,76,4,38,6,-11,2,52
2012,Rickie Weeks Jr.,MIL,Second Base,29,0.23,0.328,0.4,0.728,588,135,85,21,63,16,2.9,1.5,1849
2004,Bret Boone,SEA,Second Base,35,0.251,0.317,0.423,0.74,593,149,74,24,83,10,-8.1,0.9,1067
1982,Rich Dauer,BAL,Second Base,29,0.28,0.337,0.373,0.709,558,156,75,8,57,0,-1.6,1.9,1003006
1976,Willie Randolph,NYY,Second Base,21,0.267,0.355,0.328,0.683,430,115,59,1,40,37,6,4.6,1010694
2009,Placido Polanco,DET,Second Base,33,0.285,0.331,0.396,0.727,618,176,82,10,72,7,-9,2.9,1176
1996,Mark Lewis,DET,Second Base,26,0.27,0.326,0.396,0.722,545,147,69,11,55,6,-13.7,-0.7,1007585
2016,Jonathan Schoop,BAL,Second Base,24,0.267,0.298,0.454,0.752,615,164,82,25,82,1,-1.5,2.3,11265
2018,Cesar Hernandez,PHI,Second Base,28,0.253,0.356,0.362,0.718,605,153,91,15,60,19,-0.3,2.2,10556
2019,Adam Frazier,PIT,Second Base,27,0.278,0.336,0.417,0.753,554,154,80,10,50,5,-2,2.2,15223
2013,Daniel Murphy,NYM,Second Base,28,0.286,0.319,0.415,0.733,658,188,92,13,78,23,11.7,3.1,4316
2004,Brian Roberts,BAL,Second Base,26,0.273,0.344,0.376,0.72,641,175,107,4,53,29,-3.2,2.6,166
2006,Mark Grudzielanek,KCR,Second Base,36,0.297,0.331,0.409,0.74,548,163,85,7,52,3,-6.1,2.7,653
2013,Brian Dozier,MIN,Second Base,26,0.244,0.312,0.414,0.726,558,136,72,18,66,14,1.5,2.9,9810
1987,Jerry Browne,TEX,Second Base,21,0.271,0.358,0.339,0.698,454,123,63,1,38,27,-8.8,1.4,1001525
1988,Robby Thompson,SFG,Second Base,26,0.264,0.323,0.384,0.707,477,126,66,7,48,14,5.7,2.5,1013023
1988,Roberto Alomar,SDP,Second Base,20,0.266,0.328,0.382,0.709,545,145,84,9,41,24,6.6,3.9,860
2014,Ian Kinsler,DET,Second Base,32,0.275,0.307,0.42,0.727,684,188,100,17,92,15,8.2,4.5,6195
2010,Orlando Hudson,MIN,Second Base,32,0.268,0.338,0.372,0.71,497,133,80,6,37,10,-0.7,3,1307
2001,Eric Young,CHC,Second Base,34,0.279,0.333,0.393,0.726,603,168,98,6,42,31,-7.6,1.3,716
1994,Mark Lemke,ATL,Second Base,28,0.294,0.363,0.363,0.726,350,103,40,3,31,0,-7.5,1.3,1007516
1974,Len Randle,TEX,Second Base,25,0.302,0.338,0.356,0.693,520,157,65,1,49,26,-0.7,2,1010693
1999,Joe McEwing,STL,Second Base,26,0.275,0.333,0.398,0.73,513,141,65,9,44,7,-14.1,1.7,887
2019,Hanser Alberto,BAL,Second Base,26,0.305,0.329,0.422,0.751,524,160,62,12,51,4,-3.6,2,11902
1999,Bret Boone,ATL,Second Base,30,0.252,0.31,0.416,0.726,608,153,102,20,63,14,-16.9,-0.2,1067
1989,Tony Phillips,OAK,Second Base,30,0.262,0.345,0.348,0.693,451,118,48,4,47,3,-0.2,2.2,1010300
1993,Mariano Duncan,PHI,Second Base,30,0.282,0.304,0.417,0.721,496,140,68,11,73,6,-7,-0.5,1003554
1973,Dave Nelson,TEX,Second Base,29,0.286,0.325,0.378,0.703,576,165,71,7,48,43,1.2,2.6,1009499
1977,Manny Trillo,CHC,Second Base,26,0.28,0.339,0.377,0.716,504,141,51,7,57,3,-12.8,1,1013184
1993,Carlos Garcia,PIT,Second Base,25,0.269,0.316,0.399,0.716,546,147,77,12,47,18,-7.7,0.9,1004496
2012,Daniel Murphy,NYM,Second Base,27,0.291,0.332,0.403,0.735,571,166,62,6,65,10,3.5,1.6,4316
2003,Orlando Hudson,TOR,Second Base,25,0.268,0.328,0.395,0.723,474,127,54,9,57,5,-7.6,1.4,1307
1976,Felix Millan,NYM,Second Base,32,0.282,0.341,0.343,0.684,531,150,55,1,35,2,-1.3,2.3,1008867
1997,Quilvio Veras,SDP,Second Base,26,0.265,0.357,0.328,0.685,539,143,74,3,45,33,-3.8,-0.1,1013404
2014,Dustin Pedroia,BOS,Second Base,30,0.278,0.337,0.376,0.712,551,153,72,7,53,6,-2.2,3.8,8370
2001,Edgardo Alfonzo,NYM,Second Base,27,0.243,0.322,0.403,0.725,457,111,64,17,49,5,-4.1,1.5,859
1976,Dave Cash,PHI,Second Base,28,0.284,0.337,0.345,0.683,666,189,92,1,56,10,-7.8,2.1,1002041
2011,Jamey Carroll,LAD,Second Base,37,0.29,0.359,0.347,0.706,452,131,52,0,17,10,5.5,2.1,1591
2010,Ben Zobrist,TBR,Second Base,29,0.238,0.346,0.353,0.699,541,129,77,10,75,24,6.6,3.8,7435
1988,Jose Oquendo,STL,Second Base,24,0.277,0.35,0.35,0.7,451,125,36,7,46,4,-0.5,2.5,1009827
1996,Jose Vizcaino,,Second Base,28,0.297,0.341,0.363,0.705,542,161,70,1,45,15,-9.3,1.6,577
1995,Mark McLemore,TEX,Second Base,30,0.261,0.346,0.358,0.703,467,122,73,5,41,21,-13.5,0.8,1088
1987,Marty Barrett,BOS,Second Base,29,0.293,0.351,0.351,0.701,559,164,72,3,43,15,-7.6,1.9,1000599
1991,Delino DeShields,MON,Second Base,22,0.238,0.347,0.332,0.68,563,134,83,10,51,56,2.1,1.6,275
2001,Jose Offerman,BOS,Second Base,32,0.267,0.342,0.374,0.716,524,140,76,9,49,5,-7.6,1.4,205
1994,Delino DeShields,LAD,Second Base,25,0.25,0.357,0.322,0.679,320,80,51,2,33,27,-0.7,1.5,275
1987,Tony Bernazard,,Second Base,30,0.25,0.323,0.393,0.716,507,127,73,14,49,11,-7.3,0.1,1000889
2009,Clint Barmes,COL,Second Base,30,0.245,0.294,0.44,0.734,550,135,69,23,76,12,-13.9,1.6,1830
2001,Alfonso Soriano,NYY,Second Base,25,0.268,0.304,0.432,0.736,574,154,77,18,73,43,-3,0.1,847
1986,Robby Thompson,SFG,Second Base,24,0.271,0.328,0.37,0.698,549,149,73,7,47,12,-3.5,2.4,1013023
2010,Howie Kendrick,LAA,Second Base,26,0.279,0.313,0.407,0.721,616,172,67,10,75,14,-0.1,1.7,4229
2006,Ronnie Belliard,,Second Base,31,0.272,0.322,0.403,0.725,544,148,63,13,67,2,-12.9,0.7,677
1982,Steve Sax,LAD,Second Base,22,0.282,0.335,0.359,0.694,638,180,88,4,47,49,2.9,3.4,1011481
2012,Howie Kendrick,LAA,Second Base,28,0.287,0.325,0.4,0.725,550,158,57,8,67,14,-0.2,2.3,4229
2020,Ketel Marte,ARI,Second Base,26,0.287,0.323,0.409,0.732,181,52,19,2,17,1,-1.7,0.4,13613
2017,Brandon Phillips,,Second Base,36,0.285,0.319,0.416,0.735,572,163,81,13,60,11,-9.1,1.6,791
2006,Mark Loretta,BOS,Second Base,34,0.285,0.345,0.361,0.706,635,181,75,5,59,4,-16.7,0.5,1383
1983,Steve Sax,LAD,Second Base,23,0.281,0.342,0.35,0.692,623,175,94,5,41,56,-1.6,1.7,1011481
2015,Brandon Phillips,CIN,Second Base,34,0.294,0.328,0.395,0.723,588,173,69,12,70,23,1.9,2.5,791
1981,Rich Dauer,BAL,Second Base,28,0.263,0.317,0.369,0.685,369,97,41,4,38,0,0.3,2.1,1003006
2018,Starlin Castro,MIA,Second Base,28,0.278,0.329,0.4,0.729,593,165,76,12,54,6,-0.6,2.3,4579
1984,Bill Doran,HOU,Second Base,26,0.261,0.341,0.356,0.697,548,143,92,4,41,21,0.9,3.3,1003406
1980,Rich Dauer,BAL,Second Base,27,0.284,0.338,0.352,0.69,557,158,71,2,63,3,-3.8,2.8,1003006
2002,Eric Young,MIL,Second Base,35,0.28,0.338,0.369,0.707,496,139,57,3,28,31,-9,1,716
2019,Cesar Hernandez,PHI,Second Base,29,0.279,0.333,0.408,0.741,612,171,77,14,71,9,-5.2,1.8,10556
2012,Jason Kipnis,CLE,Second Base,25,0.257,0.335,0.379,0.714,591,152,86,14,76,31,6.1,3.4,9776
2006,Josh Barfield,SDP,Second Base,23,0.28,0.318,0.423,0.741,539,151,72,13,58,21,0.4,2.3,3622
2011,Kelly Johnson,,Second Base,29,0.222,0.304,0.413,0.717,545,121,75,21,58,16,-3.7,2,2234
2008,Marco Scutaro,TOR,Second Base,32,0.267,0.341,0.356,0.697,517,138,76,7,60,7,-8.4,3,1555
1974,Rennie Stennett,PIT,Second Base,23,0.291,0.322,0.374,0.697,673,196,84,7,56,8,-5.4,2.9,1012484
1999,Miguel Cairo,TBD,Second Base,25,0.295,0.335,0.368,0.703,465,137,61,3,36,22,-12.2,0.5,1412
2016,Brandon Phillips,CIN,Second Base,35,0.291,0.32,0.416,0.736,550,160,74,11,64,14,-9.4,0.9,791
2016,Scooter Gennett,MIL,Second Base,26,0.263,0.317,0.412,0.728,498,131,58,14,56,8,-8.1,0.2,10339
1973,Tito Fuentes,SFG,Second Base,29,0.277,0.328,0.358,0.686,656,182,78,6,63,12,-7.7,2.2,1004385
1972,Ron Hunt,MON,Second Base,31,0.253,0.363,0.298,0.661,443,112,56,0,18,9,-2,3,1006212
1973,Cookie Rojas,KCR,Second Base,34,0.276,0.32,0.372,0.692,551,152,78,6,69,18,-3.1,1.8,1011152
1989,Gregg Jefferies,NYM,Second Base,21,0.258,0.314,0.392,0.706,508,131,72,12,56,21,3.6,1.1,1006379
1976,Wayne Garrett,,Second Base,28,0.231,0.356,0.311,0.667,428,99,51,6,37,9,-4.1,2.5,1004547
2006,Jose Lopez,SEA,Second Base,22,0.282,0.319,0.405,0.723,603,170,78,10,79,5,-10.5,1.4,3114
1979,Bump Wills,TEX,Second Base,26,0.273,0.34,0.35,0.69,543,148,90,5,46,35,-4.4,2.9,1014049
2003,Brian Roberts,BAL,Second Base,25,0.27,0.337,0.367,0.704,460,124,65,5,41,23,0.8,2.9,166
2006,Craig Biggio,HOU,Second Base,40,0.246,0.306,0.422,0.727,548,135,79,21,62,3,-14.3,0.9,549
1979,Jerry Royster,ATL,Second Base,26,0.273,0.337,0.349,0.687,601,164,103,3,51,35,-8.8,1.4,1011270
1975,Felix Millan,NYM,Second Base,31,0.283,0.329,0.348,0.677,676,191,81,1,56,1,-6.9,1.6,1008867
1990,Juan Samuel,LAD,Second Base,29,0.242,0.316,0.382,0.699,492,119,62,13,52,38,-3.8,0.7,1011400
1985,Ron Oester,CIN,Second Base,29,0.295,0.354,0.361,0.715,526,155,59,1,34,5,-3.8,3.5,1009739
1990,Harold Reynolds,SEA,Second Base,29,0.252,0.336,0.347,0.683,642,162,100,5,55,31,-7.1,3.9,1010870
2002,Roberto Alomar,NYM,Second Base,34,0.266,0.331,0.376,0.708,590,157,73,11,53,16,-8.3,1.4,860
1982,Johnny Ray,PIT,Second Base,25,0.281,0.318,0.382,0.7,647,182,79,7,63,16,-3.4,3.6,1010727
1969,Tommy Harper,SEA,Second Base,28,0.235,0.349,0.311,0.66,537,126,78,9,41,73,2.3,0.2,1005383
1995,Jody Reed,SDP,Second Base,32,0.256,0.348,0.328,0.676,445,114,58,4,40,6,-8,1.3,1010771
2017,Yolmer Sanchez,CHW,Second Base,25,0.267,0.319,0.413,0.732,484,129,63,12,59,8,-4.4,2.2,11602
2016,Starlin Castro,NYY,Second Base,26,0.27,0.3,0.433,0.734,577,156,63,21,70,4,-6.5,1.3,4579
1973,Felix Millan,NYM,Second Base,29,0.29,0.332,0.353,0.685,638,185,82,3,37,2,-4.1,3,1008867
1978,Bump Wills,TEX,Second Base,25,0.25,0.331,0.347,0.678,539,135,78,9,57,52,0.6,3.6,1014049
2012,Danny Espinosa,WSN,Second Base,25,0.247,0.315,0.402,0.717,594,147,82,17,56,20,-3.4,2.6,9219
2017,Ian Kinsler,DET,Second Base,35,0.236,0.313,0.412,0.725,551,130,90,22,52,14,-4.6,2.6,6195
2006,Adam Kennedy,LAA,Second Base,30,0.273,0.334,0.384,0.718,451,123,50,4,55,16,-11.3,1,19
1987,Johnny Ray,,Second Base,30,0.289,0.334,0.374,0.708,599,173,64,5,69,4,-9.6,1.6,1010727
2017,Dee Gordon,MIA,Second Base,29,0.308,0.341,0.375,0.716,653,201,114,2,33,60,3.7,3.6,8203
1997,Tony Womack,PIT,Second Base,27,0.278,0.326,0.374,0.7,641,178,85,6,50,60,-6.7,-0.9,78
1989,Jeff Treadway,ATL,Second Base,26,0.277,0.317,0.378,0.695,473,131,58,8,40,3,-4.8,1.6,1013169
1972,Tito Fuentes,SFG,Second Base,28,0.264,0.31,0.379,0.69,572,151,64,7,53,16,-2.9,1.2,1004385
1971,Felix Millan,ATL,Second Base,27,0.289,0.332,0.362,0.694,577,167,65,2,45,11,-8.4,1.2,1008867
2014,Dee Gordon,LAD,Second Base,26,0.289,0.326,0.378,0.704,609,176,92,2,34,64,11.9,3.6,8203
2016,Chase Utley,LAD,Second Base,37,0.252,0.319,0.396,0.716,512,129,79,14,52,2,-1.4,2.2,1679
2018,Jonathan Villar,,Second Base,27,0.26,0.325,0.384,0.709,466,121,54,14,46,35,-0.1,2.1,10071
2017,Yangervis Solarte,SDP,Second Base,29,0.255,0.314,0.416,0.731,466,119,49,18,64,3,-8.8,0.8,5352
2018,Yoan Moncada,CHW,Second Base,23,0.235,0.315,0.4,0.714,578,136,73,17,61,12,-0.4,2,17232
1984,Tom Herr,STL,Second Base,28,0.276,0.335,0.346,0.681,558,154,67,4,49,13,-3.1,2.2,1005737
1993,Harold Reynolds,BAL,Second Base,32,0.252,0.343,0.334,0.677,485,122,64,4,47,12,-11.5,1.3,1010870
2000,Mark McLemore,SEA,Second Base,35,0.245,0.353,0.316,0.669,481,118,72,3,46,30,-15,1.2,1088
1984,Alan Wiggins,SDP,Second Base,26,0.258,0.342,0.329,0.671,596,154,106,3,34,70,3.7,2.4,1013931
1990,Robby Thompson,SFG,Second Base,28,0.245,0.299,0.392,0.691,498,122,67,15,56,14,-2.9,1.4,1013023
2008,Robinson Cano,NYY,Second Base,25,0.271,0.305,0.41,0.715,597,162,70,14,72,2,-12.6,0.1,3269
