Season,Name,Team,Position,Age,AVG,OBP,SLG,OPS,AB,H,R,HR,RBI,SB,Off,WAR,playerid
2014,Kyle Seager,SEA,Third Base,26,0.268,0.334,0.454,0.788,590,158,71,25,96,7,15.4,5.2,9785
2008,Jorge Cantu,FLA,Third Base,26,0.277,0.327,0.481,0.808,628,174,92,29,95,6,8.4,2.6,2521
2018,Eduardo Escobar,,Third Base,29,0.272,0.334,0.489,0.824,566,154,75,23,84,2,11.7,3.5,6153
2006,Aubrey Huff,,Third Base,29,0.267,0.344,0.469,0.813,454,121,57,21,66,0,5.7,1.1,1213
2006,Mike Lowell,BOS,Third Base,32,0.284,0.339,0.475,0.814,573,163,79,20,80,2,-2.3,2.5,527
1995,Jeff King,PIT,Third Base,30,0.265,0.342,0.456,0.798,445,118,61,18,87,7,2.8,2.7,1006931
1998,Todd Zeile,,Third Base,32,0.271,0.35,0.437,0.787,572,155,85,19,94,4,6,2.3,457
1990,Gary Sheffield,MIL,Third Base,21,0.294,0.35,0.421,0.771,487,143,67,10,67,25,11.9,2.9,114
1999,Vinny Castilla,COL,Third Base,31,0.275,0.331,0.478,0.809,615,169,83,33,102,2,-20.8,0.6,84
1993,Steve Buechele,CHC,Third Base,31,0.272,0.345,0.437,0.782,460,125,53,15,65,1,5.2,3.6,1001630
1984,Carney Lansford,OAK,Third Base,27,0.3,0.342,0.439,0.781,597,179,70,14,74,9,14.4,3.7,1007331
2005,Shea Hillenbrand,TOR,Third Base,29,0.291,0.343,0.449,0.792,594,173,91,18,82,5,7.4,2.1,196
2017,Mike Moustakas,KCR,Third Base,28,0.272,0.314,0.521,0.835,555,151,75,38,85,0,4.3,2,4892
1986,Darnell Coles,DET,Third Base,24,0.273,0.333,0.453,0.786,521,142,67,20,86,6,10.1,2.6,1002436
1991,Todd Zeile,STL,Third Base,25,0.28,0.353,0.412,0.765,565,158,76,11,81,17,12.3,2.6,457
1974,Rico Petrocelli,BOS,Third Base,31,0.267,0.336,0.421,0.757,454,121,53,15,76,1,6.2,2.6,1010245
1971,Tony Perez,CIN,Third Base,29,0.269,0.325,0.438,0.764,609,164,72,25,91,4,14.8,4.9,1010188
1996,Todd Zeile,,Third Base,30,0.263,0.348,0.436,0.784,617,162,78,25,99,1,4.1,1.6,457
1982,Tim Wallach,MON,Third Base,24,0.268,0.313,0.471,0.784,596,160,89,28,97,6,13.4,4,1013554
1978,Darrell Evans,SFG,Third Base,31,0.243,0.36,0.404,0.764,547,133,82,20,78,4,11.7,4.2,1003864
1986,Ray Knight,NYM,Third Base,33,0.298,0.351,0.424,0.775,486,145,51,11,76,2,12.2,2.7,1007043
1979,Butch Hobson,BOS,Third Base,27,0.261,0.298,0.496,0.794,528,138,74,28,93,3,1.1,1.8,1005872
1977,Wayne Gross,OAK,Third Base,25,0.233,0.352,0.416,0.769,485,113,66,22,63,5,11,2.1,1005091
1991,Steve Buechele,,Third Base,29,0.262,0.331,0.44,0.771,530,139,74,22,85,0,8.2,3.7,1001630
1994,Sean Berry,MON,Third Base,28,0.278,0.347,0.453,0.8,320,89,43,11,41,14,4.2,0.9,1000910
2007,Adrian Beltre,SEA,Third Base,28,0.276,0.319,0.482,0.802,595,164,87,26,99,14,6.9,2.9,639
2005,Jorge Cantu,TBD,Third Base,23,0.286,0.311,0.497,0.808,598,171,73,28,117,1,4.5,1.1,2521
1989,Brook Jacoby,CLE,Third Base,29,0.272,0.348,0.416,0.764,519,141,49,13,64,2,7.6,3.4,1006318
2011,Edwin Encarnacion,TOR,Third Base,28,0.272,0.334,0.453,0.787,481,131,70,17,55,8,5.7,0.7,2151
2007,Ty Wigginton,,Third Base,29,0.278,0.333,0.459,0.792,547,152,71,22,67,3,1.6,1,1491
2009,Jorge Cantu,FLA,Third Base,27,0.289,0.345,0.443,0.788,585,169,67,16,100,3,1.7,0.9,2521
1977,Bill Madlock,SFG,Third Base,26,0.302,0.36,0.426,0.785,533,161,70,12,46,13,6.1,1.2,1007957
1986,Doug DeCinces,CAL,Third Base,35,0.256,0.325,0.459,0.784,512,131,69,26,96,2,7.7,2.7,1003123
1974,Eric Soderholm,MIN,Third Base,25,0.276,0.349,0.392,0.741,464,128,63,10,51,7,8.2,3.1,1012260
2008,Alex Gordon,KCR,Third Base,24,0.26,0.351,0.432,0.783,493,128,72,16,59,9,8.2,2.6,5209
1977,Buddy Bell,CLE,Third Base,25,0.292,0.351,0.426,0.777,479,140,64,11,64,1,4.8,3.4,1000799
1998,John Valentin,BOS,Third Base,31,0.247,0.34,0.442,0.782,588,145,113,23,73,4,-0.6,4.5,1375
1980,John Castino,MIN,Third Base,25,0.302,0.336,0.43,0.766,546,165,67,13,64,7,4,3.8,1002062
2016,Anthony Rendon,WSN,Third Base,26,0.27,0.348,0.45,0.797,567,153,91,20,85,12,11.4,4.3,12861
1994,Tony Fernandez,CIN,Third Base,32,0.279,0.361,0.426,0.787,366,102,50,8,50,12,1.9,1.6,1004002
2015,Todd Frazier,CIN,Third Base,29,0.255,0.309,0.498,0.806,619,158,82,35,89,13,12,4.3,785
2019,Brian Anderson,MIA,Third Base,26,0.261,0.342,0.468,0.811,459,120,57,20,66,5,10.1,3.1,18289
1994,Travis Fryman,DET,Third Base,25,0.263,0.326,0.474,0.801,464,122,66,18,85,2,0,1.9,385
1973,Wayne Garrett,NYM,Third Base,25,0.256,0.348,0.403,0.751,504,129,76,16,58,6,9.2,4,1004547
1988,Kelly Gruber,TOR,Third Base,26,0.278,0.328,0.438,0.766,569,158,75,16,81,23,11.9,5.3,1005107
2014,Luis Valbuena,CHC,Third Base,28,0.249,0.341,0.435,0.776,478,119,68,16,51,1,11.6,3.2,4969
2012,Alex Rodriguez,NYY,Third Base,36,0.272,0.353,0.43,0.783,463,126,74,18,57,13,9.3,2.5,1274
1987,Jack Howell,CAL,Third Base,25,0.245,0.331,0.461,0.792,449,110,64,23,64,4,5.4,2.4,1006099
1978,Larry Parrish,MON,Third Base,24,0.277,0.321,0.454,0.775,520,144,68,15,70,2,8.7,2.8,1010020
2016,Danny Valencia,OAK,Third Base,31,0.287,0.346,0.446,0.792,471,135,72,17,51,1,8.8,1.5,6364
1983,Ken Oberkfell,STL,Third Base,27,0.293,0.371,0.385,0.756,488,143,62,3,38,12,9.3,3.1,1009677
1981,Hubie Brooks,NYM,Third Base,24,0.307,0.345,0.411,0.756,358,110,34,4,38,9,6.8,2.4,1001472
2007,Akinori Iwamura,TBD,Third Base,28,0.285,0.359,0.411,0.77,491,140,82,7,34,12,8,3.1,7781
1996,Gary Gaetti,STL,Third Base,37,0.274,0.326,0.473,0.799,522,143,71,23,80,2,4,2.1,1004422
2006,Chad Tracy,ARI,Third Base,26,0.281,0.343,0.451,0.794,597,168,91,20,80,5,-0.6,1.8,1888
2002,Todd Zeile,COL,Third Base,36,0.273,0.353,0.425,0.778,506,138,61,18,87,1,-12.6,-0.3,457
2019,Eduardo Escobar,ARI,Third Base,30,0.269,0.32,0.511,0.831,636,171,94,35,118,5,10.5,3.6,6153
1994,Charlie Hayes,COL,Third Base,29,0.288,0.348,0.433,0.78,423,122,46,10,50,3,-7.9,0.9,1005525
1999,Troy Glaus,ANA,Third Base,22,0.24,0.331,0.45,0.781,551,132,85,29,79,5,-2.7,2.4,15
2018,Jurickson Profar,TEX,Third Base,25,0.254,0.335,0.458,0.793,524,133,82,20,77,10,8.8,2.8,10815
2017,Nicholas Castellanos,DET,Third Base,25,0.272,0.32,0.49,0.811,614,167,73,26,101,4,7.2,1.5,11737
1977,Butch Hobson,BOS,Third Base,25,0.265,0.3,0.489,0.789,593,157,77,30,112,5,0.7,1.5,1005872
1974,Dan Driessen,CIN,Third Base,22,0.281,0.347,0.4,0.747,470,132,63,7,56,10,7.3,2,1003501
1979,Buddy Bell,TEX,Third Base,27,0.299,0.327,0.451,0.778,670,200,89,18,101,5,6.4,6.7,1000799
1974,Doug Rader,HOU,Third Base,29,0.257,0.334,0.415,0.749,533,137,61,17,78,7,9.6,3.6,1010638
1993,Jeff King,PIT,Third Base,28,0.295,0.356,0.406,0.762,611,180,82,9,98,8,3.8,3.5,1006931
2007,Ryan Zimmerman,WSN,Third Base,22,0.266,0.33,0.458,0.788,653,174,99,24,91,4,4.3,4.5,4220
2005,Joe Randa,,Third Base,35,0.276,0.335,0.452,0.787,555,153,71,17,68,0,7.3,2,623
1997,Matt Williams,CLE,Third Base,31,0.263,0.307,0.488,0.795,596,157,86,32,105,12,1.2,4.1,77
1973,Don Money,MIL,Third Base,26,0.284,0.347,0.401,0.748,556,158,75,11,61,22,11.1,2.7,1009052
1971,Brooks Robinson,BAL,Third Base,34,0.272,0.341,0.413,0.754,589,160,67,20,92,0,9.8,5.8,1011055
2005,Eric Chavez,OAK,Third Base,27,0.269,0.329,0.466,0.794,625,168,92,27,101,6,15,5.2,906
1969,Bill Melton,CHW,Third Base,23,0.255,0.326,0.433,0.759,556,142,67,23,87,1,5.6,1.9,1008754
1977,Doug DeCinces,BAL,Third Base,26,0.259,0.339,0.433,0.772,522,135,63,19,69,8,10,4.2,1003123
1985,Paul Molitor,MIL,Third Base,28,0.297,0.356,0.408,0.764,576,171,93,10,48,21,9.3,3.5,1009040
2006,Eric Chavez,OAK,Third Base,28,0.241,0.351,0.435,0.786,485,117,74,22,72,3,0.7,3.4,906
1983,Tim Wallach,MON,Third Base,25,0.269,0.335,0.434,0.769,581,156,54,19,70,0,9.5,2.8,1013554
2014,Lonnie Chisenhall,CLE,Third Base,25,0.28,0.343,0.427,0.77,478,134,62,13,59,3,10.6,1.6,7571
2002,Shea Hillenbrand,BOS,Third Base,26,0.293,0.33,0.459,0.789,634,186,94,18,83,4,4.1,2.2,196
1994,Scott Cooper,BOS,Third Base,26,0.282,0.333,0.453,0.786,369,104,49,13,53,0,-3.8,2,1002600
1975,Graig Nettles,NYY,Third Base,30,0.267,0.322,0.43,0.753,581,155,71,21,91,1,8.1,4.6,1009517
2007,Casey Blake,CLE,Third Base,33,0.27,0.339,0.437,0.776,588,159,81,18,78,4,6.8,2.9,719
2007,Kevin Kouzmanoff,SDP,Third Base,25,0.275,0.329,0.457,0.786,484,133,57,18,74,1,5.9,2.2,5995
1970,Brooks Robinson,BAL,Third Base,33,0.276,0.335,0.429,0.764,608,168,84,18,94,1,8.1,3.9,1011055
1981,Dave Stapleton,BOS,Third Base,27,0.285,0.325,0.423,0.747,355,101,45,10,42,0,3,1.4,1012423
2020,J.D. Davis,NYM,Third Base,27,0.247,0.371,0.389,0.761,190,47,26,6,19,0,2.1,0.5,16219
2000,Joe Randa,KCR,Third Base,30,0.304,0.343,0.438,0.781,612,186,88,15,106,6,-9.3,2.1,623
2011,Ryan Roberts,ARI,Third Base,30,0.249,0.341,0.427,0.768,482,120,86,19,65,18,7.5,3.6,5653
1979,Carney Lansford,CAL,Third Base,22,0.287,0.329,0.436,0.764,654,188,114,19,79,20,7.6,3.4,1007331
2005,Garrett Atkins,COL,Third Base,25,0.287,0.347,0.426,0.773,519,149,62,13,89,0,-7.3,1.9,1790
2006,Adrian Beltre,SEA,Third Base,27,0.268,0.328,0.465,0.792,620,166,88,25,89,11,3.7,4.6,639
1987,Terry Pendleton,STL,Third Base,26,0.286,0.36,0.412,0.772,583,167,82,12,96,19,3.8,2.7,1010157
2014,Matt Carpenter,STL,Third Base,28,0.272,0.375,0.375,0.75,595,162,99,8,59,5,13.2,3.4,8090
2008,Garrett Atkins,COL,Third Base,28,0.286,0.328,0.452,0.78,611,175,86,21,99,1,-4.4,0.1,1790
1998,Robin Ventura,CHW,Third Base,30,0.263,0.349,0.436,0.785,590,155,84,21,91,1,1.2,5.8,854
2001,Mike Lowell,FLA,Third Base,27,0.283,0.34,0.448,0.789,551,156,65,18,100,1,4.2,3.3,527
1995,Terry Pendleton,FLA,Third Base,34,0.29,0.339,0.439,0.778,513,149,70,14,78,1,1.1,2.3,1010157
1974,Ron Cey,LAD,Third Base,26,0.262,0.349,0.397,0.746,577,151,88,18,97,1,9.8,5,1002108
2008,Mark Reynolds,ARI,Third Base,24,0.239,0.32,0.458,0.779,539,129,87,28,97,11,1,1.2,7619
1971,Bob Bailey,MON,Third Base,28,0.251,0.359,0.382,0.741,545,137,65,14,83,13,7.6,3,1000420
2017,Asdrubal Cabrera,NYM,Third Base,31,0.28,0.351,0.434,0.785,479,134,66,14,59,3,-0.9,1.4,4962
1969,Deron Johnson,PHI,Third Base,30,0.255,0.333,0.419,0.752,475,121,51,17,80,4,6.3,0.9,1006444
2020,Kyle Seager,SEA,Third Base,32,0.241,0.355,0.433,0.788,203,49,35,9,40,5,7.2,1.5,9785
1999,Adrian Beltre,LAD,Third Base,20,0.275,0.352,0.428,0.78,538,148,84,15,67,18,0.8,3.4,639
1982,Roy Smalley,,Third Base,29,0.255,0.345,0.413,0.758,499,127,57,20,67,0,6.4,2.9,1012078
1989,Tim Wallach,MON,Third Base,31,0.277,0.341,0.419,0.76,573,159,76,13,77,3,9.2,4,1013554
1993,Wade Boggs,NYY,Third Base,35,0.302,0.378,0.363,0.74,560,169,83,2,59,0,4.3,3.3,1001124
1986,Mike Pagliarulo,NYY,Third Base,26,0.238,0.316,0.464,0.78,504,120,71,28,71,4,6.6,2.9,1009959
2004,Ryan Freel,CIN,Third Base,28,0.277,0.375,0.368,0.743,505,140,74,3,28,37,4.1,2.6,1207
2002,Jose Valentin,CHW,Third Base,32,0.249,0.311,0.479,0.79,474,118,70,25,75,3,2.1,3.5,256
2003,Aaron Boone,,Third Base,30,0.267,0.327,0.453,0.78,592,158,92,24,96,23,4.3,2.1,311
2015,Adrian Beltre,TEX,Third Base,36,0.287,0.334,0.453,0.788,567,163,83,18,83,1,10.6,4.3,639
2004,Chone Figgins,ANA,Third Base,26,0.296,0.35,0.419,0.77,577,171,83,5,60,34,9.1,3.5,1580
2003,Aramis Ramirez,,Third Base,25,0.272,0.324,0.465,0.788,607,165,75,27,106,2,-3.2,2.1,1002
2013,Kyle Seager,SEA,Third Base,25,0.26,0.338,0.426,0.764,615,160,79,22,69,9,15.5,4.2,9785
2020,Rafael Devers,BOS,Third Base,23,0.263,0.31,0.483,0.793,232,61,32,11,43,0,3.7,0.5,17350
2001,Robin Ventura,NYM,Third Base,33,0.237,0.359,0.419,0.778,456,108,70,21,61,2,1.9,2.7,854
1970,Graig Nettles,CLE,Third Base,25,0.235,0.336,0.404,0.741,549,129,81,26,62,3,2.6,4.8,1009517
1989,Kevin Seitzer,KCR,Third Base,27,0.281,0.387,0.337,0.723,597,168,78,4,48,17,8.5,2.3,1011730
1984,Ron Cey,CHC,Third Base,36,0.24,0.324,0.442,0.766,505,121,71,25,97,3,2.9,1.6,1002108
1977,Phil Garner,PIT,Third Base,28,0.26,0.325,0.441,0.766,585,152,99,17,77,32,5.5,3.5,1004541
1999,Aaron Boone,CIN,Third Base,26,0.28,0.33,0.445,0.775,472,132,56,14,72,17,-5.2,2.4,311
2003,Wes Helms,MIL,Third Base,27,0.261,0.33,0.45,0.78,476,124,56,23,67,0,0.5,0.9,94
1988,Steve Buechele,TEX,Third Base,26,0.25,0.342,0.404,0.746,503,126,68,16,58,2,4.5,3.7,1001630
2010,Michael Young,TEX,Third Base,33,0.284,0.33,0.444,0.774,656,186,99,21,91,4,1.6,2.5,1286
1978,Eric Soderholm,CHW,Third Base,29,0.258,0.318,0.431,0.749,457,118,57,20,67,2,4.7,2.6,1012260
1983,Toby Harrah,CLE,Third Base,34,0.266,0.363,0.365,0.728,526,140,81,9,53,16,3.7,2.4,1005384
1970,Bob Oliver,KCR,Third Base,27,0.26,0.309,0.451,0.76,612,159,83,27,99,3,4.5,1.8,1009774
1970,Doug Rader,HOU,Third Base,25,0.252,0.322,0.436,0.758,576,145,90,25,87,3,1.9,3.5,1010638
1993,Dave Magadan,,Third Base,30,0.273,0.378,0.356,0.734,455,124,49,5,50,2,1.8,2,1007961
2016,Martin Prado,MIA,Third Base,32,0.305,0.359,0.417,0.775,600,183,70,8,75,2,8,3.8,3312
1991,Travis Fryman,DET,Third Base,22,0.259,0.309,0.447,0.756,557,144,65,21,91,12,4.6,3.4,385
2008,Adrian Beltre,SEA,Third Base,29,0.266,0.327,0.457,0.784,556,148,74,25,77,8,5,3.9,639
1984,Doug DeCinces,CAL,Third Base,33,0.269,0.327,0.431,0.758,547,147,77,20,82,4,6.4,2.6,1003123
1998,Jose Hernandez,CHC,Third Base,28,0.254,0.311,0.471,0.782,488,124,76,23,75,4,-1.9,2.2,688
1995,Travis Fryman,DET,Third Base,26,0.275,0.347,0.409,0.756,567,156,79,15,81,4,-3.4,3.5,385
2012,Pedro Alvarez,PIT,Third Base,25,0.244,0.317,0.467,0.784,525,128,64,30,85,1,9.9,2.5,2495
1985,Bill Madlock,,Third Base,34,0.275,0.345,0.402,0.747,513,141,69,12,56,10,8.1,2.2,1007957
2019,Manny Machado,SDP,Third Base,26,0.256,0.334,0.462,0.796,587,150,81,32,85,5,5.5,3.1,11493
1979,Dan Meyer,SEA,Third Base,26,0.278,0.317,0.459,0.776,525,146,72,20,74,11,0.3,0.9,1008824
1979,Richie Hebner,NYM,Third Base,31,0.268,0.354,0.393,0.747,473,127,54,10,79,3,5.9,2.2,1005571
1974,Bill Melton,CHW,Third Base,28,0.242,0.326,0.404,0.73,495,120,63,21,63,3,5.1,2,1008754
2009,Adam Kennedy,OAK,Third Base,33,0.289,0.348,0.41,0.758,529,153,65,11,63,20,3.2,1.5,19
1991,Carlos Baerga,CLE,Third Base,22,0.288,0.346,0.398,0.744,593,171,80,11,69,3,5,2.7,175
2002,Joe Randa,KCR,Third Base,32,0.282,0.341,0.426,0.768,549,155,63,11,80,2,-4.5,2.1,623
2017,Todd Frazier,,Third Base,31,0.213,0.344,0.428,0.772,474,101,74,27,76,4,4.7,3.2,785
2015,Kyle Seager,SEA,Third Base,27,0.266,0.328,0.451,0.779,623,166,85,26,74,6,9.1,3.8,9785
2012,Chris Johnson,,Third Base,27,0.281,0.326,0.451,0.777,488,137,48,15,76,5,0.9,1.4,1191
2019,Jose Ramirez,CLE,Third Base,26,0.255,0.327,0.479,0.806,482,123,68,23,83,24,10.4,3.4,13510
1986,Carney Lansford,OAK,Third Base,29,0.284,0.332,0.421,0.753,591,168,80,19,72,16,8.4,3,1007331
1988,Kevin Mitchell,SFG,Third Base,26,0.251,0.319,0.442,0.76,505,127,60,19,80,5,10.6,2.6,1009004
2004,Pedro Feliz,SFG,Third Base,29,0.276,0.305,0.485,0.79,503,139,72,22,84,5,-2,1.7,1112
1986,Ken Oberkfell,ATL,Third Base,30,0.27,0.373,0.36,0.733,503,136,62,5,48,7,1,2.9,1009677
1981,Graig Nettles,NYY,Third Base,36,0.244,0.333,0.398,0.731,349,85,46,15,46,0,5.5,2.3,1009517
1986,Bob Brenly,SFG,Third Base,32,0.246,0.35,0.403,0.752,472,116,60,16,62,10,7.7,2.8,1001386
2014,Aramis Ramirez,MIL,Third Base,36,0.285,0.33,0.427,0.757,494,141,47,15,66,3,-0.5,1.7,1002
1990,Tony Phillips,DET,Third Base,31,0.251,0.364,0.351,0.715,573,144,97,8,55,19,6.2,4.4,1010300
1986,Jim Presley,SEA,Third Base,24,0.265,0.303,0.463,0.766,616,163,83,27,107,0,-0.7,2.1,1010523
1987,Gary Gaetti,MIN,Third Base,28,0.257,0.303,0.485,0.788,584,150,95,31,109,10,-2.8,2.4,1004422
1979,Darrell Evans,SFG,Third Base,32,0.253,0.356,0.391,0.748,562,142,68,17,70,6,4.6,2.5,1003864
1984,Hubie Brooks,NYM,Third Base,27,0.283,0.341,0.417,0.758,561,159,61,16,73,6,7.7,2.5,1001472
2018,Brian Anderson,MIA,Third Base,25,0.273,0.357,0.4,0.757,590,161,87,11,65,2,10.2,3.4,18289
1996,Travis Fryman,DET,Third Base,27,0.268,0.329,0.437,0.766,616,165,90,22,100,4,-9.8,2.1,385
2020,Jean Segura,PHI,Third Base,30,0.266,0.347,0.422,0.769,192,51,28,7,25,2,0.9,1,5933
2004,Edgardo Alfonzo,SFG,Third Base,30,0.289,0.35,0.407,0.757,519,150,66,11,77,1,-2.1,1.4,859
2002,David Bell,SFG,Third Base,29,0.261,0.333,0.429,0.762,552,144,82,20,73,1,2.6,3.1,1108
1969,Joe Foy,KCR,Third Base,26,0.262,0.354,0.37,0.724,519,136,72,11,71,37,5.5,1.6,1004286
2007,Melvin Mora,BAL,Third Base,35,0.274,0.341,0.418,0.759,467,128,67,14,58,9,-4.4,2.2,157
2000,Robin Ventura,NYM,Third Base,32,0.232,0.338,0.439,0.777,469,109,61,24,84,3,-5.1,1.9,854
2007,Jose Bautista,PIT,Third Base,26,0.254,0.339,0.414,0.753,532,135,75,15,63,6,-7.1,0.7,1887
1975,Bill Melton,CHW,Third Base,29,0.24,0.347,0.359,0.706,512,123,62,15,70,5,2.2,1.5,1008754
1978,Phil Garner,PIT,Third Base,29,0.261,0.345,0.4,0.745,528,138,66,10,66,27,3.4,2.6,1004541
2017,Josh Harrison,PIT,Third Base,29,0.272,0.339,0.432,0.771,486,132,66,16,47,12,4.8,2.6,8202
1982,Ron Cey,LAD,Third Base,34,0.254,0.323,0.428,0.751,556,141,62,24,79,3,8.2,3.6,1002108
2003,Eric Hinske,TOR,Third Base,25,0.243,0.329,0.437,0.765,449,109,74,12,63,12,4.8,1.4,1305
1976,Jorge Orta,CHW,Third Base,25,0.274,0.316,0.41,0.726,636,174,74,14,72,24,9,1.8,1009853
2020,Eugenio Suarez,CIN,Third Base,28,0.202,0.312,0.47,0.781,198,40,29,15,38,2,1.7,1.1,12552
1980,Roy Howell,TOR,Third Base,26,0.269,0.335,0.413,0.748,528,142,51,10,57,0,-1.1,2.1,1006104
2003,Sean Burroughs,SDP,Third Base,22,0.286,0.352,0.402,0.755,517,148,62,7,58,7,2.9,2.7,1021
1983,Paul Molitor,MIL,Third Base,26,0.27,0.333,0.41,0.743,608,164,95,15,47,41,11.4,4.4,1009040
2003,Shea Hillenbrand,,Third Base,27,0.28,0.314,0.468,0.782,515,144,60,20,97,1,-5.9,-0.1,196
1997,Travis Fryman,DET,Third Base,28,0.274,0.326,0.44,0.766,595,163,90,22,102,16,-2.4,3.1,385
2015,Matt Duffy,SFG,Third Base,24,0.295,0.334,0.428,0.762,573,169,77,12,77,12,13.8,4.4,13836
2019,Asdrubal Cabrera,,Third Base,33,0.26,0.342,0.441,0.783,447,116,69,18,91,4,-5.3,1.9,4962
2013,Pablo Sandoval,SFG,Third Base,26,0.278,0.341,0.417,0.758,525,146,52,14,79,0,4.9,2,5409
2014,Trevor Plouffe,MIN,Third Base,28,0.258,0.328,0.423,0.751,520,134,69,14,80,2,6.2,3.4,7462
1995,Charlie Hayes,PHI,Third Base,30,0.276,0.34,0.406,0.746,529,146,58,11,85,5,-1.6,2.3,1005525
1998,Shane Andrews,MON,Third Base,26,0.238,0.314,0.455,0.769,492,117,48,25,69,1,-4.1,1.9,1588
1987,Mike Pagliarulo,NYY,Third Base,27,0.234,0.305,0.479,0.784,522,122,76,32,87,1,-0.7,2,1009959
2003,Scott Spiezio,ANA,Third Base,30,0.265,0.326,0.453,0.779,521,138,69,16,83,6,1.6,1.5,37
1981,Luis Salazar,SDP,Third Base,25,0.303,0.329,0.403,0.732,400,121,37,3,38,11,4.7,1.1,1011378
1985,Brook Jacoby,CLE,Third Base,25,0.274,0.324,0.426,0.749,606,166,72,20,87,2,0.3,1.6,1006318
2006,Brandon Inge,DET,Third Base,29,0.253,0.313,0.463,0.776,542,137,83,27,83,7,-1.4,4.2,470
1993,Scott Cooper,BOS,Third Base,25,0.279,0.355,0.397,0.752,526,147,67,9,63,5,-2.7,2.9,1002600
2005,Chone Figgins,LAA,Third Base,27,0.29,0.352,0.397,0.749,642,186,113,8,57,62,11.9,2.7,1580
1979,Steve Ontiveros,CHC,Third Base,27,0.285,0.362,0.37,0.732,519,148,58,4,57,0,-4.4,0.9,1009825
1973,Graig Nettles,NYY,Third Base,28,0.234,0.334,0.386,0.72,552,129,65,22,81,0,6.5,5.3,1009517
1998,Matt Williams,ARI,Third Base,32,0.267,0.327,0.439,0.766,510,136,72,20,71,5,-2.9,2.3,77
1992,Dean Palmer,TEX,Third Base,23,0.229,0.311,0.42,0.731,541,124,74,26,72,10,4.6,1.3,482
1994,Dean Palmer,TEX,Third Base,25,0.246,0.302,0.465,0.767,342,84,50,19,59,3,-5.7,-0.4,482
1983,Buddy Bell,TEX,Third Base,31,0.277,0.332,0.411,0.743,618,171,75,14,66,3,2,4.2,1000799
1988,Howard Johnson,NYM,Third Base,27,0.23,0.343,0.422,0.765,495,114,85,24,68,23,13.2,2.9,1006462
1989,Jeff Blauser,ATL,Third Base,23,0.27,0.325,0.41,0.735,456,123,63,12,46,5,2.6,0.9,1001062
2012,Jordan Pacheco,COL,Third Base,26,0.309,0.341,0.421,0.762,475,147,51,5,54,7,-7.3,-0.2,2677
1974,Brooks Robinson,BAL,Third Base,37,0.288,0.353,0.374,0.728,553,159,46,7,59,2,8.6,5,1011055
1988,Jack Howell,CAL,Third Base,26,0.254,0.323,0.422,0.745,500,127,59,16,63,2,2.9,1.3,1006099
1987,Keith Moreland,CHC,Third Base,33,0.266,0.309,0.465,0.775,563,150,63,27,88,3,-6.1,1.3,1009161
1976,Doug Rader,SDP,Third Base,31,0.257,0.335,0.378,0.712,471,121,45,9,55,3,4.9,3.4,1010638
2014,Conor Gillaspie,CHW,Third Base,26,0.282,0.336,0.416,0.752,464,131,50,7,57,0,4.7,1.7,9009
2013,Pedro Alvarez,PIT,Third Base,26,0.233,0.296,0.473,0.77,558,130,70,36,100,2,8.1,2.8,2495
1985,Tim Wallach,MON,Third Base,27,0.26,0.31,0.45,0.759,569,148,70,22,81,9,5.2,5.1,1013554
1972,Doug Rader,HOU,Third Base,27,0.237,0.309,0.425,0.734,553,131,70,22,90,5,5.5,3.6,1010638
1993,Chris Sabo,CIN,Third Base,31,0.259,0.315,0.44,0.755,552,143,86,21,82,6,-2,1.4,1011357
2013,Chase Headley,SDP,Third Base,29,0.25,0.347,0.4,0.747,520,130,59,13,50,8,5.9,3.4,4720
1977,Enos Cabell,HOU,Third Base,27,0.282,0.313,0.438,0.751,625,176,101,16,68,42,5.6,2.5,1001804
1978,Toby Harrah,TEX,Third Base,29,0.229,0.349,0.36,0.709,450,103,56,12,59,31,6.1,3.6,1005384
2001,Jay Bell,ARI,Third Base,35,0.248,0.349,0.4,0.749,428,106,59,13,46,0,-5.2,0.9,48
2010,Mark Reynolds,ARI,Third Base,26,0.198,0.32,0.433,0.753,499,99,79,32,85,7,-4.5,1.6,7619
1990,Howard Johnson,NYM,Third Base,29,0.244,0.319,0.434,0.753,590,144,89,23,90,34,8.4,3,1006462
2020,Maikel Franco,KCR,Third Base,27,0.278,0.321,0.457,0.778,223,62,23,8,38,1,1.1,1.3,12179
1972,Graig Nettles,CLE,Third Base,27,0.253,0.325,0.395,0.72,557,141,65,17,70,2,6.3,4,1009517
2019,Vladimir Guerrero Jr.,TOR,Third Base,20,0.272,0.339,0.433,0.772,464,126,52,15,69,0,-3.4,0.4,19611
2017,Chase Headley,NYY,Third Base,33,0.273,0.352,0.406,0.758,512,140,77,12,61,9,4.6,2,4720
1989,Craig Worthington,BAL,Third Base,24,0.247,0.334,0.384,0.718,497,123,57,15,70,1,4,1.5,1014261
1997,Ron Coomer,MIN,Third Base,30,0.298,0.324,0.438,0.761,523,156,63,13,85,4,-6.1,1.3,816
2018,Mike Moustakas,,Third Base,29,0.251,0.315,0.459,0.774,573,144,66,28,95,4,1.9,2.4,4892
1982,Ray Knight,HOU,Third Base,29,0.294,0.344,0.402,0.746,609,179,72,6,70,2,8.8,2.6,1007043
