Season,Name,Team,Position,Age,AVG,OBP,SLG,OPS,AB,H,R,HR,RBI,SB,Off,WAR,playerid
2004,Joe Randa,KCR,Third Base,34,0.287,0.343,0.408,0.751,485,139,65,8,56,0,-5.3,3.3,623
2003,Vinny Castilla,ATL,Third Base,35,0.277,0.31,0.461,0.771,542,150,65,22,76,1,-6.8,1.9,84
1995,Ed Sprague,TOR,Third Base,27,0.244,0.333,0.407,0.74,521,127,77,18,74,0,-6,0.9,1012356
2013,Martin Prado,ARI,Third Base,29,0.282,0.333,0.417,0.75,609,172,70,14,82,3,-6.1,1.2,3312
1992,Gregg Jefferies,KCR,Third Base,24,0.285,0.329,0.404,0.733,604,172,66,10,75,19,1.1,2.1,1006379
1981,Ken Oberkfell,STL,Third Base,25,0.293,0.353,0.372,0.725,376,110,43,2,45,13,2.5,2.4,1009677
2012,Hanley Ramirez,,Third Base,28,0.257,0.322,0.437,0.759,604,155,79,24,92,21,6.1,2.9,8001
2001,Vinny Castilla,,Third Base,33,0.26,0.308,0.467,0.775,538,140,69,25,91,1,-6.5,2.2,84
2009,Mark DeRosa,,Third Base,34,0.25,0.319,0.433,0.752,515,129,78,23,78,3,0.2,1.8,1392
2012,Kevin Youkilis,,Third Base,33,0.235,0.336,0.409,0.745,438,103,72,19,60,0,-1.5,1.8,1935
2011,Alberto Callaspo,LAA,Third Base,28,0.288,0.366,0.375,0.74,475,137,54,6,46,8,5.8,3.6,3336
1992,Todd Zeile,STL,Third Base,26,0.257,0.352,0.364,0.717,439,113,51,7,48,7,1.8,1.9,457
1971,Tommy Harper,MIL,Third Base,30,0.258,0.333,0.385,0.717,585,151,79,14,52,25,7.9,1.2,1005383
1977,Sal Bando,MIL,Third Base,33,0.25,0.336,0.395,0.731,580,145,65,17,82,4,1.3,3.2,1000505
2017,Manny Machado,BAL,Third Base,24,0.259,0.31,0.471,0.782,630,163,81,33,95,9,-3.6,2.4,11493
1973,Ron Cey,LAD,Third Base,25,0.245,0.338,0.385,0.723,507,124,60,15,80,1,4.5,4.4,1002108
1993,Mike Lansing,MON,Third Base,25,0.287,0.352,0.369,0.721,491,141,64,3,45,23,1.3,2.7,1007334
1980,Bill Madlock,PIT,Third Base,29,0.277,0.341,0.399,0.739,494,137,62,10,53,16,-0.4,1.2,1007957
1997,Dean Palmer,,Third Base,28,0.256,0.31,0.445,0.754,542,139,70,23,86,2,-8.1,1.7,482
2004,Chad Tracy,ARI,Third Base,24,0.285,0.343,0.407,0.75,481,137,45,8,53,2,-9.6,1.6,1888
1990,Kevin Seitzer,KCR,Third Base,28,0.275,0.346,0.37,0.716,622,171,91,6,38,7,2.2,2.8,1011730
2005,Brandon Inge,DET,Third Base,28,0.261,0.33,0.419,0.749,616,161,75,16,72,7,1,3.2,470
1975,Larry Parrish,MON,Third Base,21,0.274,0.314,0.41,0.724,532,146,50,10,65,4,-4.1,1.6,1010020
2016,Yunel Escobar,LAA,Third Base,33,0.304,0.355,0.391,0.745,517,157,68,5,39,0,-0.9,1.7,4191
2015,Evan Longoria,TBR,Third Base,29,0.27,0.328,0.435,0.764,604,163,74,21,73,3,7.9,3.8,9368
1998,Fernando Tatis,,Third Base,23,0.276,0.329,0.415,0.744,532,147,69,11,58,13,-6.4,0.8,798
2017,Kyle Seager,SEA,Third Base,29,0.249,0.323,0.45,0.773,578,144,72,27,88,2,4.3,3.5,9785
1978,Buddy Bell,CLE,Third Base,26,0.282,0.328,0.392,0.72,556,157,71,6,62,1,0.9,3.7,1000799
2017,David Freese,PIT,Third Base,34,0.263,0.368,0.371,0.739,426,112,44,10,52,0,-4.2,1.8,9549
2002,Tony Batista,BAL,Third Base,28,0.244,0.309,0.457,0.766,615,150,90,31,87,5,-0.3,0.9,124
1973,Buddy Bell,CLE,Third Base,21,0.268,0.325,0.393,0.718,631,169,86,14,59,7,-3.9,3.6,1000799
2016,Todd Frazier,CHW,Third Base,30,0.225,0.302,0.464,0.767,590,133,89,40,98,15,4.6,2.8,785
2002,Aaron Boone,CIN,Third Base,29,0.241,0.314,0.439,0.753,606,146,83,26,87,32,0.4,2.8,311
2005,Hank Blalock,TEX,Third Base,24,0.263,0.318,0.431,0.749,647,170,80,25,92,1,-9.7,0.2,1419
1975,Sal Bando,OAK,Third Base,31,0.23,0.337,0.356,0.693,562,129,64,15,78,7,6,3.8,1000505
1974,Ron Hunt,,Third Base,33,0.263,0.372,0.298,0.67,426,112,67,0,26,2,-3.7,1.7,1006212
1988,Chris Sabo,CIN,Third Base,26,0.271,0.314,0.414,0.728,538,146,74,11,44,46,7.8,4.8,1011357
2013,Manny Machado,BAL,Third Base,20,0.283,0.314,0.432,0.746,667,189,88,14,71,6,0.3,5,11493
1980,Len Randle,CHC,Third Base,31,0.276,0.343,0.37,0.713,489,135,67,5,39,19,-4.1,0.8,1010693
1974,Graig Nettles,NYY,Third Base,29,0.246,0.316,0.403,0.718,566,139,74,22,75,1,4.6,4.4,1009517
2015,Daniel Murphy,NYM,Third Base,30,0.281,0.322,0.449,0.77,499,140,56,14,73,2,5.2,2.2,4316
1980,Tom Brookens,DET,Third Base,26,0.275,0.315,0.418,0.734,509,140,64,10,66,13,-4.3,2.1,1001476
2015,Yangervis Solarte,SDP,Third Base,27,0.27,0.32,0.428,0.748,526,142,63,14,63,1,1.2,1.8,5352
1978,Enos Cabell,HOU,Third Base,28,0.295,0.321,0.398,0.72,660,195,92,7,71,33,8,2.4,1001804
2004,Ty Wigginton,,Third Base,26,0.261,0.324,0.433,0.757,494,129,63,17,66,7,-4.7,0.8,1491
1972,Ken McMullen,CAL,Third Base,30,0.269,0.335,0.369,0.704,472,127,36,9,34,1,9.3,3.5,1008650
2014,Martin Prado,,Third Base,30,0.282,0.321,0.412,0.733,536,151,62,12,58,3,-1,1.5,3312
1975,Dave Chalk,CAL,Third Base,24,0.273,0.353,0.345,0.698,513,140,59,3,56,6,1.5,3.5,1002114
2009,Andy LaRoche,PIT,Third Base,25,0.258,0.33,0.401,0.731,524,135,64,12,64,3,-5.2,2.2,6444
2006,Melvin Mora,BAL,Third Base,34,0.274,0.342,0.391,0.733,624,171,96,16,83,11,-2.6,1.2,157
2016,Eduardo Nunez,,Third Base,29,0.288,0.325,0.432,0.758,553,159,73,16,67,40,3.3,2.9,6848
1978,Butch Hobson,BOS,Third Base,26,0.25,0.312,0.408,0.72,512,128,65,17,80,1,-3.9,0.5,1005872
1994,Scott Leius,MIN,Third Base,28,0.246,0.318,0.417,0.735,350,86,57,14,49,2,-7.8,0.5,1007505
1975,Buddy Bell,CLE,Third Base,23,0.271,0.332,0.376,0.708,553,150,66,10,59,6,-0.6,2.5,1000799
1997,Cal Ripken,BAL,Third Base,36,0.27,0.331,0.402,0.733,615,166,79,17,84,1,-6.3,1.6,1010978
2018,Matt Duffy,TBR,Third Base,27,0.294,0.361,0.366,0.727,503,148,59,4,44,12,1.1,2.5,13836
1975,Richie Hebner,PIT,Third Base,27,0.246,0.319,0.392,0.711,472,116,65,15,57,0,-0.8,0.6,1005571
2014,Pablo Sandoval,SFG,Third Base,27,0.279,0.324,0.415,0.739,588,164,68,16,73,0,2.5,3.2,5409
1969,Coco Laboy,MON,Third Base,29,0.258,0.308,0.409,0.717,562,145,53,18,83,0,-2,2.6,1007231
1980,Doug DeCinces,BAL,Third Base,29,0.249,0.319,0.403,0.722,489,122,64,16,64,11,-0.1,3.8,1003123
2002,Placido Polanco,,Third Base,26,0.288,0.33,0.403,0.733,548,158,75,9,49,5,-2,2.9,1176
1991,Gregg Jefferies,NYM,Third Base,23,0.272,0.336,0.374,0.711,486,132,59,9,62,26,5.9,1.7,1006379
2019,Evan Longoria,SFG,Third Base,33,0.254,0.325,0.437,0.762,453,115,59,20,69,3,-1.3,1.9,9368
1979,Graig Nettles,NYY,Third Base,34,0.253,0.325,0.401,0.726,521,132,71,20,73,1,-2.6,2.8,1009517
1973,Bob Oliver,CAL,Third Base,30,0.265,0.311,0.412,0.722,544,144,51,18,89,1,3.4,1.6,1009774
1998,Russ Davis,SEA,Third Base,28,0.259,0.305,0.442,0.747,502,130,68,20,82,4,-8.3,-0.4,1003076
2010,Placido Polanco,PHI,Third Base,34,0.298,0.339,0.386,0.726,554,165,76,6,52,5,-0.6,3.6,1176
2006,Nick Punto,MIN,Third Base,28,0.29,0.352,0.373,0.725,459,133,73,1,45,17,-0.9,3.6,1429
1972,Rico Petrocelli,BOS,Third Base,29,0.24,0.339,0.363,0.702,521,125,62,15,75,0,2.5,2.4,1010245
1973,Doug Rader,HOU,Third Base,28,0.254,0.31,0.409,0.719,574,146,79,21,89,4,0.2,2.1,1010638
1983,Gary Gaetti,MIN,Third Base,24,0.245,0.309,0.414,0.724,584,143,81,21,78,7,-4.3,2.7,1004422
1969,George Scott,BOS,Third Base,25,0.253,0.331,0.384,0.716,549,139,63,16,52,4,-6,1.4,1011682
2010,Aramis Ramirez,CHC,Third Base,32,0.241,0.294,0.452,0.745,465,112,61,25,83,0,-9.8,0,1002
2006,David Bell,,Third Base,33,0.27,0.337,0.399,0.736,504,136,60,10,63,3,-7.3,1.4,1108
2013,David Freese,STL,Third Base,30,0.262,0.34,0.381,0.721,462,121,53,9,60,1,-4.1,0.4,9549
1998,Cal Ripken,BAL,Third Base,37,0.271,0.331,0.389,0.721,601,163,65,14,61,0,-7.6,1.6,1010978
1976,Buddy Bell,CLE,Third Base,24,0.281,0.329,0.366,0.695,604,170,75,7,60,3,1.4,3.6,1000799
1994,Steve Buechele,CHC,Third Base,32,0.242,0.325,0.404,0.729,339,82,33,14,52,1,-4.6,-0.2,1001630
1972,Sal Bando,OAK,Third Base,28,0.236,0.341,0.368,0.709,535,126,64,15,77,3,9.9,4.6,1000505
2010,Casey Blake,LAD,Third Base,36,0.248,0.32,0.407,0.727,509,126,56,17,64,0,2,2.9,719
2009,Mark Teahen,KCR,Third Base,27,0.271,0.325,0.408,0.734,524,142,69,12,50,8,-9.3,-0.5,4511
2015,Trevor Plouffe,MIN,Third Base,29,0.244,0.307,0.435,0.742,573,140,74,22,86,2,-1.3,2.6,7462
1992,Steve Buechele,,Third Base,30,0.261,0.334,0.372,0.707,524,137,52,9,64,1,-0.2,2,1001630
2012,Kyle Seager,SEA,Third Base,24,0.259,0.316,0.423,0.738,594,154,62,20,86,13,6.4,3.8,9785
1982,Rich Dauer,BAL,Third Base,29,0.28,0.337,0.373,0.709,558,156,75,8,57,0,-1.6,1.9,1003006
2000,Bill Mueller,SFG,Third Base,29,0.268,0.333,0.388,0.721,560,150,97,10,55,4,-10.5,1.3,295
1987,Doug DeCinces,,Third Base,36,0.234,0.335,0.392,0.727,462,108,66,16,64,3,-4.4,1,1003123
1982,Ken Oberkfell,STL,Third Base,26,0.289,0.345,0.37,0.715,470,136,55,2,34,11,-0.9,2.6,1009677
2013,Michael Young,,Third Base,36,0.279,0.335,0.395,0.73,519,145,52,8,46,1,-6.6,0.2,1286
2001,Placido Polanco,STL,Third Base,25,0.307,0.342,0.383,0.725,564,173,87,3,38,12,-5.4,4,1176
2003,Joe Crede,CHW,Third Base,25,0.261,0.308,0.433,0.741,536,140,68,19,75,1,-8.6,2,227
1989,Jack Howell,CAL,Third Base,27,0.228,0.308,0.411,0.719,474,108,56,20,52,0,-0.1,2.8,1006099
2004,Rob Mackowiak,PIT,Third Base,28,0.246,0.319,0.42,0.739,491,121,65,17,75,13,-5.3,1.2,995
1992,Kevin Seitzer,MIL,Third Base,30,0.27,0.337,0.367,0.704,540,146,74,5,71,13,-2.7,2.6,1011730
2014,Casey McGehee,MIA,Third Base,31,0.287,0.355,0.357,0.712,616,177,56,4,76,4,-7,1.9,6086
2005,Rob Mackowiak,PIT,Third Base,29,0.272,0.337,0.389,0.726,463,126,57,9,58,8,-4.2,2,995
2012,Brett Lawrie,TOR,Third Base,22,0.273,0.324,0.405,0.729,494,135,73,11,48,13,-1.9,1.9,5247
1984,Vance Law,CHW,Third Base,27,0.252,0.309,0.403,0.713,481,121,60,17,59,4,-2.7,0.8,1007409
2013,Todd Frazier,CIN,Third Base,27,0.234,0.314,0.407,0.721,531,124,63,19,73,6,-1.1,2.9,785
1970,Aurelio Rodriguez,,Third Base,22,0.249,0.302,0.42,0.721,610,152,70,19,83,15,-0.3,5.5,1011100
2009,Brandon Inge,DET,Third Base,32,0.23,0.314,0.406,0.72,562,129,71,27,84,2,-10.8,2,470
1985,Ron Cey,CHC,Third Base,37,0.232,0.316,0.408,0.724,500,116,64,22,63,1,-4.1,0.6,1002108
2020,Asdrubal Cabrera,WSN,Third Base,34,0.242,0.305,0.447,0.753,190,46,23,8,31,0,-3.8,0,4962
1969,Clete Boyer,ATL,Third Base,32,0.25,0.328,0.371,0.699,496,124,57,14,57,3,-5.6,3.3,1001282
1978,Roy Howell,TOR,Third Base,24,0.27,0.325,0.376,0.701,551,149,67,8,61,0,-4.3,1.6,1006104
1974,Len Randle,TEX,Third Base,25,0.302,0.338,0.356,0.693,520,157,65,1,49,26,-0.7,2,1010693
2019,Hanser Alberto,BAL,Third Base,26,0.305,0.329,0.422,0.751,524,160,62,12,51,4,-3.6,2,11902
2003,Edgardo Alfonzo,SFG,Third Base,29,0.259,0.334,0.391,0.726,514,133,56,13,81,5,-7.2,1.3,859
1980,Ray Knight,CIN,Third Base,27,0.264,0.307,0.417,0.724,618,163,71,14,78,1,-2.2,2.2,1007043
1989,Tony Phillips,OAK,Third Base,30,0.262,0.345,0.348,0.693,451,118,48,4,47,3,-0.2,2.2,1010300
1999,Ron Coomer,MIN,Third Base,32,0.263,0.307,0.424,0.731,467,123,53,16,65,2,-13.4,0.9,816
1971,Ken McMullen,CAL,Third Base,29,0.25,0.312,0.395,0.707,593,148,63,21,68,1,2.1,3.5,1008650
2019,David Fletcher,LAA,Third Base,25,0.29,0.35,0.384,0.734,596,173,83,6,49,8,-2.9,3.3,17992
2015,Martin Prado,MIA,Third Base,31,0.288,0.338,0.394,0.732,500,144,52,9,63,1,1.5,3.4,3312
1977,Dave Chalk,CAL,Third Base,26,0.277,0.345,0.355,0.7,519,144,58,3,45,12,-1.2,2,1002114
1973,Toby Harrah,TEX,Third Base,24,0.26,0.328,0.364,0.693,461,120,64,10,50,10,-0.3,2.1,1005384
1992,Charlie Hayes,NYY,Third Base,27,0.257,0.297,0.409,0.705,509,131,52,18,66,3,-2.5,2.2,1005525
1992,Wade Boggs,BOS,Third Base,34,0.259,0.353,0.358,0.711,514,133,62,7,50,1,-7,1.5,1001124
1979,Roy Howell,TOR,Third Base,25,0.247,0.31,0.405,0.715,511,126,60,15,72,1,-9.8,2,1006104
1992,Carney Lansford,OAK,Third Base,35,0.262,0.325,0.369,0.694,496,130,65,7,75,7,1.8,1.9,1007331
1988,Jose Oquendo,STL,Third Base,24,0.277,0.35,0.35,0.7,451,125,36,7,46,4,-0.5,2.5,1009827
2014,Yangervis Solarte,,Third Base,26,0.26,0.336,0.369,0.705,469,122,56,10,48,0,-0.4,1.7,5352
2004,Sean Burroughs,SDP,Third Base,23,0.298,0.348,0.365,0.713,523,156,76,2,47,5,-2.1,2.2,1021
1989,Terry Pendleton,STL,Third Base,28,0.264,0.313,0.39,0.702,613,162,83,13,74,9,0.7,4.3,1010157
1981,Ray Knight,CIN,Third Base,28,0.259,0.322,0.37,0.692,386,100,43,6,34,2,-2.5,1.4,1007043
2008,Kevin Kouzmanoff,SDP,Third Base,26,0.26,0.299,0.433,0.732,624,162,71,23,84,0,-3.3,2.2,5995
2008,Chone Figgins,LAA,Third Base,30,0.276,0.367,0.318,0.685,453,125,72,1,22,34,1.4,3.3,1580
2016,Eugenio Suarez,CIN,Third Base,24,0.248,0.317,0.411,0.728,565,140,78,21,70,11,-6.8,1.4,12552
2007,Alex Gordon,KCR,Third Base,23,0.247,0.314,0.411,0.725,543,134,60,15,60,14,-7.1,2.2,5209
1985,Phil Garner,HOU,Third Base,36,0.268,0.317,0.4,0.717,463,124,65,6,51,4,1.6,0.7,1004541
2016,Cheslor Cuthbert,KCR,Third Base,23,0.274,0.318,0.413,0.731,475,130,49,12,46,2,-7.1,0.5,10473
2014,Evan Longoria,TBR,Third Base,28,0.253,0.32,0.404,0.724,624,158,83,22,91,5,6.2,3.6,9368
1986,Steve Buechele,TEX,Third Base,24,0.243,0.302,0.41,0.712,461,112,54,18,54,5,-8.2,1.8,1001630
2014,Chase Headley,,Third Base,30,0.243,0.328,0.372,0.7,470,114,55,13,49,7,0.5,3.4,4720
1974,Wayne Garrett,NYM,Third Base,26,0.224,0.337,0.337,0.674,522,117,55,13,53,4,-3.3,1.7,1004547
1993,Terry Pendleton,ATL,Third Base,32,0.272,0.311,0.408,0.718,633,172,81,17,84,5,-10.2,1.8,1010157
2010,Pablo Sandoval,SFG,Third Base,23,0.268,0.323,0.409,0.732,563,151,61,13,63,3,-7.5,1.1,5409
2010,Brandon Inge,DET,Third Base,33,0.247,0.321,0.397,0.718,514,127,47,13,70,4,-6.1,1.9,470
1984,Tim Wallach,MON,Third Base,26,0.246,0.311,0.395,0.706,582,143,55,18,72,3,-2.2,3.9,1013554
1987,Jim Presley,SEA,Third Base,25,0.247,0.296,0.433,0.729,575,142,78,24,88,2,-10.2,1.8,1010523
2019,Colin Moran,PIT,Third Base,26,0.277,0.322,0.429,0.751,466,129,46,13,80,0,-7.7,0.1,16909
2008,Marco Scutaro,TOR,Third Base,32,0.267,0.341,0.356,0.697,517,138,76,7,60,7,-8.4,3,1555
1984,Joel Youngblood,SFG,Third Base,32,0.254,0.328,0.358,0.686,469,119,50,10,51,5,-1,-0.3,1014383
1993,Jose Vizcaino,CHC,Third Base,25,0.287,0.34,0.358,0.697,551,158,74,4,54,12,-9.9,1.8,577
1985,Gary Gaetti,MIN,Third Base,26,0.246,0.301,0.409,0.71,560,138,71,20,63,13,-7,2.7,1004422
1982,Gary Gaetti,MIN,Third Base,23,0.23,0.28,0.443,0.723,508,117,59,25,84,0,-9.7,1.4,1004422
2006,Hank Blalock,TEX,Third Base,25,0.266,0.325,0.401,0.726,591,157,76,16,89,1,-16.9,-0.4,1419
1980,Carney Lansford,CAL,Third Base,23,0.261,0.312,0.39,0.703,602,157,87,15,80,14,-4.8,0.2,1007331
2003,Casey Blake,CLE,Third Base,29,0.257,0.312,0.411,0.723,557,143,80,17,67,7,-6.6,2,719
1976,Wayne Garrett,,Third Base,28,0.231,0.356,0.311,0.667,428,99,51,6,37,9,-4.1,2.5,1004547
2014,David Freese,LAA,Third Base,31,0.26,0.321,0.383,0.704,462,120,53,10,55,1,1.1,2.5,9549
1979,Wayne Gross,OAK,Third Base,27,0.224,0.332,0.367,0.699,442,99,54,14,50,4,-4.4,0.7,1005091
1979,Jerry Royster,ATL,Third Base,26,0.273,0.337,0.349,0.687,601,164,103,3,51,35,-8.8,1.4,1011270
2002,Adrian Beltre,LAD,Third Base,23,0.257,0.303,0.426,0.729,587,151,70,21,75,7,-5,4,639
1981,John Castino,MIN,Third Base,26,0.268,0.301,0.396,0.697,381,102,41,6,36,4,-3.5,1.7,1002062
1999,Scott Brosius,NYY,Third Base,32,0.247,0.307,0.414,0.722,473,117,64,17,71,9,-12.2,1.4,1001477
1987,Ken Oberkfell,ATL,Third Base,31,0.28,0.342,0.362,0.704,508,142,59,3,48,3,-12.8,0.4,1009677
1993,B.J. Surhoff,MIL,Third Base,28,0.274,0.318,0.391,0.709,552,151,66,7,79,12,-10.8,1.8,117
1969,Tommy Harper,SEA,Third Base,28,0.235,0.349,0.311,0.66,537,126,78,9,41,73,2.3,0.2,1005383
2017,Yolmer Sanchez,CHW,Third Base,25,0.267,0.319,0.413,0.732,484,129,63,12,59,8,-4.4,2.2,11602
1993,Ken Caminiti,HOU,Third Base,30,0.262,0.321,0.39,0.711,543,142,75,13,75,8,-5.7,1.3,1001863
2003,Ty Wigginton,NYM,Third Base,25,0.255,0.318,0.396,0.714,573,146,73,11,71,12,-9,-0.2,1491
2010,Chase Headley,SDP,Third Base,26,0.264,0.327,0.375,0.702,610,161,77,11,58,17,1.7,4.2,4720
2009,Kevin Kouzmanoff,SDP,Third Base,27,0.255,0.302,0.42,0.722,529,135,50,18,88,1,-7.2,2.1,5995
2017,Evan Longoria,TBR,Third Base,31,0.261,0.313,0.424,0.737,613,160,71,20,86,6,-1.5,2.5,9368
2013,Alberto Callaspo,,Third Base,30,0.258,0.333,0.369,0.702,453,117,52,10,58,0,-5.4,0.6,3336
2005,Vinny Castilla,WSN,Third Base,37,0.253,0.319,0.403,0.722,494,125,53,12,66,4,-9.5,1,84
1969,Doug Rader,HOU,Third Base,24,0.246,0.325,0.359,0.684,569,140,62,11,83,1,-4.6,1.9,1010638
1999,John Valentin,BOS,Third Base,32,0.253,0.315,0.398,0.713,450,114,58,12,70,0,-15.3,1.3,1375
1972,Bob Bailey,MON,Third Base,29,0.233,0.315,0.368,0.683,489,114,55,16,57,6,-5.7,1.8,1000420
2016,Maikel Franco,PHI,Third Base,23,0.255,0.306,0.427,0.733,581,148,67,25,88,1,-7.9,1.7,12179
2001,Adrian Beltre,LAD,Third Base,22,0.265,0.31,0.411,0.72,475,126,59,13,60,13,-5.7,0.9,639
2015,Nicholas Castellanos,DET,Third Base,23,0.255,0.303,0.419,0.721,549,140,42,15,73,0,-10.8,0.5,11737
1993,Ed Sprague,TOR,Third Base,25,0.26,0.31,0.386,0.696,546,142,50,12,73,1,-10.4,1.4,1012356
2018,Jeimer Candelario,DET,Third Base,24,0.224,0.317,0.393,0.71,539,121,78,19,54,3,-2.2,2.4,13621
2016,Chase Headley,NYY,Third Base,32,0.251,0.329,0.383,0.712,467,117,58,14,51,8,-1.2,2.7,4720
1994,Mariano Duncan,PHI,Third Base,31,0.268,0.306,0.406,0.713,347,93,49,8,48,10,-7,0.4,1003554
2004,Joe Crede,CHW,Third Base,26,0.239,0.299,0.418,0.717,490,117,67,21,69,1,-11.5,1,227
1990,Jim Presley,ATL,Third Base,28,0.242,0.282,0.414,0.697,541,131,59,19,72,1,-10.1,-1,1010523
1997,Gary Gaetti,STL,Third Base,38,0.251,0.305,0.404,0.71,502,126,63,17,69,7,-11.7,2.2,1004422
2013,Mark Reynolds,,Third Base,29,0.22,0.306,0.393,0.699,445,98,55,21,67,3,-3.2,0.6,7619
1988,Carney Lansford,OAK,Third Base,31,0.279,0.327,0.36,0.687,556,155,80,7,57,29,1.2,2.2,1007331
1991,Ken Caminiti,HOU,Third Base,28,0.253,0.312,0.383,0.695,574,145,65,13,80,4,-3.4,2.5,1001863
2016,Travis Shaw,BOS,Third Base,26,0.242,0.306,0.421,0.726,480,116,63,16,71,5,-8.9,1.3,11982
1995,Todd Zeile,,Third Base,29,0.246,0.305,0.397,0.702,426,105,50,14,52,1,-9.9,-0.4,457
2000,David Bell,SEA,Third Base,27,0.247,0.316,0.381,0.697,454,112,57,11,47,2,-14.4,0.4,1108
1986,Wayne Tolleson,,Third Base,30,0.265,0.338,0.339,0.677,475,126,61,3,43,17,-8.7,2.1,1013103
1986,Tim Wallach,MON,Third Base,28,0.233,0.308,0.396,0.704,480,112,50,18,71,8,-4.3,2.6,1013554
1971,Doug Rader,HOU,Third Base,26,0.244,0.303,0.378,0.681,484,118,51,12,56,5,-2.1,1.8,1010638
2020,Yoan Moncada,CHW,Third Base,25,0.225,0.32,0.385,0.705,200,45,28,6,24,0,1.9,1.6,17232
1989,Steve Buechele,TEX,Third Base,27,0.235,0.294,0.387,0.68,486,114,60,16,59,1,-6.4,1.3,1001630
1998,Joe Randa,DET,Third Base,28,0.254,0.323,0.367,0.69,460,117,56,9,50,8,-14.6,1.8,623
2001,David Bell,SEA,Third Base,28,0.26,0.303,0.415,0.718,470,122,62,15,64,2,-6.4,3.2,1108
2010,Jhonny Peralta,,Third Base,28,0.249,0.311,0.392,0.703,551,137,60,15,81,1,-11.1,1.3,1738
1981,Larry Parrish,MON,Third Base,27,0.244,0.297,0.384,0.681,349,85,41,8,44,0,-3.3,0.3,1010020
2013,Trevor Plouffe,MIN,Third Base,27,0.254,0.309,0.392,0.701,477,121,44,14,52,2,-7.1,0.8,7462
1972,Denis Menke,CIN,Third Base,31,0.233,0.322,0.345,0.667,447,104,41,9,50,0,-2.5,2.4,1008766
2005,Pedro Feliz,SFG,Third Base,30,0.25,0.295,0.422,0.717,569,142,69,20,81,0,-15.1,1.9,1112
2000,Mike Lamb,TEX,Third Base,24,0.278,0.328,0.373,0.702,493,137,65,6,47,0,-21.4,-1.6,1258
2015,Aramis Ramirez,,Third Base,37,0.246,0.297,0.423,0.72,475,117,43,17,75,1,-11.1,1.1,1002
1979,Sal Bando,MIL,Third Base,35,0.246,0.33,0.345,0.674,476,117,57,9,43,2,-7.8,0.8,1000505
1969,Brooks Robinson,BAL,Third Base,32,0.234,0.298,0.395,0.693,598,140,73,23,84,2,-6.7,4.1,1011055
2001,Jose Macias,DET,Third Base,29,0.268,0.316,0.391,0.707,488,131,62,8,51,21,-5.7,2,476
2014,David Wright,NYM,Third Base,31,0.269,0.324,0.374,0.698,535,144,54,8,63,8,-5.1,1.6,3787
2013,Nolan Arenado,COL,Third Base,22,0.267,0.301,0.405,0.706,486,130,49,10,52,2,-15.2,1.8,9777
2016,Adonis Garcia,ATL,Third Base,31,0.273,0.311,0.406,0.717,532,145,65,14,65,3,-8.8,0.6,13777
1997,Ed Sprague,TOR,Third Base,29,0.228,0.306,0.385,0.691,504,115,63,14,48,0,-14.4,-0.2,1012356
2005,Adrian Beltre,SEA,Third Base,26,0.255,0.303,0.413,0.716,603,154,69,19,87,3,-8.6,2.4,639
1977,Ken Reitz,STL,Third Base,26,0.261,0.291,0.412,0.703,587,153,58,17,79,2,-12.9,1.1,1010823
1988,Steve Lyons,CHW,Third Base,28,0.269,0.313,0.373,0.686,472,127,59,5,45,1,-6.2,0.8,1007886
1971,Aurelio Rodriguez,DET,Third Base,23,0.253,0.288,0.401,0.688,604,153,68,15,39,4,-8.6,2.1,1011100
2020,Nolan Arenado,COL,Third Base,29,0.253,0.303,0.434,0.738,182,46,23,8,26,0,-6.6,0.9,9777
2012,Alberto Callaspo,LAA,Third Base,29,0.252,0.331,0.361,0.692,457,115,55,10,53,4,0.1,3,3336
2020,Evan Longoria,SFG,Third Base,34,0.254,0.297,0.425,0.722,193,49,26,7,28,0,-3.8,0.8,9368
1969,Mike Shannon,STL,Third Base,29,0.254,0.315,0.365,0.679,551,140,51,12,55,1,-8.3,1,1011797
2020,Isiah Kiner-Falefa,TEX,Third Base,25,0.28,0.329,0.37,0.699,211,59,28,3,10,8,-3.9,0.7,16512
1973,Brooks Robinson,BAL,Third Base,36,0.257,0.326,0.344,0.67,549,141,53,9,72,2,-4.3,3.9,1011055
1989,Ken Caminiti,HOU,Third Base,26,0.255,0.316,0.369,0.685,585,149,71,10,72,4,-0.5,4.5,1001863
2014,Nicholas Castellanos,DET,Third Base,22,0.259,0.306,0.394,0.7,533,138,50,11,66,2,-6.2,0.4,11737
2009,Jhonny Peralta,CLE,Third Base,27,0.254,0.316,0.375,0.69,582,148,57,11,83,0,-19.2,0.7,1738
2020,Austin Riley,ATL,Third Base,23,0.239,0.301,0.415,0.716,188,45,24,8,27,0,-3.6,-0.1,18360
2015,Chase Headley,NYY,Third Base,31,0.259,0.324,0.369,0.693,580,150,74,11,62,0,-6,1.6,4720
2019,Starlin Castro,MIA,Third Base,29,0.27,0.3,0.436,0.736,636,172,68,22,86,2,-11.5,1.4,4579
2010,Miguel Tejada,,Third Base,36,0.269,0.312,0.381,0.692,636,171,71,15,71,2,-13.1,0.8,941
2010,Jorge Cantu,,Third Base,28,0.256,0.304,0.392,0.695,472,121,50,11,56,0,-10.6,-0.5,2521
1982,Ryne Sandberg,CHC,Third Base,22,0.271,0.312,0.372,0.683,635,172,103,7,54,32,-9,2.2,1011411
