Season,Name,Team,Position,Age,AVG,OBP,SLG,OPS,AB,H,R,HR,RBI,SB,Off,WAR,playerid
1996,Dan Wilson,SEA,Catcher,27,0.285,0.33,0.444,0.774,491,140,51,18,83,1,-6.2,3.5,1102
1976,Butch Wynegar,MIN,Catcher,20,0.26,0.356,0.363,0.719,534,139,58,10,69,0,8.6,3.6,1014308
1992,Brian Harper,MIN,Catcher,32,0.307,0.343,0.41,0.753,502,154,58,9,73,0,2.8,2.3,1005376
1980,Jim Sundberg,TEX,Catcher,29,0.273,0.353,0.384,0.737,505,138,59,10,63,2,5.2,3.2,1012724
2015,Stephen Vogt,OAK,Catcher,30,0.261,0.341,0.443,0.783,445,116,58,18,71,0,4.7,1.8,5000
1982,Tony Pena,PIT,Catcher,25,0.296,0.323,0.435,0.758,497,147,53,11,63,2,4.3,3.7,1010153
1974,Fran Healy,KCR,Catcher,27,0.252,0.343,0.375,0.718,445,112,59,9,53,16,4.9,2.7,1005546
1986,Bob Brenly,SFG,Catcher,32,0.246,0.35,0.403,0.752,472,116,60,16,62,10,7.7,2.8,1001386
1980,Rick Cerone,NYY,Catcher,26,0.277,0.321,0.432,0.753,519,144,70,14,85,1,3.4,4.1,1002105
2016,J.T. Realmuto,MIA,Catcher,25,0.303,0.343,0.428,0.771,509,154,60,11,48,12,8.4,2.1,11739
1978,Gary Alexander,None,Catcher,25,0.225,0.304,0.444,0.748,498,112,57,27,84,0,3.6,1.8,1000123
1987,Carlton Fisk,CHW,Catcher,39,0.256,0.321,0.46,0.782,454,116,68,23,71,1,-1,3,1004101
1991,Craig Biggio,HOU,Catcher,25,0.295,0.358,0.374,0.731,546,161,79,4,46,19,9.9,3.5,549
1982,Ted Simmons,MIL,Catcher,32,0.269,0.309,0.451,0.759,539,145,73,23,97,0,6.7,3.3,1011986
2012,Ryan Doumit,MIN,Catcher,31,0.275,0.32,0.461,0.781,484,133,56,18,75,0,0.3,-1.2,2113
2017,J.T. Realmuto,MIA,Catcher,26,0.278,0.332,0.451,0.783,532,148,68,17,65,8,6.5,4.4,11739
1981,Carlton Fisk,CHW,Catcher,33,0.263,0.354,0.361,0.715,338,89,44,7,45,3,4.3,2.4,1004101
2019,Christian Vazquez,BOS,Catcher,28,0.276,0.32,0.477,0.798,482,133,66,23,72,4,-3,3.5,9774
2012,Matt Wieters,BAL,Catcher,26,0.249,0.329,0.435,0.764,526,131,67,23,83,3,-0.8,4.5,4298
2004,Paul Lo Duca,None,Catcher,32,0.286,0.338,0.421,0.758,535,153,68,13,80,4,-6.7,2.2,662
2006,A.J. Pierzynski,CHW,Catcher,29,0.295,0.333,0.436,0.769,509,150,65,16,64,1,-5.7,2,746
2006,Ivan Rodriguez,DET,Catcher,34,0.3,0.332,0.437,0.769,547,164,74,13,69,8,-1.5,2.9,1275
1989,Craig Biggio,HOU,Catcher,23,0.257,0.336,0.402,0.738,443,114,64,13,60,21,11.1,2.1,549
1997,Dan Wilson,SEA,Catcher,28,0.27,0.326,0.423,0.749,508,137,66,15,74,7,-3.4,3.5,1102
1990,Todd Zeile,STL,Catcher,24,0.244,0.333,0.398,0.731,495,121,62,15,57,2,0.2,2.5,457
1994,Terry Steinbach,OAK,Catcher,32,0.285,0.327,0.442,0.768,369,105,51,11,57,2,-1.4,2.7,1012473
2007,Kenji Johjima,SEA,Catcher,31,0.287,0.322,0.433,0.755,485,139,52,14,61,0,-6.1,2.5,5811
2007,Brian McCann,ATL,Catcher,23,0.27,0.32,0.452,0.772,504,136,51,18,92,0,-10.4,1.5,4810
1969,Randy Hundley,CHC,Catcher,27,0.255,0.334,0.391,0.725,522,133,67,18,64,2,-3.4,3.9,1006189
1982,Carlton Fisk,CHW,Catcher,34,0.267,0.336,0.403,0.74,476,127,66,14,65,17,3.2,3,1004101
2008,Bengie Molina,SFG,Catcher,33,0.292,0.322,0.445,0.767,530,155,46,16,95,0,-13.6,1.7,24
2000,Brad Ausmus,DET,Catcher,31,0.266,0.357,0.365,0.722,523,139,75,7,51,11,-6.2,3.9,546
2013,Salvador Perez,KCR,Catcher,23,0.292,0.323,0.433,0.757,496,145,48,13,79,0,1.4,3.5,7304
1997,Mike Lieberthal,PHI,Catcher,25,0.246,0.314,0.442,0.755,455,112,59,20,77,3,-5.9,1.6,959
1971,Tim McCarver,PHI,Catcher,29,0.278,0.337,0.392,0.73,474,132,51,8,46,5,1.7,1.9,1008378
1994,Dave Nilsson,MIL,Catcher,24,0.275,0.326,0.451,0.777,397,109,51,12,69,1,-4.8,0.4,1009601
1979,Butch Wynegar,MIN,Catcher,23,0.27,0.363,0.351,0.714,504,136,74,7,57,2,-3.9,4.2,1014308
1971,Ray Fosse,CLE,Catcher,24,0.276,0.329,0.397,0.726,486,134,53,12,62,4,1.2,2.2,1004243
1981,Terry Kennedy,SDP,Catcher,25,0.301,0.341,0.385,0.726,382,115,32,2,41,0,3.4,2.4,1006850
2009,A.J. Pierzynski,CHW,Catcher,32,0.3,0.331,0.425,0.755,504,151,57,13,49,1,-8.9,2.2,746
2019,Wilson Ramos,NYM,Catcher,31,0.288,0.351,0.416,0.768,473,136,52,14,73,1,-2.3,1.4,1433
2015,Brian McCann,NYY,Catcher,31,0.232,0.32,0.437,0.756,465,108,68,26,94,0,0.2,2.8,4810
2005,Gregg Zaun,TOR,Catcher,34,0.251,0.355,0.373,0.729,434,109,61,11,61,2,-2.9,2,580
2000,Jason Varitek,BOS,Catcher,28,0.248,0.342,0.388,0.73,448,111,55,10,65,1,-10.1,1.5,217
1994,Benito Santiago,FLA,Catcher,29,0.273,0.322,0.424,0.746,337,92,35,11,41,1,-3.8,2.2,1130
1971,Thurman Munson,NYY,Catcher,24,0.251,0.335,0.368,0.703,451,113,71,10,42,6,3.6,3.5,1009334
2014,Kurt Suzuki,MIN,Catcher,30,0.288,0.345,0.383,0.727,452,130,37,3,61,0,-2.6,-0.1,8259
1971,Johnny Bench,CIN,Catcher,23,0.238,0.299,0.423,0.722,562,134,80,27,61,2,4.4,4.1,1000826
1972,Thurman Munson,NYY,Catcher,25,0.28,0.343,0.364,0.707,511,143,54,7,46,6,8.2,3.5,1009334
2002,Benito Santiago,SFG,Catcher,37,0.278,0.315,0.45,0.765,478,133,56,16,74,4,-4.2,2.2,1130
2018,Yadier Molina,STL,Catcher,35,0.261,0.314,0.436,0.75,459,120,55,20,74,4,-0.6,2.5,7007
1984,Butch Wynegar,NYY,Catcher,28,0.267,0.36,0.342,0.702,442,118,48,6,45,1,-0.6,2.7,1014308
1981,Bruce Benedict,ATL,Catcher,25,0.264,0.341,0.363,0.704,295,78,26,5,35,1,-1.2,2.3,1000829
2008,Kurt Suzuki,OAK,Catcher,24,0.279,0.346,0.37,0.716,530,148,54,7,42,2,-5,3.9,8259
1977,Butch Wynegar,MIN,Catcher,21,0.261,0.344,0.37,0.715,532,139,76,10,79,2,-3.8,3,1014308
2016,Russell Martin,TOR,Catcher,33,0.231,0.335,0.398,0.733,455,105,62,20,74,2,-1.3,3.6,4616
1979,Jim Sundberg,TEX,Catcher,28,0.275,0.345,0.368,0.713,495,136,50,5,64,3,-3.5,3.4,1012724
1973,Fred Kendall,SDP,Catcher,24,0.282,0.32,0.396,0.717,507,143,39,10,59,3,1.4,2.9,1006828
2000,Bengie Molina,ANA,Catcher,25,0.281,0.318,0.421,0.739,473,133,59,14,71,1,-10.7,2.2,24
2002,Paul Lo Duca,LAD,Catcher,30,0.281,0.33,0.402,0.731,580,163,74,10,64,3,-5.3,2.4,662
1975,Brian Downing,CHW,Catcher,24,0.24,0.356,0.324,0.68,420,101,58,7,41,13,-0.8,3,1003451
2006,Jason Kendall,OAK,Catcher,32,0.295,0.367,0.342,0.709,552,163,76,1,50,11,-6.4,2.9,993
1972,Manny Sanguillen,PIT,Catcher,28,0.298,0.322,0.404,0.726,520,155,55,7,71,1,1.4,3.7,1011434
2018,Willson Contreras,CHC,Catcher,26,0.249,0.339,0.39,0.73,474,118,50,10,54,4,-4.6,0.7,11609
1982,Keith Moreland,CHC,Catcher,28,0.261,0.326,0.399,0.725,476,124,50,15,68,0,-4.5,0.4,1009161
1984,Lance Parrish,DET,Catcher,28,0.237,0.287,0.443,0.73,578,137,75,33,98,2,-1.4,3,1010021
2009,Kurt Suzuki,OAK,Catcher,25,0.274,0.313,0.421,0.734,570,156,74,15,88,8,-1.3,1.9,8259
1993,Ivan Rodriguez,TEX,Catcher,21,0.273,0.315,0.412,0.727,473,129,56,10,66,8,-5.3,2.4,1275
2002,Jason Varitek,BOS,Catcher,30,0.266,0.332,0.392,0.724,467,124,58,10,61,4,-7.3,1.9,217
1984,Jody Davis,CHC,Catcher,27,0.256,0.315,0.421,0.736,523,134,55,19,94,5,-5.9,2.6,1003060
2002,Jason Kendall,PIT,Catcher,28,0.283,0.35,0.356,0.706,545,154,59,3,44,15,-7.8,2.2,993
1986,Bo Diaz,CIN,Catcher,33,0.272,0.327,0.38,0.707,474,129,50,10,56,1,-4.2,2.6,1003261
1982,Jim Sundberg,TEX,Catcher,31,0.251,0.322,0.383,0.705,470,118,37,10,47,2,-3.9,2.9,1012724
1986,Rich Gedman,BOS,Catcher,26,0.258,0.315,0.424,0.739,462,119,49,16,65,1,-5.7,3.2,1004592
1986,Jody Davis,CHC,Catcher,29,0.25,0.3,0.428,0.728,528,132,61,21,74,0,-7.2,4.2,1003060
1981,Lance Parrish,DET,Catcher,25,0.244,0.311,0.394,0.704,348,85,39,10,46,2,-0.4,2.2,1010021
1990,Craig Biggio,HOU,Catcher,24,0.276,0.342,0.348,0.689,555,153,53,4,42,25,-0.8,3.1,549
1978,Thurman Munson,NYY,Catcher,31,0.297,0.332,0.373,0.705,617,183,73,6,71,2,-1.4,3,1009334
1990,B.J. Surhoff,MIL,Catcher,25,0.276,0.331,0.376,0.706,474,131,55,6,59,18,-0.7,1.9,117
2017,Yadier Molina,STL,Catcher,34,0.273,0.312,0.439,0.751,501,137,60,18,82,9,-8.8,2.3,7007
2004,A.J. Pierzynski,SFG,Catcher,27,0.272,0.319,0.41,0.729,471,128,45,11,77,0,-17.4,0.5,746
2013,Russell Martin,PIT,Catcher,30,0.226,0.327,0.377,0.703,438,99,51,15,55,9,-0.2,5.4,4616
2007,Bengie Molina,SFG,Catcher,32,0.276,0.298,0.433,0.731,497,137,38,19,81,0,-16.4,1,24
2008,A.J. Pierzynski,CHW,Catcher,31,0.281,0.312,0.416,0.728,534,150,66,13,60,1,-16,1.2,746
2014,Dioner Navarro,TOR,Catcher,30,0.274,0.317,0.395,0.712,481,132,40,12,69,3,-3.8,-0.6,3179
2003,Paul Lo Duca,LAD,Catcher,31,0.273,0.335,0.377,0.712,568,155,64,7,52,0,-12,2.6,662
1973,Manny Sanguillen,PIT,Catcher,29,0.282,0.301,0.411,0.712,589,166,64,12,65,2,-5,2.7,1011434
2001,Ramon Hernandez,OAK,Catcher,25,0.254,0.316,0.408,0.724,453,115,55,15,60,1,-6,2.7,918
1985,Bob Brenly,SFG,Catcher,31,0.22,0.311,0.391,0.702,440,97,41,19,56,1,-1.6,0.9,1001386
2013,A.J. Pierzynski,TEX,Catcher,36,0.272,0.297,0.425,0.722,503,137,48,17,70,1,-11.1,0.3,746
1987,Lance Parrish,PHI,Catcher,31,0.245,0.313,0.399,0.712,466,114,42,17,67,0,-9.9,1.3,1010021
1987,Mike Scioscia,LAD,Catcher,28,0.265,0.343,0.364,0.707,461,122,44,6,38,7,-4.9,2.7,1011667
1987,Bo Diaz,CIN,Catcher,34,0.27,0.3,0.421,0.722,496,134,49,15,82,1,-10.2,2.7,1003261
1974,Thurman Munson,NYY,Catcher,27,0.261,0.316,0.381,0.697,517,135,64,13,60,2,-1.2,2.3,1009334
2005,Ivan Rodriguez,DET,Catcher,33,0.276,0.29,0.444,0.735,504,139,71,14,50,7,-4.1,3.2,1275
2008,Ramon Hernandez,BAL,Catcher,32,0.257,0.308,0.406,0.714,463,119,49,15,65,0,-13.5,0.8,918
1969,Tom Haller,LAD,Catcher,32,0.263,0.337,0.357,0.694,445,117,46,6,39,0,-1.7,2.2,1005244
2013,Ryan Doumit,MIN,Catcher,32,0.247,0.314,0.396,0.71,485,120,49,14,55,1,-4.9,-1.4,2113
1969,Tim McCarver,STL,Catcher,27,0.26,0.323,0.365,0.688,515,134,46,7,51,4,-8.3,1.8,1008378
2015,Derek Norris,SDP,Catcher,26,0.25,0.305,0.404,0.709,515,129,65,14,62,4,-2.4,3.8,6867
1991,Benito Santiago,SDP,Catcher,26,0.267,0.296,0.403,0.7,580,155,60,17,87,8,-8.1,2.6,1130
2007,A.J. Pierzynski,CHW,Catcher,30,0.263,0.309,0.403,0.712,472,124,54,14,50,1,-18.6,0.8,746
2009,Russell Martin,LAD,Catcher,26,0.25,0.352,0.329,0.68,505,126,63,7,53,11,-12.3,3.1,4616
1985,Jody Davis,CHC,Catcher,28,0.232,0.3,0.4,0.7,482,112,47,17,58,1,-7.7,2.4,1003060
1991,B.J. Surhoff,MIL,Catcher,26,0.289,0.319,0.372,0.691,505,146,57,5,68,5,-7.8,1.4,117
1980,Butch Wynegar,MIN,Catcher,24,0.255,0.339,0.335,0.675,486,124,61,5,57,3,-10.3,2.7,1014308
2009,Bengie Molina,SFG,Catcher,34,0.265,0.285,0.442,0.727,491,130,52,20,80,0,-16.2,0.6,24
2007,Ivan Rodriguez,DET,Catcher,35,0.281,0.294,0.42,0.714,502,141,50,11,63,2,-14.5,1.5,1275
2001,Jason Kendall,PIT,Catcher,27,0.266,0.335,0.358,0.693,606,161,84,10,53,13,-19,0.3,993
2016,Salvador Perez,KCR,Catcher,26,0.247,0.288,0.438,0.725,514,127,57,22,64,0,-11.2,0.3,7304
2001,Ben Davis,SDP,Catcher,24,0.239,0.337,0.357,0.694,448,107,56,11,57,4,-8.8,1.9,1074
2014,Miguel Montero,ARI,Catcher,30,0.243,0.329,0.37,0.699,489,119,40,13,72,0,-12.3,3.3,3364
1994,Rick Wilkins,CHC,Catcher,27,0.227,0.317,0.387,0.703,313,71,44,7,39,4,-9.1,1.1,1013960
1974,Manny Sanguillen,PIT,Catcher,30,0.287,0.313,0.371,0.684,596,171,77,7,68,2,-7.1,2.7,1011434
2018,Tucker Barnhart,CIN,Catcher,27,0.248,0.328,0.372,0.699,460,114,50,10,46,0,-11.5,-0.4,10200
2014,Brian McCann,NYY,Catcher,30,0.232,0.286,0.406,0.692,495,115,57,23,75,0,-6.8,3.7,4810
2016,Stephen Vogt,OAK,Catcher,31,0.251,0.305,0.406,0.711,490,123,54,14,56,0,-4.9,0.3,5000
1990,Tony Pena,BOS,Catcher,33,0.263,0.322,0.348,0.67,491,129,62,7,56,8,-11.1,1.5,1010153
1992,Joe Oliver,CIN,Catcher,26,0.27,0.316,0.388,0.704,485,131,42,10,57,2,-7.4,2.1,1009778
2005,Jason Kendall,OAK,Catcher,31,0.271,0.345,0.321,0.666,601,163,70,0,53,8,-11.3,1.8,993
2018,Salvador Perez,KCR,Catcher,28,0.235,0.274,0.439,0.713,510,120,52,27,80,1,-12.8,0.4,7304
2014,Salvador Perez,KCR,Catcher,24,0.26,0.289,0.403,0.692,578,150,57,17,70,1,-9,2,7304
1992,Pat Borders,TOR,Catcher,29,0.242,0.29,0.385,0.676,480,116,47,13,53,1,-9,1.1,1068
1984,Mike Heath,OAK,Catcher,29,0.248,0.287,0.396,0.682,475,118,49,13,64,7,-5.8,1.9,1005564
2011,John Buck,FLA,Catcher,30,0.227,0.316,0.367,0.683,466,106,41,16,57,0,-9.8,0.3,2041
2013,Matt Wieters,BAL,Catcher,27,0.235,0.287,0.417,0.704,523,123,59,22,79,2,-10.4,2,4298
2011,Kurt Suzuki,OAK,Catcher,27,0.237,0.301,0.385,0.686,460,109,54,14,44,2,-9.1,1,8259
2010,A.J. Pierzynski,CHW,Catcher,33,0.27,0.3,0.388,0.688,474,128,43,9,56,3,-18.1,1.1,746
1973,Bob Boone,PHI,Catcher,25,0.261,0.311,0.365,0.675,521,136,42,10,61,3,-12.7,2.1,1001183
2015,Salvador Perez,KCR,Catcher,25,0.26,0.28,0.426,0.706,531,138,52,21,70,1,-15.3,0.8,7304
1991,Tom Pagnozzi,STL,Catcher,28,0.264,0.319,0.351,0.67,459,121,38,2,57,9,-10,3.4,1009960
1979,John Stearns,NYM,Catcher,27,0.243,0.312,0.355,0.667,538,131,58,9,66,15,-13.5,1.3,1012446
2010,Yadier Molina,STL,Catcher,27,0.262,0.329,0.342,0.671,465,122,34,6,62,8,-15.7,5,7007
1995,Joe Girardi,COL,Catcher,30,0.262,0.308,0.359,0.667,462,121,63,8,55,3,-30.4,-0.7,280
1988,Tony Pena,STL,Catcher,31,0.263,0.308,0.372,0.68,505,133,55,10,51,6,-5.9,2.3,1010153
1988,Gary Carter,NYM,Catcher,34,0.242,0.301,0.358,0.659,455,110,39,11,46,0,-3.4,1,1002015
1993,Benito Santiago,FLA,Catcher,28,0.23,0.291,0.38,0.671,469,108,49,13,50,10,-14.4,0.6,1130
1987,Gary Carter,NYM,Catcher,33,0.235,0.29,0.392,0.682,523,123,55,20,83,0,-11.8,1.4,1002015
1987,Terry Kennedy,BAL,Catcher,31,0.25,0.299,0.385,0.684,512,128,51,18,62,1,-14.4,1.7,1006850
1972,Ray Fosse,CLE,Catcher,25,0.241,0.312,0.354,0.666,457,110,42,10,41,5,-5.1,1.7,1004243
2010,Kurt Suzuki,OAK,Catcher,26,0.242,0.303,0.366,0.669,495,120,55,13,71,3,-11.7,1.2,8259
1983,Bo Diaz,PHI,Catcher,30,0.236,0.295,0.367,0.662,471,111,49,15,64,1,-12.1,1.6,1003261
1998,Charles Johnson,None,Catcher,26,0.218,0.289,0.381,0.67,459,100,44,19,58,0,-13.5,1.7,523
2012,Jesus Montero,SEA,Catcher,22,0.26,0.298,0.386,0.685,515,134,46,15,62,0,-12.7,-1.4,5514
1975,Steve Yeager,LAD,Catcher,26,0.228,0.298,0.347,0.646,452,103,34,12,54,2,-12.1,1.9,1014332
1985,Terry Kennedy,SDP,Catcher,29,0.261,0.301,0.372,0.673,532,139,54,10,74,0,-9.4,2.9,1006850
2008,Jason Kendall,MIL,Catcher,34,0.246,0.327,0.324,0.651,516,127,46,2,49,8,-16.7,1.9,993
1982,Bob Boone,CAL,Catcher,34,0.256,0.31,0.337,0.647,472,121,42,7,58,0,-14.1,3.2,1001183
1979,Rick Cerone,TOR,Catcher,25,0.239,0.294,0.358,0.652,469,112,47,7,61,1,-19,0.5,1002105
1979,Jeff Newman,OAK,Catcher,30,0.231,0.267,0.399,0.666,516,119,53,22,71,2,-13.5,0.6,1009543
1972,Dave Rader,SFG,Catcher,23,0.259,0.306,0.333,0.64,459,119,44,6,41,1,-10.8,1.5,1010636
1973,Dave Rader,SFG,Catcher,24,0.229,0.326,0.338,0.664,462,106,59,9,41,0,-14.9,0.4,1010636
1977,Manny Sanguillen,OAK,Catcher,33,0.275,0.302,0.354,0.656,571,157,42,6,58,2,-15,0.4,1011434
2014,Jason Castro,HOU,Catcher,27,0.222,0.286,0.366,0.651,465,103,43,14,56,1,-7.5,2.2,8722
1993,Pat Borders,TOR,Catcher,30,0.254,0.285,0.371,0.656,488,124,38,9,55,2,-18.4,-0.2,1068
2009,Jason Kendall,MIL,Catcher,35,0.241,0.331,0.305,0.636,452,109,48,2,43,7,-18.3,0.5,993
1973,Ray Fosse,OAK,Catcher,26,0.256,0.291,0.354,0.644,492,126,37,7,52,2,-10.2,2.6,1004243
1993,Joe Oliver,CIN,Catcher,27,0.239,0.276,0.384,0.659,482,115,40,14,75,0,-18.5,1.2,1009778
2001,Benito Santiago,SFG,Catcher,36,0.262,0.295,0.369,0.664,477,125,39,6,45,5,-18.2,0.7,1130
1981,Ted Simmons,MIL,Catcher,31,0.216,0.262,0.376,0.638,380,82,45,14,61,0,-7,0.5,1011986
1992,Tom Pagnozzi,STL,Catcher,29,0.249,0.29,0.359,0.649,485,121,33,7,44,2,-13.1,1.2,1009960
1988,Benito Santiago,SDP,Catcher,23,0.248,0.282,0.362,0.643,492,122,49,10,46,15,-8.8,3.2,1130
1970,John Bateman,MON,Catcher,29,0.237,0.275,0.383,0.658,520,123,51,15,68,8,-21.1,1.6,1000653
1994,Brad Ausmus,SDP,Catcher,25,0.251,0.314,0.358,0.672,327,82,45,7,24,5,-14,0.3,546
2015,Yadier Molina,STL,Catcher,32,0.27,0.31,0.35,0.66,488,132,34,4,61,3,-13.6,2.4,7007
1992,B.J. Surhoff,MIL,Catcher,27,0.252,0.314,0.321,0.635,480,121,63,4,62,14,-14.6,1.7,117
1983,Bob Boone,CAL,Catcher,35,0.256,0.289,0.353,0.641,468,120,46,9,52,4,-15.5,1.8,1001183
1969,Johnny Edwards,HOU,Catcher,31,0.232,0.306,0.333,0.639,496,115,52,6,50,2,-13,1.9,1003689
1978,Butch Wynegar,MIN,Catcher,22,0.229,0.307,0.308,0.616,454,104,36,4,45,1,-15.2,1.5,1014308
1985,Tony Pena,PIT,Catcher,28,0.249,0.284,0.361,0.645,546,136,53,10,59,12,-16.6,2.5,1010153
2001,Michael Barrett,MON,Catcher,24,0.25,0.289,0.367,0.655,472,118,42,6,38,2,-24.8,-1.2,762
1980,Bob Boone,PHI,Catcher,32,0.229,0.299,0.338,0.637,480,110,34,9,55,3,-17.3,0.8,1001183
1985,Bob Boone,CAL,Catcher,37,0.248,0.306,0.317,0.623,460,114,37,5,55,1,-17.1,2.2,1001183
1984,Terry Kennedy,SDP,Catcher,28,0.24,0.284,0.353,0.637,530,127,54,14,57,1,-14.8,0.8,1006850
1981,John Wathan,KCR,Catcher,31,0.252,0.298,0.312,0.611,301,76,24,1,19,11,-8.9,-0.4,1013666
1972,Dick Billings,TEX,Catcher,29,0.254,0.296,0.322,0.618,469,119,41,5,58,1,-10.3,0.6,1000968
1971,John Bateman,MON,Catcher,30,0.242,0.273,0.35,0.623,492,119,34,10,56,1,-15.8,0.6,1000653
1991,Tony Pena,BOS,Catcher,34,0.231,0.291,0.321,0.612,464,107,45,5,48,8,-20.1,0.7,1010153
1974,Bob Boone,PHI,Catcher,26,0.242,0.295,0.322,0.617,488,118,41,3,52,3,-20.1,0.2,1001183
1976,Fred Kendall,SDP,Catcher,27,0.246,0.302,0.296,0.598,456,112,30,2,39,1,-13.4,1.4,1006828
2011,Miguel Olivo,SEA,Catcher,32,0.224,0.253,0.388,0.641,477,107,54,19,62,6,-13.5,-2,1638
2007,Jason Kendall,None,Catcher,33,0.242,0.301,0.309,0.61,466,113,45,3,41,3,-26.7,-0.7,993
1988,B.J. Surhoff,MIL,Catcher,23,0.245,0.292,0.318,0.611,493,121,47,5,38,21,-18.5,0.8,117
1970,Johnny Edwards,HOU,Catcher,32,0.221,0.299,0.319,0.618,458,101,46,7,49,1,-23.4,0.7,1003689
2003,Brad Ausmus,HOU,Catcher,34,0.229,0.303,0.291,0.594,450,103,43,4,47,5,-29.9,0.2,546
1986,Bob Boone,CAL,Catcher,38,0.222,0.287,0.305,0.593,442,98,48,7,49,1,-21.7,2,1001183
2015,Wilson Ramos,WSN,Catcher,27,0.229,0.258,0.358,0.616,475,109,41,15,68,0,-23.7,-0.5,1433
1975,Jim Sundberg,TEX,Catcher,24,0.199,0.283,0.256,0.539,472,94,45,6,36,3,-25.5,1.4,1012724
1994,Matt Walbeck,MIN,Catcher,24,0.204,0.246,0.284,0.53,338,69,31,5,35,1,-32.3,-0.7,501
