Season,Name,Team,Position,Age,AVG,OBP,SLG,OPS,AB,H,R,HR,RBI,SB,Off,WAR,playerid
2008,Ryan Theriot,CHC,Shortstop,28,0.307,0.387,0.359,0.745,580,178,85,1,38,22,0.5,3,3811
2013,Ian Desmond,WSN,Shortstop,27,0.28,0.331,0.453,0.784,600,168,77,20,80,21,13.1,4.3,6885
1979,Dave Concepcion,CIN,Shortstop,31,0.281,0.348,0.415,0.764,590,166,91,16,84,19,8.8,4.6,1002494
1990,Barry Larkin,CIN,Shortstop,26,0.301,0.358,0.396,0.753,614,185,85,7,67,30,9.4,5.4,335
2009,Erick Aybar,LAA,Shortstop,25,0.312,0.353,0.423,0.776,504,157,70,5,58,14,7,3.8,4082
2001,Miguel Tejada,OAK,Shortstop,27,0.267,0.326,0.476,0.801,622,166,107,31,113,11,8.1,3.7,941
2007,J.J. Hardy,MIL,Shortstop,24,0.277,0.323,0.463,0.786,592,164,89,26,80,2,-0.1,3.9,3797
2016,Francisco Lindor,CLE,Shortstop,22,0.301,0.358,0.435,0.794,604,182,99,15,78,19,8.6,5.5,12916
2019,Corey Seager,LAD,Shortstop,25,0.272,0.335,0.483,0.817,489,133,82,19,87,1,12.7,3.3,13624
2000,Rich Aurilia,SFG,Shortstop,28,0.271,0.339,0.444,0.783,509,138,67,20,79,1,-0.4,2.5,1106
1995,Walt Weiss,COL,Shortstop,31,0.26,0.403,0.321,0.724,427,111,65,1,25,15,-11.7,1.5,1013748
2003,Angel Berroa,KCR,Shortstop,25,0.287,0.338,0.451,0.789,567,163,92,17,73,21,3.3,2.7,591
1969,Jim Fregosi,CAL,Shortstop,27,0.26,0.361,0.381,0.742,580,151,78,12,47,9,12.1,4.4,1004330
2007,Jack Wilson,PIT,Shortstop,29,0.296,0.35,0.44,0.791,477,141,67,12,56,2,2.2,2.5,1017
2019,Kevin Newman,PIT,Shortstop,25,0.308,0.353,0.446,0.8,493,152,61,12,64,16,6.4,2.3,17696
1986,Tony Fernandez,TOR,Shortstop,24,0.31,0.338,0.428,0.766,687,213,91,10,65,25,6.4,4.5,1004002
2005,Julio Lugo,TBD,Shortstop,29,0.295,0.362,0.403,0.765,616,182,89,6,57,39,13.4,4.6,565
1995,Shawon Dunston,CHC,Shortstop,32,0.296,0.317,0.472,0.788,477,141,58,14,69,10,0.9,0.5,1401
1981,Dave Stapleton,BOS,Shortstop,27,0.285,0.325,0.423,0.747,355,101,45,10,42,0,3,1.4,1012423
1991,Jay Bell,PIT,Shortstop,25,0.27,0.33,0.428,0.757,608,164,96,16,67,10,12.3,4.4,48
1999,Rich Aurilia,SFG,Shortstop,27,0.281,0.336,0.444,0.78,558,157,68,22,80,2,-1.6,2.1,1106
2004,Khalil Greene,SDP,Shortstop,24,0.273,0.349,0.446,0.795,484,132,67,15,65,4,9.6,3.2,1826
2005,Rafael Furcal,ATL,Shortstop,27,0.284,0.348,0.429,0.777,616,175,100,12,58,46,11.7,4.5,88
2017,Asdrubal Cabrera,NYM,Shortstop,31,0.28,0.351,0.434,0.785,479,134,66,14,59,3,-0.9,1.4,4962
2015,Xander Bogaerts,BOS,Shortstop,22,0.32,0.355,0.421,0.776,613,196,84,7,81,10,12,4.6,12161
2005,David Eckstein,STL,Shortstop,30,0.294,0.363,0.395,0.758,630,185,90,8,61,11,3.2,2.5,10
2011,Starlin Castro,CHC,Shortstop,21,0.307,0.341,0.432,0.773,674,207,91,10,66,22,4.3,2.7,4579
1982,Roy Smalley,None,Shortstop,29,0.255,0.345,0.413,0.758,499,127,57,20,67,0,6.4,2.9,1012078
2007,Jhonny Peralta,CLE,Shortstop,25,0.27,0.341,0.43,0.771,574,155,87,21,72,4,0.6,1.7,1738
2002,Jose Valentin,CHW,Shortstop,32,0.249,0.311,0.479,0.79,474,118,70,25,75,3,2.1,3.5,256
2007,Jose Reyes,NYM,Shortstop,24,0.28,0.354,0.421,0.775,681,191,119,12,57,78,13,5.6,1736
2000,Edgar Renteria,STL,Shortstop,23,0.278,0.346,0.423,0.77,562,156,94,16,76,21,-6.2,2,1178
1986,Julio Franco,CLE,Shortstop,27,0.306,0.338,0.422,0.76,599,183,80,10,74,10,2.8,2.7,87
2002,David Eckstein,ANA,Shortstop,27,0.293,0.363,0.388,0.752,608,178,107,8,63,21,10.2,4.5,10
1980,Garry Templeton,STL,Shortstop,24,0.319,0.342,0.417,0.759,504,161,83,4,43,31,5.8,3.8,1012909
1978,Robin Yount,MIL,Shortstop,22,0.293,0.323,0.428,0.752,502,147,66,9,71,16,7.8,4.4,1014396
1981,Rick Burleson,CAL,Shortstop,30,0.293,0.357,0.372,0.729,430,126,53,5,33,4,6.8,4,1001696
1987,Cal Ripken,BAL,Shortstop,26,0.252,0.333,0.436,0.769,624,157,97,27,98,3,2.2,3.5,1010978
1995,Wil Cordero,MON,Shortstop,23,0.286,0.341,0.42,0.761,514,147,64,10,49,9,-1.1,0,770
1974,Toby Harrah,TEX,Shortstop,25,0.26,0.319,0.417,0.736,573,149,79,21,74,15,6.3,3.1,1005384
2019,Jonathan Villar,BAL,Shortstop,28,0.274,0.339,0.453,0.792,642,176,111,24,73,40,18.6,4.1,10071
1991,Travis Fryman,DET,Shortstop,22,0.259,0.309,0.447,0.756,557,144,65,21,91,12,4.6,3.4,385
1998,Jose Hernandez,CHC,Shortstop,28,0.254,0.311,0.471,0.782,488,124,76,23,75,4,-1.9,2.2,688
1990,Tony Fernandez,TOR,Shortstop,28,0.276,0.352,0.391,0.742,635,175,84,4,66,26,6.5,4.9,1004002
2012,Jose Reyes,MIA,Shortstop,29,0.287,0.347,0.433,0.78,642,184,86,11,57,40,12.6,3.8,1736
2011,Emilio Bonifacio,FLA,Shortstop,26,0.296,0.36,0.393,0.753,565,167,78,5,36,40,13.4,2.9,4054
2017,Didi Gregorius,NYY,Shortstop,27,0.287,0.318,0.478,0.796,534,153,73,25,87,3,9,4.1,6012
2015,Troy Tulowitzki,None,Shortstop,30,0.28,0.337,0.44,0.777,486,136,77,17,70,1,-2.4,2.4,3531
2018,Chris Taylor,LAD,Shortstop,27,0.254,0.331,0.444,0.775,536,136,85,17,63,9,14.2,3.1,13757
2020,Brandon Crawford,SFG,Shortstop,33,0.256,0.326,0.465,0.792,172,44,26,8,28,1,2.2,0.9,5343
1996,Kevin Elster,TEX,Shortstop,31,0.252,0.317,0.462,0.779,515,130,79,24,99,4,-8.7,1.5,1003758
1999,Jose Hernandez,None,Shortstop,29,0.266,0.339,0.425,0.764,508,135,79,19,62,11,-5.1,1.9,688
2017,Tim Beckham,None,Shortstop,27,0.278,0.328,0.454,0.782,533,148,67,22,62,6,7,3.4,7949
1992,Mike Bordick,OAK,Shortstop,26,0.3,0.358,0.371,0.729,504,151,62,3,48,12,8.4,3.8,129
2017,Jean Segura,SEA,Shortstop,27,0.3,0.349,0.427,0.776,524,157,80,11,45,22,7.5,2.9,5933
1999,Mark Loretta,MIL,Shortstop,27,0.29,0.354,0.39,0.744,587,170,93,5,67,4,-7.3,0.3,1383
1993,Andujar Cedeno,HOU,Shortstop,23,0.283,0.346,0.412,0.758,505,143,69,11,56,9,3.3,2.9,1002099
2016,Brad Miller,TBR,Shortstop,26,0.243,0.304,0.482,0.786,548,133,73,30,81,6,9.4,2.3,12775
1976,Dave Concepcion,CIN,Shortstop,28,0.281,0.335,0.401,0.736,576,162,74,9,69,21,4.2,4.6,1002494
1990,Cal Ripken,BAL,Shortstop,29,0.25,0.341,0.415,0.756,600,150,78,21,84,3,7.4,6.2,1010978
1969,Leo Cardenas,MIN,Shortstop,30,0.28,0.353,0.388,0.741,578,162,67,10,70,5,1.1,5,1001938
1993,Tony Fernandez,None,Shortstop,31,0.279,0.348,0.394,0.742,526,147,65,5,64,21,0.4,3.1,1004002
1995,Kurt Abbott,FLA,Shortstop,26,0.255,0.318,0.452,0.77,420,107,60,17,60,4,-1.4,1.8,1000013
2012,Asdrubal Cabrera,CLE,Shortstop,26,0.27,0.338,0.423,0.762,555,150,70,16,68,9,7.3,2.5,4962
2003,Jose Valentin,CHW,Shortstop,33,0.237,0.313,0.463,0.776,503,119,79,28,74,8,1.6,3.9,256
1971,Leo Cardenas,MIN,Shortstop,32,0.264,0.321,0.421,0.741,554,146,59,18,75,3,3.3,3.4,1001938
2005,Jimmy Rollins,PHI,Shortstop,26,0.29,0.338,0.431,0.77,677,196,115,12,54,41,7.6,3.9,971
2015,Brandon Crawford,SFG,Shortstop,28,0.256,0.321,0.462,0.782,507,130,65,21,84,6,7.6,4.3,5343
1974,Dave Concepcion,CIN,Shortstop,26,0.281,0.335,0.397,0.732,594,167,70,14,82,41,10.6,5.8,1002494
2002,Omar Vizquel,CLE,Shortstop,35,0.275,0.341,0.418,0.759,582,160,85,14,72,18,6.8,3.3,411
2018,Trea Turner,WSN,Shortstop,25,0.271,0.344,0.416,0.76,664,180,103,19,73,43,13,4.8,16252
2011,Derek Jeter,NYY,Shortstop,37,0.297,0.355,0.388,0.743,546,162,84,6,61,16,3.3,2.2,826
2006,Omar Vizquel,SFG,Shortstop,39,0.295,0.361,0.389,0.749,579,171,88,4,58,24,-3.5,3.3,411
1997,Shawon Dunston,None,Shortstop,34,0.3,0.312,0.451,0.763,490,147,71,14,57,32,-1.2,0.3,1401
1988,Howard Johnson,NYM,Shortstop,27,0.23,0.343,0.422,0.765,495,114,85,24,68,23,13.2,2.9,1006462
2004,Rafael Furcal,ATL,Shortstop,26,0.279,0.344,0.414,0.758,563,157,103,14,59,29,6.7,2.8,88
2006,Felipe Lopez,None,Shortstop,26,0.274,0.358,0.381,0.739,617,169,98,11,52,44,3.8,1.9,1311
1995,Jay Bell,PIT,Shortstop,29,0.262,0.336,0.404,0.739,530,139,79,13,55,2,-5.8,1,48
1992,Travis Fryman,DET,Shortstop,23,0.266,0.316,0.416,0.731,659,175,87,20,96,8,2.5,4.1,385
1974,Bert Campaneris,OAK,Shortstop,32,0.29,0.347,0.366,0.713,527,153,77,2,41,34,9.6,4.6,1001868
1981,Robin Yount,MIL,Shortstop,25,0.273,0.312,0.419,0.731,377,103,50,10,49,4,6.4,4.5,1014396
1978,Toby Harrah,TEX,Shortstop,29,0.229,0.349,0.36,0.709,450,103,56,12,59,31,6.1,3.6,1005384
1969,Luis Aparicio,CHW,Shortstop,35,0.28,0.352,0.362,0.714,599,168,77,5,51,24,4.7,4.6,1000278
1981,Bill Almon,CHW,Shortstop,28,0.301,0.341,0.375,0.717,349,105,46,4,41,16,4.6,2,1000174
2010,Starlin Castro,CHC,Shortstop,20,0.3,0.347,0.408,0.755,463,139,53,3,41,10,-1.7,1.8,4579
1990,Howard Johnson,NYM,Shortstop,29,0.244,0.319,0.434,0.753,590,144,89,23,90,34,8.4,3,1006462
2013,Jean Segura,MIL,Shortstop,23,0.294,0.329,0.423,0.752,588,173,74,12,49,44,8,4,5933
2004,Omar Vizquel,CLE,Shortstop,37,0.291,0.353,0.388,0.741,567,165,82,7,59,19,5.3,3.2,411
2000,Deivi Cruz,DET,Shortstop,27,0.302,0.318,0.449,0.767,583,176,68,10,82,1,-7.9,2.4,1025
1998,Omar Vizquel,CLE,Shortstop,31,0.288,0.358,0.372,0.73,576,166,86,2,50,37,-5,3.4,411
2014,Ian Desmond,WSN,Shortstop,28,0.255,0.313,0.43,0.743,593,151,73,24,91,24,9.6,4.1,6885
2012,Hanley Ramirez,None,Shortstop,28,0.257,0.322,0.437,0.759,604,155,79,24,92,21,6.1,2.9,8001
2008,Michael Young,TEX,Shortstop,31,0.284,0.339,0.402,0.741,645,183,102,12,82,10,-2.6,2.4,1286
1987,Scott Fletcher,TEX,Shortstop,28,0.287,0.358,0.374,0.732,588,169,82,5,63,13,-6.3,2.3,1004155
2007,Orlando Cabrera,LAA,Shortstop,32,0.301,0.345,0.397,0.742,638,192,101,8,86,20,5.4,4.8,766
1999,Miguel Tejada,OAK,Shortstop,25,0.251,0.325,0.427,0.751,593,149,93,21,84,8,-9.2,2.8,941
1979,Ivan DeJesus,CHC,Shortstop,26,0.283,0.345,0.379,0.724,636,180,92,5,52,24,-9.8,1,1003150
1977,Bob Bailor,TOR,Shortstop,25,0.31,0.335,0.403,0.738,496,154,62,5,32,15,-0.5,1.5,1000433
1993,Mike Lansing,MON,Shortstop,25,0.287,0.352,0.369,0.721,491,141,64,3,45,23,1.3,2.7,1007334
1992,Ozzie Smith,STL,Shortstop,37,0.295,0.367,0.342,0.708,518,153,73,0,31,43,9.7,5.1,1012186
1998,Mike Bordick,BAL,Shortstop,32,0.26,0.328,0.411,0.739,465,121,59,13,51,6,-4.9,3.5,129
2016,Brandon Crawford,SFG,Shortstop,29,0.275,0.342,0.43,0.772,553,152,67,12,84,7,7,5.2,5343
2001,Ricky Gutierrez,CHC,Shortstop,31,0.29,0.345,0.402,0.746,528,153,76,10,66,4,-3.4,1.8,387
2016,Troy Tulowitzki,TOR,Shortstop,31,0.254,0.318,0.443,0.761,492,125,54,24,79,1,-0.1,3,3531
1985,Tony Fernandez,TOR,Shortstop,23,0.289,0.34,0.39,0.73,564,163,71,2,51,13,-1,4.1,1004002
2018,Jean Segura,SEA,Shortstop,28,0.304,0.341,0.415,0.755,586,178,91,10,63,20,7.6,3.7,5933
1978,Ivan DeJesus,CHC,Shortstop,25,0.278,0.356,0.354,0.71,619,172,104,3,35,41,-1.3,3.7,1003150
2007,Mark Loretta,HOU,Shortstop,35,0.287,0.352,0.372,0.724,460,132,52,4,41,1,-9.7,0.8,1383
1975,Larry Bowa,PHI,Shortstop,29,0.305,0.334,0.377,0.711,583,178,79,2,38,24,-0.4,2.7,1001243
2003,Julio Lugo,None,Shortstop,27,0.271,0.333,0.41,0.743,498,135,64,15,55,12,1,2.7,565
2018,Andrelton Simmons,LAA,Shortstop,28,0.292,0.337,0.417,0.754,554,162,68,11,75,10,5.4,5.3,10847
1991,Mike Gallego,OAK,Shortstop,30,0.247,0.343,0.369,0.712,482,119,67,12,49,6,1.1,3.4,1004458
2017,Javier Baez,CHC,Shortstop,24,0.273,0.317,0.48,0.796,469,128,75,23,75,10,2.7,2.4,12979
1996,Mark Grudzielanek,MON,Shortstop,26,0.306,0.34,0.397,0.737,657,201,99,6,49,33,-0.6,2.4,653
2010,Jose Reyes,NYM,Shortstop,27,0.282,0.321,0.428,0.749,563,159,83,11,54,30,4.2,2.5,1736
1988,Kurt Stillwell,KCR,Shortstop,23,0.251,0.322,0.399,0.721,459,115,63,10,53,6,0.8,2.8,1012536
1999,Edgar Renteria,STL,Shortstop,22,0.275,0.334,0.4,0.734,585,161,92,11,63,37,-8,1.2,1178
2011,Erick Aybar,LAA,Shortstop,27,0.279,0.322,0.421,0.743,556,155,71,10,59,30,7.6,3.8,4082
1999,Mike Bordick,BAL,Shortstop,33,0.277,0.334,0.403,0.737,631,175,93,10,77,14,-7.9,4.4,129
2011,Jimmy Rollins,PHI,Shortstop,32,0.268,0.338,0.399,0.736,567,152,87,16,63,30,5.1,3.6,971
1995,Cal Ripken,BAL,Shortstop,34,0.262,0.324,0.422,0.745,550,144,71,17,88,0,-8.9,4.1,1010978
2010,Alexei Ramirez,CHW,Shortstop,28,0.282,0.313,0.431,0.744,585,165,83,18,70,13,0.5,4.2,5133
1985,Julio Franco,CLE,Shortstop,26,0.288,0.343,0.381,0.723,636,183,97,6,90,13,-3.4,1.6,87
1988,Tony Fernandez,TOR,Shortstop,26,0.287,0.335,0.386,0.721,648,186,76,5,70,15,1.9,4.4,1004002
2010,Juan Uribe,SFG,Shortstop,31,0.248,0.31,0.44,0.749,521,129,64,24,85,1,-2,2.7,454
1980,Rick Burleson,BOS,Shortstop,29,0.278,0.341,0.366,0.708,644,179,89,8,51,12,-9.3,2.6,1001696
2004,Royce Clayton,COL,Shortstop,34,0.279,0.338,0.397,0.735,574,160,95,8,54,10,-14.4,1.2,226
1980,U L Washington,KCR,Shortstop,26,0.273,0.336,0.375,0.711,549,150,79,6,53,20,-1.2,2.7,1013659
2020,Francisco Lindor,CLE,Shortstop,26,0.258,0.335,0.415,0.75,236,61,30,8,27,6,-1.9,1.8,12916
2004,Bobby Crosby,OAK,Shortstop,24,0.239,0.319,0.426,0.744,545,130,70,22,64,7,-5.9,2.6,1818
1992,Jay Bell,PIT,Shortstop,26,0.264,0.326,0.383,0.709,632,167,87,9,55,7,3.2,4.2,48
1982,Alan Trammell,DET,Shortstop,24,0.258,0.325,0.395,0.72,489,126,66,9,57,19,-0.1,3.7,1013157
1992,Pat Listach,MIL,Shortstop,24,0.29,0.352,0.349,0.701,579,168,93,1,47,54,4.6,3.4,1007655
1993,Cal Ripken,BAL,Shortstop,32,0.257,0.329,0.42,0.748,641,165,87,24,90,1,-5.9,3.7,1010978
1987,Dale Sveum,MIL,Shortstop,23,0.252,0.303,0.454,0.757,535,135,86,25,95,2,-7.1,0.8,1012748
2016,Eduardo Nunez,None,Shortstop,29,0.288,0.325,0.432,0.758,553,159,73,16,67,40,3.3,2.9,6848
1982,Dickie Thon,HOU,Shortstop,24,0.276,0.327,0.397,0.724,496,137,73,3,36,37,10.4,5.1,1013033
2000,Damian Jackson,SDP,Shortstop,26,0.255,0.345,0.377,0.721,470,120,68,6,37,28,-2.4,2.6,471
2012,Starlin Castro,CHC,Shortstop,22,0.283,0.323,0.43,0.753,646,183,78,14,78,25,-1.6,3.1,4579
1989,Cal Ripken,BAL,Shortstop,28,0.257,0.317,0.401,0.718,646,166,80,21,93,3,2.5,5.8,1010978
2004,Julio Lugo,TBD,Shortstop,28,0.275,0.338,0.396,0.734,581,160,83,7,75,21,-0.5,3.7,565
2017,Andrelton Simmons,LAA,Shortstop,27,0.278,0.331,0.421,0.752,589,164,77,14,69,19,3.9,5,10847
1997,Omar Vizquel,CLE,Shortstop,30,0.28,0.347,0.368,0.715,565,158,89,5,49,43,-5.4,2.7,411
2006,Aaron Hill,TOR,Shortstop,24,0.291,0.349,0.386,0.735,546,159,70,6,50,5,-3.8,2.5,6104
1978,Craig Reynolds,SEA,Shortstop,25,0.292,0.336,0.374,0.71,548,160,57,5,44,9,-1.3,2,1010867
2017,Trevor Story,COL,Shortstop,24,0.239,0.308,0.457,0.765,503,120,68,24,82,7,-12,1.4,12564
2015,Jhonny Peralta,STL,Shortstop,33,0.275,0.334,0.411,0.745,579,159,64,17,71,1,-2.9,2.1,1738
1994,Shawon Dunston,CHC,Shortstop,31,0.278,0.313,0.435,0.748,331,92,38,11,35,3,-7,-0.3,1401
1977,Rick Burleson,BOS,Shortstop,26,0.293,0.338,0.382,0.72,663,194,80,3,52,13,-11.1,2.4,1001696
2006,Orlando Cabrera,LAA,Shortstop,31,0.282,0.335,0.404,0.738,607,171,95,9,72,27,-0.4,2.7,766
2012,Jimmy Rollins,PHI,Shortstop,33,0.25,0.316,0.427,0.743,632,158,102,23,68,30,8.3,4.7,971
1976,Roy Smalley,None,Shortstop,23,0.259,0.356,0.324,0.679,513,133,61,3,44,2,1.7,3,1012078
2012,Elvis Andrus,TEX,Shortstop,23,0.286,0.349,0.378,0.727,629,180,85,3,62,21,-1.2,3.7,8709
2003,Rich Aurilia,SFG,Shortstop,31,0.277,0.325,0.41,0.735,505,140,65,13,58,2,-6.6,2,1106
2011,Alexei Ramirez,CHW,Shortstop,29,0.269,0.328,0.399,0.727,614,165,81,15,70,7,-0.5,4.2,5133
2019,Paul DeJong,STL,Shortstop,25,0.233,0.318,0.444,0.762,583,136,97,30,78,9,2.1,4.1,18015
2001,Orlando Cabrera,MON,Shortstop,26,0.276,0.324,0.428,0.752,626,173,64,14,96,19,-10.9,3.1,766
2013,J.J. Hardy,BAL,Shortstop,30,0.263,0.306,0.433,0.738,601,158,66,25,76,2,-3.9,3.2,3797
2017,Xander Bogaerts,BOS,Shortstop,24,0.273,0.343,0.403,0.746,571,156,94,10,62,15,4.1,3.2,12161
1993,Greg Gagne,KCR,Shortstop,31,0.28,0.319,0.406,0.724,540,151,66,10,57,10,-8.5,2.8,1004427
1986,Ozzie Smith,STL,Shortstop,31,0.28,0.376,0.333,0.709,514,144,67,0,54,31,4,4.9,1012186
1988,Scott Fletcher,TEX,Shortstop,29,0.276,0.364,0.328,0.692,515,142,59,0,47,8,-1.2,3.9,1004155
2012,Erick Aybar,LAA,Shortstop,28,0.29,0.324,0.416,0.74,517,150,67,8,45,20,8.1,3.5,4082
2007,Khalil Greene,SDP,Shortstop,27,0.254,0.291,0.468,0.759,611,155,89,27,97,4,0.2,2.8,1826
2010,Marco Scutaro,BOS,Shortstop,34,0.275,0.333,0.388,0.721,632,174,92,11,56,5,-5.3,2,1555
2001,Craig Counsell,ARI,Shortstop,30,0.275,0.359,0.362,0.721,458,126,76,4,38,6,-11,2,52
1999,Alex Gonzalez,FLA,Shortstop,22,0.277,0.308,0.43,0.739,560,155,81,14,59,3,-11.9,0.2,520
2009,Stephen Drew,ARI,Shortstop,26,0.261,0.32,0.428,0.748,533,139,71,12,65,5,-6.3,2.1,4251
2014,Jose Reyes,TOR,Shortstop,31,0.287,0.328,0.398,0.726,610,175,94,9,51,30,10.9,3.8,1736
1998,Chris Gomez,SDP,Shortstop,27,0.267,0.346,0.379,0.725,449,120,55,4,39,1,-2.9,1.6,1208
2010,Alex Gonzalez,None,Shortstop,33,0.25,0.294,0.447,0.741,595,149,74,23,88,1,-5.1,3,520
2001,David Eckstein,ANA,Shortstop,26,0.285,0.355,0.357,0.712,582,166,82,4,41,29,-0.5,2.2,10
1974,Chris Speier,SFG,Shortstop,24,0.25,0.336,0.361,0.697,501,125,55,9,53,3,-4.5,2.9,1012316
1985,Ozzie Smith,STL,Shortstop,30,0.276,0.355,0.361,0.716,537,148,70,6,54,31,5.5,5.6,1012186
2001,Jimmy Rollins,PHI,Shortstop,22,0.274,0.323,0.419,0.743,656,180,97,14,54,46,-1.3,2.1,971
2001,Placido Polanco,STL,Shortstop,25,0.307,0.342,0.383,0.725,564,173,87,3,38,12,-5.4,4,1176
2004,Jose Valentin,CHW,Shortstop,34,0.216,0.287,0.473,0.76,450,97,73,30,70,8,-7,2.2,256
2014,Jimmy Rollins,PHI,Shortstop,35,0.243,0.323,0.394,0.717,538,131,78,17,55,28,7.7,3.8,971
1989,Kurt Stillwell,KCR,Shortstop,24,0.261,0.325,0.38,0.705,463,121,52,7,54,9,-1.1,1.8,1012536
1991,Tony Fernandez,SDP,Shortstop,29,0.272,0.337,0.36,0.697,558,152,81,4,38,23,0.2,2.5,1004002
1998,Mike Caruso,CHW,Shortstop,21,0.306,0.331,0.39,0.721,523,160,81,5,55,22,-5.9,1.7,595
2018,Jose Peraza,CIN,Shortstop,24,0.288,0.326,0.416,0.742,632,182,85,14,58,23,0.7,2.6,13593
1986,Dick Schofield,CAL,Shortstop,23,0.249,0.321,0.397,0.719,458,114,67,13,57,23,-0.1,3.7,1011602
1994,Felix Fermin,SEA,Shortstop,30,0.317,0.338,0.38,0.718,379,120,52,1,35,4,-8.5,-0.2,1003991
1969,Mark Belanger,BAL,Shortstop,25,0.287,0.351,0.345,0.696,530,152,76,2,50,14,-0.7,3.9,1000786
2005,Edgar Renteria,BOS,Shortstop,28,0.276,0.335,0.385,0.721,623,172,100,8,70,9,-3.4,1.8,1178
2009,Ryan Theriot,CHC,Shortstop,29,0.284,0.343,0.369,0.712,602,171,81,7,54,21,-9.6,2.2,3811
2011,Elvis Andrus,TEX,Shortstop,22,0.279,0.347,0.361,0.708,587,164,96,5,60,37,2.1,4,8709
1971,Mark Belanger,BAL,Shortstop,27,0.266,0.365,0.32,0.685,500,133,67,0,35,10,-1.3,4.1,1000786
2015,Asdrubal Cabrera,TBR,Shortstop,29,0.265,0.315,0.43,0.744,505,134,66,15,58,6,2.5,2.6,4962
2016,Didi Gregorius,NYY,Shortstop,26,0.276,0.304,0.447,0.751,562,155,68,20,70,7,1.6,2.7,6012
2009,Alexei Ramirez,CHW,Shortstop,27,0.277,0.333,0.389,0.723,542,150,71,15,68,14,-10.6,2.1,5133
2020,Nick Ahmed,ARI,Shortstop,30,0.266,0.327,0.402,0.729,199,53,29,5,29,4,1,1.1,12147
1977,Robin Yount,MIL,Shortstop,21,0.288,0.333,0.377,0.71,605,174,66,4,49,16,-3.4,2.4,1014396
2019,Amed Rosario,NYM,Shortstop,23,0.287,0.323,0.432,0.755,616,177,75,15,72,19,0.8,2.7,15518
1993,Mariano Duncan,PHI,Shortstop,30,0.282,0.304,0.417,0.721,496,140,68,11,73,6,-7,-0.5,1003554
1969,Don Kessinger,CHC,Shortstop,26,0.273,0.332,0.366,0.698,664,181,109,4,53,11,-10.2,3.6,1006877
2010,Derek Jeter,NYY,Shortstop,36,0.27,0.34,0.37,0.71,663,179,111,10,67,18,-5.3,2.3,826
1992,Tony Fernandez,SDP,Shortstop,30,0.275,0.337,0.359,0.696,622,171,84,4,37,20,-5.1,1.5,1004002
1982,Dave Concepcion,CIN,Shortstop,34,0.287,0.337,0.371,0.707,572,164,48,5,53,13,-2,3.2,1002494
1992,Omar Vizquel,SEA,Shortstop,25,0.294,0.34,0.352,0.692,483,142,49,0,21,15,-4.5,3.4,411
2003,Alex Gonzalez,FLA,Shortstop,26,0.256,0.313,0.443,0.756,528,135,52,18,77,0,-5.2,2.7,520
1994,Andujar Cedeno,HOU,Shortstop,24,0.263,0.334,0.418,0.752,342,90,38,9,49,1,-3.4,0.5,1002099
1973,Toby Harrah,TEX,Shortstop,24,0.26,0.328,0.364,0.693,461,120,64,10,50,10,-0.3,2.1,1005384
1981,Garry Templeton,STL,Shortstop,25,0.288,0.315,0.393,0.709,333,96,47,1,33,8,-4.2,2.1,1012909
1983,Rafael Ramirez,ATL,Shortstop,25,0.297,0.337,0.368,0.705,622,185,82,7,58,16,-8.3,2,1010673
2011,Jamey Carroll,LAD,Shortstop,37,0.29,0.359,0.347,0.706,452,131,52,0,17,10,5.5,2.1,1591
2020,Orlando Arcia,MIL,Shortstop,25,0.26,0.317,0.416,0.734,173,45,22,5,20,2,-3.9,0.7,13185
2004,Kaz Matsui,NYM,Shortstop,28,0.272,0.331,0.396,0.727,460,125,65,7,44,14,-5.4,0.4,1854
2019,Dansby Swanson,ATL,Shortstop,25,0.251,0.325,0.422,0.748,483,121,77,17,65,10,-1.7,1.5,18314
2008,Miguel Tejada,HOU,Shortstop,34,0.283,0.314,0.415,0.729,632,179,92,13,66,7,-13.7,2.4,941
2002,Alex Gonzalez,CHC,Shortstop,29,0.248,0.312,0.425,0.737,513,127,58,18,61,5,-9.8,1,281
1989,Ozzie Smith,STL,Shortstop,34,0.273,0.335,0.361,0.696,593,162,82,2,50,29,4.1,6.7,1012186
2009,Rafael Furcal,LAD,Shortstop,31,0.269,0.335,0.375,0.711,613,165,92,9,47,12,-3.7,3,88
2016,Addison Russell,CHC,Shortstop,22,0.238,0.321,0.417,0.738,525,125,67,21,95,5,-2.7,3.3,14106
1994,Jeff Blauser,ATL,Shortstop,28,0.258,0.329,0.382,0.71,380,98,56,6,45,1,-8.8,1.9,1001062
1973,Chris Speier,SFG,Shortstop,23,0.249,0.332,0.356,0.688,542,135,58,11,71,4,-6.8,1.5,1012316
1985,Hubie Brooks,MON,Shortstop,28,0.269,0.31,0.413,0.723,605,163,67,13,100,6,-1.9,2.3,1001472
1971,Freddie Patek,KCR,Shortstop,26,0.267,0.323,0.371,0.693,591,158,86,6,36,49,2.6,3.2,1010052
2000,Neifi Perez,COL,Shortstop,27,0.287,0.314,0.427,0.741,651,187,92,10,71,3,-41.2,0.3,620
2012,Alcides Escobar,KCR,Shortstop,25,0.293,0.331,0.39,0.721,605,177,68,5,52,35,4.7,2.6,6310
1999,Deivi Cruz,DET,Shortstop,26,0.284,0.302,0.427,0.729,518,147,64,13,58,1,-16.2,1.7,1025
